
# Curve 0 of 1, 43 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 0  1  i
 30  5  i
 40  6  i
 50  10  i
 60  11  i
 70  21  i
 80  35  i
 90  50  i
 100  72  i
 110  105  i
 120  104  i
 130  128  i
 140  125  i
 150  157  i
 160  185  i
 170  174  i
 180  197  i
 190  204  i
 200  189  i
 210  177  i
 220  159  i
 230  157  i
 240  141  i
 250  122  i
 260  98  i
 270  87  i
 280  62  i
 290  55  i
 300  49  i
 310  28  i
 320  29  i
 330  25  i
 340  20  i
 350  16  i
 360  7  i
 370  8  i
 380  9  i
 390  2  i
 400  3  i
 410  1  i
 420  1  i
 440  2  i


