
# Curve 0 of 1, 42 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 40  7  i
 50  7  i
 60  15  i
 70  23  i
 80  37  i
 90  42  i
 100  68  i
 110  76  i
 120  122  i
 130  128  i
 140  149  i
 150  176  i
 160  171  i
 170  179  i
 180  170  i
 190  169  i
 200  192  i
 210  158  i
 220  167  i
 230  138  i
 240  127  i
 250  144  i
 260  87  i
 270  86  i
 280  77  i
 290  65  i
 300  52  i
 310  36  i
 320  39  i
 330  38  i
 340  24  i
 350  16  i
 360  16  i
 370  12  i
 380  7  i
 390  6  i
 400  4  i
 410  2  i
 420  2  i
 430  2  i
 440  1  i


