
# Curve 0 of 1, 42 points
# Curve title: "net skip 1 u 3:(1.0)"
# x y type
 1  42904  i
 2  26873  i
 3  20717  i
 4  17699  i
 5  15712  i
 6  14893  i
 7  14298  i
 8  13969  i
 9  13740  i
 10  13635  i
 11  13581  i
 12  13852  i
 13  14059  i
 14  14163  i
 15  14301  i
 16  14103  i
 17  13720  i
 18  13122  i
 19  12002  i
 20  10744  i
 21  9252  i
 22  7697  i
 23  6224  i
 24  4912  i
 25  3780  i
 26  2766  i
 27  1977  i
 28  1322  i
 29  921  i
 30  579  i
 31  348  i
 32  210  i
 33  134  i
 34  79  i
 35  51  i
 36  16  i
 37  4  i
 38  4  i
 39  1  i
 42  1  i
 43  1  i


