
# Curve 0 of 1, 52 points
# Curve title: "deg u (bin($2,10)):(1.0)"
# x y type
 10  1  i
 20  1  i
 30  3  i
 40  12  i
 50  25  i
 60  43  i
 70  47  i
 80  81  i
 90  86  i
 100  93  i
 110  121  i
 120  122  i
 130  138  i
 140  140  i
 150  148  i
 160  121  i
 170  156  i
 180  134  i
 190  143  i
 200  137  i
 210  134  i
 220  136  i
 230  117  i
 240  115  i
 250  85  i
 260  90  i
 270  71  i
 280  80  i
 290  76  i
 300  55  i
 310  51  i
 320  39  i
 330  37  i
 340  28  i
 350  35  i
 360  24  i
 370  20  i
 380  21  i
 390  15  i
 400  14  i
 410  11  i
 420  5  i
 430  4  i
 440  1  i
 450  6  i
 460  3  i
 470  3  i
 480  4  i
 500  2  i
 510  2  i
 520  1  i


