
# Curve 0 of 1, 55 points
# Curve title: "deg u (bin($2,10)):(1.0)"
# x y type
 0  1  i
 10  1  i
 20  2  i
 30  5  i
 40  9  i
 50  21  i
 60  37  i
 70  54  i
 80  83  i
 90  86  i
 100  110  i
 110  103  i
 120  109  i
 130  129  i
 140  136  i
 150  148  i
 160  152  i
 170  147  i
 180  142  i
 190  140  i
 200  143  i
 210  143  i
 220  132  i
 230  111  i
 240  106  i
 250  88  i
 260  97  i
 270  87  i
 280  77  i
 290  59  i
 300  54  i
 310  48  i
 320  49  i
 330  41  i
 340  29  i
 350  20  i
 360  20  i
 370  19  i
 380  14  i
 390  11  i
 400  12  i
 410  12  i
 420  12  i
 430  5  i
 440  9  i
 450  5  i
 460  5  i
 470  4  i
 480  3  i
 490  1  i
 500  1  i
 520  1  i
 540  2  i
 590  2  i


