
# Curve 0 of 1, 47 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 20  1  i
 30  4  i
 40  1  i
 50  11  i
 60  16  i
 70  23  i
 80  31  i
 90  53  i
 100  75  i
 110  78  i
 120  91  i
 130  139  i
 140  141  i
 150  165  i
 160  175  i
 170  187  i
 180  190  i
 190  178  i
 200  186  i
 210  179  i
 220  147  i
 230  156  i
 240  138  i
 250  134  i
 260  81  i
 270  101  i
 280  79  i
 290  52  i
 300  60  i
 310  48  i
 320  24  i
 330  22  i
 340  17  i
 350  10  i
 360  13  i
 370  8  i
 380  9  i
 390  3  i
 400  3  i
 410  1  i
 420  1  i
 430  1  i
 450  1  i
 470  1  i
 500  1  i
 530  1  i


