
# Curve 0 of 1, 44 points
# Curve title: "net skip 1 u 3:(1.0)"
# x y type
 1  43553  i
 2  26632  i
 3  20434  i
 4  17590  i
 5  15704  i
 6  14939  i
 7  14169  i
 8  14207  i
 9  13742  i
 10  13530  i
 11  13663  i
 12  13661  i
 13  13821  i
 14  13975  i
 15  14178  i
 16  14039  i
 17  13715  i
 18  13115  i
 19  12214  i
 20  10741  i
 21  9459  i
 22  7810  i
 23  6319  i
 24  4869  i
 25  3825  i
 26  2719  i
 27  1931  i
 28  1309  i
 29  955  i
 30  585  i
 31  387  i
 32  181  i
 33  110  i
 34  85  i
 35  41  i
 36  20  i
 37  10  i
 38  6  i
 39  2  i
 40  2  i
 41  1  i
 42  2  i
 43  1  i


