
# Curve 0 of 1, 37 points
# Curve title: "net skip 1 u 3:(1.0)"
# x y type
 1  40308  i
 2  25659  i
 3  19966  i
 4  17100  i
 5  15720  i
 6  15024  i
 7  14423  i
 8  14269  i
 9  14282  i
 10  14024  i
 11  14342  i
 12  14608  i
 13  14510  i
 14  14403  i
 15  13915  i
 16  12857  i
 17  11896  i
 18  10246  i
 19  8485  i
 20  6719  i
 21  5424  i
 22  4081  i
 23  2864  i
 24  2081  i
 25  1345  i
 26  863  i
 27  550  i
 28  345  i
 29  194  i
 30  97  i
 31  62  i
 32  16  i
 33  18  i
 34  9  i
 35  5  i
 36  2  i


