
# Curve 0 of 1, 43 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 20  3  i
 30  2  i
 40  5  i
 50  5  i
 60  9  i
 70  21  i
 80  33  i
 90  45  i
 100  66  i
 110  86  i
 120  100  i
 130  137  i
 140  137  i
 150  170  i
 160  164  i
 170  206  i
 180  199  i
 190  187  i
 200  192  i
 210  176  i
 220  154  i
 230  148  i
 240  128  i
 250  135  i
 260  111  i
 270  92  i
 280  84  i
 290  57  i
 300  49  i
 310  33  i
 320  27  i
 330  18  i
 340  13  i
 350  18  i
 360  5  i
 370  3  i
 380  5  i
 390  5  i
 400  1  i
 410  3  i
 420  1  i
 430  4  i


