
# Curve 0 of 1, 38 points
# Curve title: "net skip 1 u 3:(1.0)"
# x y type
 1  41287  i
 2  25719  i
 3  20158  i
 4  17229  i
 5  16154  i
 6  15486  i
 7  14743  i
 8  14706  i
 9  14247  i
 10  14635  i
 11  14380  i
 12  14645  i
 13  14790  i
 14  14390  i
 15  13830  i
 16  13182  i
 17  11666  i
 18  10029  i
 19  8653  i
 20  6939  i
 21  5326  i
 22  4046  i
 23  3033  i
 24  1973  i
 25  1337  i
 26  838  i
 27  526  i
 28  324  i
 29  213  i
 30  103  i
 31  56  i
 32  41  i
 33  17  i
 34  10  i
 35  2  i
 36  1  i
 38  1  i


