
# Curve 0 of 1, 40 points
# Curve title: "net skip 1 u 3:(1.0)"
# x y type
 1  42923  i
 2  26803  i
 3  20785  i
 4  17551  i
 5  16029  i
 6  14821  i
 7  14398  i
 8  14071  i
 9  13529  i
 10  13409  i
 11  13562  i
 12  13706  i
 13  13780  i
 14  14252  i
 15  14445  i
 16  14243  i
 17  13674  i
 18  13180  i
 19  11928  i
 20  10704  i
 21  9310  i
 22  7628  i
 23  6297  i
 24  5023  i
 25  3703  i
 26  2732  i
 27  1986  i
 28  1311  i
 29  843  i
 30  580  i
 31  333  i
 32  207  i
 33  117  i
 34  70  i
 35  35  i
 36  25  i
 37  11  i
 38  1  i
 39  5  i


