
# Curve 0 of 1, 51 points
# Curve title: "deg u (bin($2,10)):(1.0)"
# x y type
 0  2  i
 30  5  i
 40  11  i
 50  20  i
 60  45  i
 70  50  i
 80  84  i
 90  100  i
 100  98  i
 110  117  i
 120  108  i
 130  153  i
 140  145  i
 150  149  i
 160  135  i
 170  158  i
 180  137  i
 190  147  i
 200  143  i
 210  123  i
 220  114  i
 230  102  i
 240  93  i
 250  84  i
 260  97  i
 270  67  i
 280  81  i
 290  75  i
 300  65  i
 310  43  i
 320  41  i
 330  44  i
 340  28  i
 350  39  i
 360  19  i
 370  18  i
 380  19  i
 390  8  i
 400  9  i
 410  18  i
 420  7  i
 430  13  i
 440  6  i
 450  5  i
 460  3  i
 470  1  i
 480  4  i
 490  1  i
 510  2  i
 550  1  i


