0.4 0.6992058987801011 0.1 0.31622776601683794 75417.6 469.60886798365385
0.4 0.5163977794943223 0.3 0.9486832980505139 46157.4 387.6075334665207
1.9 1.5238839267549948 1.0 1.1547005383792515 35144.5 234.84522089618468
4.0 1.632993161855452 2.4 1.5055453054181618 29660.2 309.8149268335677
11.0 3.431876713662333 5.0 2.8284271247461903 26382.4 273.6356864315926
22.3 4.715223571935199 8.6 2.2211108331943574 24591.2 173.13694002147548
44.5 5.930148958219065 12.6 2.3664319132398464 23464.5 267.4045000867911
52.7 4.347413023856832 22.8 4.1311822359545785 22707.5 259.1234154692401
77.6 10.243697249203207 33.5 5.082650227325635 22080.6 178.78056071309567
94.6 12.518430856585464 46.6 6.168017869984201 21369.4 253.25753251932662
101.9 8.292566952799758 67.7 8.932462644136212 20822.2 215.2119368849641
116.1 8.862530363527364 86.5 11.157956802210698 20435.4 229.00325082602842
120.6 9.957688263626029 100.5 8.910044269749106 20021.3 178.5702787264567
135.1 13.551957628164116 127.9 6.332456079595025 19985.1 192.35698872437962
142.7 6.912950809089335 146.4 9.582391258043174 19962.0 163.3931863124449
140.3 9.369572502995476 166.1 10.071411685227316 20078.6 164.30811165476754
146.4 14.871299726505265 174.4 12.048051940274641 19884.7 242.23406953697582
148.7 8.832389886724382 183.8 13.339998334166147 19460.0 252.96288704515968
144.3 6.8807299354388585 188.8 10.485969461883604 18758.0 255.5616907476114
139.2 11.203174153386668 190.8 19.26885800686924 17738.4 280.48537295988257
134.8 7.29992389610254 190.4 10.97674309113996 16160.0 200.47222029775375
124.1 10.723287224022721 179.2 12.81318765092347 14332.1 222.34580174933717
120.1 11.367106540853353 167.6 13.541705128150507 12338.2 109.25281588031393
113.2 6.795423296438403 148.7 8.9820809269221 10308.5 195.25894487975592
106.4 8.48789988421426 131.5 5.720334100576838 8353.5 94.74204745283667
91.9 9.960477453973335 125.1 10.332795684937677 6559.5 113.82369407699494
92.5 6.1869037310901955 100.2 14.265732056614237 5008.0 79.39913237701167
79.5 7.5901983578238 87.8 10.271860158272752 3691.1 75.78544275342945
75.5 5.967504596656052 76.3 6.700746227100381 2661.4 36.478913239173
69.0 5.696002496878354 61.4 8.64355893779357 1843.4 32.01458001182169
56.1 6.454111523328021 47.5 6.819090848492928 1234.8 43.05500358069121
50.6 6.0955357070199785 37.2 6.613118276073196 822.8 33.94701754204631
44.4 4.351245032554859 27.2 5.711586664161039 525.6 25.846555755930893
40.1 5.021066730398144 25.1 8.26572575290411 333.2 16.67866234977427
32.4 6.1499774163993655 18.3 5.355163655555055 209.0 18.997075798366676
26.3 8.420213774008355 14.5 2.592724864350674 123.5 12.756262078768302
24.1 4.121757985239901 7.8 4.442221666388715 67.4 10.167486305758064
20.9 2.923088169119167 6.2 3.190262963734773 37.1 6.226288353960701
16.0 3.2317865716108862 6.1 2.2335820757001272 22.1 6.919376979018976
14.4 4.5995168828427575 3.7 2.002775851439974 11.3 4.808557187163549
11.7 3.9454615277134137 2.7 1.70293863659264 6.9 2.998147576235848
9.9 3.665151201974256 2.1 0.9944289260117533 3.5 1.7159383568311666
6.2 2.5298221281347035 1.7 1.2516655570345725 1.9 1.1972189997378648
7.4 2.7162065049951147 0.9 1.286683937707919 1.0 0.9428090415820634
4.9 3.1780497164141406 0.6 0.699205898780101 0.5 0.7071067811865476
4.2 1.1352924243950933 0.4 0.5163977794943223 0.1 0.31622776601683794
3.8 2.1499353995462798 0.3 0.6749485577105527 0.1 0.31622776601683794
3.0 1.0540925533894598 0.2 0.42163702135578396 0.0 0.0
2.7 1.1595018087284057 0.0 0.0 0.1 0.31622776601683794
1.4 1.577621275493231 0.0 0.0 0.0 0.0
0.8 0.9189365834726814 0.1 0.31622776601683794 0.0 0.0
1.3 1.2516655570345725 0.0 0.0 0.0 0.0
0.7 0.6749485577105528 0.0 0.0 0.0 0.0
0.6 0.6992058987801011 0.1 0.31622776601683794 0.0 0.0
0.3 0.6749485577105527 0.0 0.0 0.0 0.0
0.5 0.5270462766947299 0.0 0.0 0.0 0.0
0.2 0.42163702135578396 0.0 0.0 0.0 0.0
0.1 0.31622776601683794 0.0 0.0 0.0 0.0
0.1 0.31622776601683794 0.0 0.0 0.0 0.0
0.2 0.6324555320336759 0.0 0.0 0.0 0.0
