
# Curve 0 of 1, 44 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 20  1  i
 30  3  i
 40  9  i
 50  10  i
 60  10  i
 70  32  i
 80  30  i
 90  53  i
 100  61  i
 110  87  i
 120  93  i
 130  123  i
 140  153  i
 150  169  i
 160  166  i
 170  173  i
 180  191  i
 190  162  i
 200  162  i
 210  183  i
 220  188  i
 230  150  i
 240  131  i
 250  129  i
 260  132  i
 270  82  i
 280  73  i
 290  65  i
 300  53  i
 310  43  i
 320  28  i
 330  24  i
 340  25  i
 350  14  i
 360  9  i
 370  3  i
 380  5  i
 390  3  i
 410  2  i
 420  4  i
 430  1  i
 440  1  i
 450  1  i


