
# Curve 0 of 1, 45 points
# Curve title: "net skip 1 u 3:(1.0)"
# x y type
 1  75902  i
 2  46454  i
 3  35204  i
 4  29893  i
 5  26410  i
 6  24831  i
 7  23496  i
 8  23024  i
 9  22131  i
 10  21561  i
 11  21111  i
 12  20509  i
 13  20038  i
 14  19996  i
 15  19921  i
 16  20102  i
 17  19894  i
 18  19523  i
 19  18783  i
 20  17770  i
 21  16348  i
 22  14269  i
 23  12435  i
 24  10353  i
 25  8462  i
 26  6751  i
 27  5045  i
 28  3740  i
 29  2690  i
 30  1909  i
 31  1252  i
 32  802  i
 33  532  i
 34  310  i
 35  223  i
 36  108  i
 37  58  i
 38  36  i
 39  24  i
 40  17  i
 41  10  i
 42  4  i
 43  4  i
 44  1  i


