
# Curve 0 of 1, 45 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 20  1  i
 30  1  i
 40  2  i
 50  6  i
 60  15  i
 70  23  i
 80  30  i
 90  51  i
 100  82  i
 110  103  i
 120  96  i
 130  128  i
 140  151  i
 150  162  i
 160  152  i
 170  170  i
 180  180  i
 190  198  i
 200  202  i
 210  177  i
 220  164  i
 230  150  i
 240  135  i
 250  126  i
 260  94  i
 270  71  i
 280  75  i
 290  81  i
 300  46  i
 310  34  i
 320  28  i
 330  14  i
 340  25  i
 350  16  i
 360  10  i
 370  9  i
 380  9  i
 390  8  i
 400  3  i
 410  2  i
 420  3  i
 430  1  i
 460  2  i
 470  1  i


