
# Curve 0 of 1, 53 points
# Curve title: "deg u (bin($2,10)):(1.0)"
# x y type
 20  2  i
 30  1  i
 40  8  i
 50  28  i
 60  39  i
 70  47  i
 80  86  i
 90  84  i
 100  109  i
 110  109  i
 120  120  i
 130  137  i
 140  144  i
 150  150  i
 160  139  i
 170  160  i
 180  138  i
 190  159  i
 200  130  i
 210  121  i
 220  100  i
 230  111  i
 240  105  i
 250  93  i
 260  90  i
 270  82  i
 280  68  i
 290  75  i
 300  52  i
 310  57  i
 320  44  i
 330  40  i
 340  40  i
 350  30  i
 360  29  i
 370  19  i
 380  15  i
 390  17  i
 400  7  i
 410  9  i
 420  8  i
 430  8  i
 440  5  i
 450  4  i
 460  7  i
 470  3  i
 480  2  i
 490  1  i
 500  1  i
 510  1  i
 520  1  i
 530  2  i


