
# Curve 0 of 1, 54 points
# Curve title: "deg u (bin($2,10)):(1.0)"
# x y type
 20  5  i
 30  3  i
 40  18  i
 50  22  i
 60  55  i
 70  53  i
 80  78  i
 90  106  i
 100  93  i
 110  110  i
 120  110  i
 130  136  i
 140  141  i
 150  132  i
 160  148  i
 170  132  i
 180  144  i
 190  140  i
 200  141  i
 210  137  i
 220  117  i
 230  104  i
 240  110  i
 250  78  i
 260  100  i
 270  78  i
 280  81  i
 290  69  i
 300  52  i
 310  57  i
 320  47  i
 330  40  i
 340  31  i
 350  17  i
 360  32  i
 370  19  i
 380  13  i
 390  12  i
 400  19  i
 410  8  i
 420  4  i
 430  9  i
 440  10  i
 450  3  i
 460  1  i
 470  5  i
 480  4  i
 490  5  i
 510  4  i
 550  1  i
 560  1  i
 570  1  i
 580  1  i


