
# Curve 0 of 1, 43 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 30  1  i
 40  8  i
 50  9  i
 60  14  i
 70  17  i
 80  41  i
 90  35  i
 100  59  i
 110  86  i
 120  97  i
 130  117  i
 140  148  i
 150  174  i
 160  176  i
 170  185  i
 180  206  i
 190  227  i
 200  192  i
 210  165  i
 220  188  i
 230  163  i
 240  132  i
 250  117  i
 260  93  i
 270  79  i
 280  76  i
 290  53  i
 300  47  i
 310  36  i
 320  16  i
 330  30  i
 340  16  i
 350  10  i
 360  8  i
 370  3  i
 380  5  i
 390  3  i
 400  1  i
 410  1  i
 420  1  i
 440  1  i
 450  1  i


