	
# Curve 0 of 1, 3038 points	# Curve 0 of 1, 3038 points
# Curve title: "net skip 1 u 1:(1)"	# Curve title: "net skip 1 u 2:(1)"
# x y type	# x y type
 0  118  i	 0  89  i
 1  161  i	 1  164  i
 2  108  i	 2  167  i
 3  242  i	 3  232  i
 4  375  i	 4  272  i
 5  131  i	 5  342  i
 6  322  i	 6  249  i
 7  181  i	 7  232  i
 8  202  i	 8  246  i
 9  266  i	 9  145  i
 10  284  i	 10  167  i
 11  303  i	 11  251  i
 12  197  i	 12  294  i
 13  201  i	 13  99  i
 14  142  i	 14  209  i
 15  159  i	 15  125  i
 16  119  i	 16  157  i
 17  257  i	 17  200  i
 18  108  i	 18  223  i
 19  148  i	 19  116  i
 20  267  i	 20  275  i
 21  226  i	 21  138  i
 22  221  i	 22  174  i
 23  325  i	 23  274  i
 24  211  i	 24  225  i
 25  133  i	 25  275  i
 26  189  i	 26  200  i
 27  325  i	 27  234  i
 28  102  i	 28  133  i
 29  163  i	 29  152  i
 30  117  i	 30  252  i
 31  208  i	 31  128  i
 32  311  i	 32  233  i
 33  412  i	 33  246  i
 34  130  i	 34  206  i
 35  267  i	 35  199  i
 36  238  i	 36  154  i
 37  186  i	 37  42  i
 38  198  i	 38  144  i
 39  148  i	 39  150  i
 40  244  i	 40  168  i
 41  239  i	 41  112  i
 42  174  i	 42  197  i
 43  85  i	 43  172  i
 44  174  i	 44  346  i
 45  436  i	 45  151  i
 46  58  i	 46  259  i
 47  102  i	 47  224  i
 48  219  i	 48  197  i
 49  234  i	 49  57  i
 50  292  i	 50  136  i
 51  185  i	 51  67  i
 52  210  i	 52  126  i
 53  374  i	 53  177  i
 54  225  i	 54  116  i
 55  280  i	 55  186  i
 56  86  i	 56  134  i
 57  114  i	 57  195  i
 58  72  i	 58  230  i
 59  188  i	 59  169  i
 60  71  i	 60  151  i
 61  218  i	 61  91  i
 62  209  i	 62  117  i
 63  258  i	 63  226  i
 64  192  i	 64  190  i
 65  193  i	 65  257  i
 66  264  i	 66  161  i
 67  194  i	 67  93  i
 68  138  i	 68  150  i
 69  171  i	 69  172  i
 70  146  i	 70  192  i
 71  240  i	 71  358  i
 72  313  i	 72  336  i
 73  236  i	 73  202  i
 74  88  i	 74  106  i
 75  148  i	 75  121  i
 76  82  i	 76  162  i
 77  372  i	 77  273  i
 78  199  i	 78  304  i
 79  258  i	 79  134  i
 80  197  i	 80  178  i
 81  111  i	 81  325  i
 82  319  i	 82  307  i
 83  197  i	 83  204  i
 84  126  i	 84  262  i
 85  403  i	 85  311  i
 86  160  i	 86  241  i
 87  269  i	 87  33  i
 88  143  i	 88  201  i
 89  178  i	 89  203  i
 90  152  i	 90  90  i
 91  298  i	 91  242  i
 92  208  i	 92  218  i
 93  133  i	 93  193  i
 94  183  i	 94  261  i
 95  202  i	 95  143  i
 96  276  i	 96  192  i
 97  179  i	 97  201  i
 98  178  i	 98  199  i
 99  202  i	 99  174  i
 100  206  i	 100  166  i
 101  232  i	 101  185  i
 102  81  i	 102  281  i
 103  89  i	 103  164  i
 104  197  i	 104  281  i
 105  212  i	 105  143  i
 106  142  i	 106  103  i
 107  58  i	 107  53  i
 108  117  i	 108  228  i
 109  141  i	 109  287  i
 110  184  i	 110  284  i
 111  283  i	 111  357  i
 112  82  i	 112  215  i
 113  374  i	 113  213  i
 114  387  i	 114  224  i
 115  214  i	 115  296  i
 116  294  i	 116  55  i
 117  314  i	 117  115  i
 118  139  i	 118  175  i
 119  84  i	 119  256  i
 120  326  i	 120  270  i
 121  176  i	 121  208  i
 122  142  i	 122  152  i
 123  129  i	 123  88  i
 124  131  i	 124  259  i
 125  392  i	 125  152  i
 126  169  i	 126  149  i
 127  316  i	 127  208  i
 128  186  i	 128  110  i
 129  123  i	 129  143  i
 130  49  i	 130  205  i
 131  232  i	 131  230  i
 132  124  i	 132  257  i
 133  245  i	 133  193  i
 134  402  i	 134  120  i
 135  105  i	 135  229  i
 136  143  i	 136  219  i
 137  66  i	 137  206  i
 138  123  i	 138  206  i
 139  131  i	 139  146  i
 140  100  i	 140  119  i
 141  282  i	 141  211  i
 142  195  i	 142  166  i
 143  243  i	 143  215  i
 144  341  i	 144  242  i
 145  210  i	 145  175  i
 146  60  i	 146  227  i
 147  203  i	 147  257  i
 148  139  i	 148  198  i
 149  200  i	 149  229  i
 150  184  i	 150  237  i
 151  260  i	 151  162  i
 152  185  i	 152  218  i
 153  244  i	 153  142  i
 154  90  i	 154  112  i
 155  59  i	 155  208  i
 156  85  i	 156  249  i
 157  144  i	 157  130  i
 158  454  i	 158  210  i
 159  203  i	 159  254  i
 160  34  i	 160  214  i
 161  294  i	 161  166  i
 162  71  i	 162  125  i
 163  148  i	 163  134  i
 164  97  i	 164  117  i
 165  215  i	 165  150  i
 166  286  i	 166  216  i
 167  251  i	 167  142  i
 168  208  i	 168  114  i
 169  99  i	 169  189  i
 170  165  i	 170  199  i
 171  206  i	 171  188  i
 172  253  i	 172  116  i
 173  212  i	 173  250  i
 174  81  i	 174  265  i
 175  125  i	 175  124  i
 176  296  i	 176  234  i
 177  243  i	 177  114  i
 178  212  i	 178  266  i
 179  283  i	 179  114  i
 180  225  i	 180  197  i
 181  159  i	 181  202  i
 182  167  i	 182  102  i
 183  148  i	 183  166  i
 184  168  i	 184  209  i
 185  330  i	 185  193  i
