
# Curve 0 of 1, 43 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 20  3  i
 30  3  i
 40  2  i
 50  8  i
 60  13  i
 70  27  i
 80  32  i
 90  39  i
 100  66  i
 110  76  i
 120  95  i
 130  128  i
 140  157  i
 150  157  i
 160  176  i
 170  208  i
 180  186  i
 190  189  i
 200  197  i
 210  201  i
 220  164  i
 230  136  i
 240  127  i
 250  117  i
 260  100  i
 270  95  i
 280  74  i
 290  57  i
 300  42  i
 310  47  i
 320  30  i
 330  22  i
 340  15  i
 350  15  i
 360  5  i
 370  8  i
 380  5  i
 390  2  i
 400  6  i
 410  3  i
 420  1  i
 460  1  i


