
# Curve 0 of 1, 46 points
# Curve title: "net skip 1 u 3:(1.0)"
# x y type
 1  75828  i
 2  46856  i
 3  35459  i
 4  30034  i
 5  26695  i
 6  24704  i
 7  23327  i
 8  22928  i
 9  22098  i
 10  21429  i
 11  21049  i
 12  20631  i
 13  19792  i
 14  20038  i
 15  19836  i
 16  20150  i
 17  19905  i
 18  19281  i
 19  18612  i
 20  17939  i
 21  16202  i
 22  14263  i
 23  12347  i
 24  10193  i
 25  8294  i
 26  6473  i
 27  5165  i
 28  3650  i
 29  2639  i
 30  1815  i
 31  1219  i
 32  838  i
 33  486  i
 34  323  i
 35  201  i
 36  135  i
 37  70  i
 38  38  i
 39  14  i
 40  11  i
 41  3  i
 42  5  i
 43  2  i
 44  1  i
 45  1  i


