
# Curve 0 of 1, 43 points
# Curve title: "deg u (bin($5,10)):(1.0)"
# x y type
 10  3  i
 30  2  i
 40  7  i
 50  8  i
 60  12  i
 70  20  i
 80  41  i
 90  50  i
 100  76  i
 110  94  i
 120  101  i
 130  126  i
 140  149  i
 150  182  i
 160  185  i
 170  175  i
 180  180  i
 190  208  i
 200  198  i
 210  179  i
 220  167  i
 230  151  i
 240  122  i
 250  113  i
 260  98  i
 270  81  i
 280  76  i
 290  63  i
 300  41  i
 310  32  i
 320  25  i
 330  19  i
 340  19  i
 350  15  i
 360  1  i
 370  4  i
 380  3  i
 390  2  i
 400  3  i
 410  2  i
 420  3  i
 440  1  i


