
# Curve 0 of 1, 2965 points
# Curve title: "net skip 1 u 2:(1)"
# x y type
 0  122  i
 1  167  i
 2  114  i
 3  58  i
 4  93  i
 5  115  i
 6  66  i
 7  161  i
 8  135  i
 9  120  i
 10  88  i
 11  150  i
 12  106  i
 13  238  i
 14  232  i
 15  172  i
 16  177  i
 17  169  i
 18  132  i
 19  116  i
 20  85  i
 21  180  i
 22  129  i
 23  72  i
 25  107  i
 26  120  i
 27  126  i
 28  79  i
 29  23  i
 30  162  i
 31  159  i
 32  59  i
 33  118  i
 34  110  i
 35  153  i
 36  48  i
 37  142  i
 38  198  i
 39  103  i
 40  160  i
 41  87  i
 42  92  i
 43  207  i
 44  174  i
 46  69  i
 47  34  i
 48  139  i
 49  85  i
 50  73  i
 51  166  i
 52  228  i
 53  230  i
 54  95  i
 55  139  i
 56  64  i
 57  213  i
 58  49  i
 59  3  i
 60  58  i
 61  122  i
 62  119  i
 63  193  i
 64  85  i
 65  176  i
 66  3  i
 67  72  i
 68  53  i
 69  85  i
 70  58  i
 71  148  i
 72  96  i
 73  156  i
 75  60  i
 76  117  i
 77  200  i
 79  193  i
 80  162  i
 81  179  i
 82  131  i
 83  137  i
 84  92  i
 85  113  i
 86  125  i
 87  73  i
 88  53  i
 89  156  i
 90  75  i
 91  84  i
 92  136  i
 93  132  i
 94  144  i
 95  80  i
 96  135  i
 97  70  i
 98  200  i
 99  1  i
 100  76  i
 101  84  i
 102  147  i
 103  129  i
 104  57  i
 105  84  i
 106  70  i
 107  145  i
 109  61  i
 110  121  i
 111  65  i
 112  182  i
 113  114  i
 114  96  i
 115  233  i
 116  141  i
 117  136  i
 119  153  i
 120  38  i
 121  119  i
 122  202  i
 123  127  i
 124  91  i
 125  96  i
 126  124  i
 127  191  i
 128  96  i
 129  146  i
 130  176  i
 131  107  i
 132  183  i
 133  79  i
 134  45  i
 135  169  i
 136  62  i
 137  103  i
 138  62  i
 139  133  i
 140  87  i
 141  122  i
 142  66  i
 143  69  i
 144  65  i
 145  100  i
 146  92  i
 147  173  i
 148  87  i
 149  99  i
 150  111  i
 151  41  i
 152  89  i
 153  117  i
 154  103  i
 155  143  i
 156  108  i
 157  99  i
 158  109  i
 159  59  i
 160  173  i
 161  193  i
 162  154  i
 163  69  i
 164  207  i
 165  106  i
 166  110  i
 167  62  i
 168  161  i
 169  275  i
 170  89  i
 171  205  i
 172  154  i
 173  208  i
 174  42  i
 175  70  i
 176  114  i
 177  179  i
 178  103  i
 179  53  i
 180  67  i
 181  90  i
 182  97  i
 183  191  i
 184  71  i
 186  128  i
 187  79  i
 188  138  i
 189  115  i
 190  42  i
 191  113  i
 192  112  i
 194  150  i
 195  118  i
 196  104  i
 197  104  i
 198  60  i
 199  177  i
 200  70  i
 201  39  i
 202  169  i
 203  88  i
 204  95  i
 205  11  i
 206  110  i
 207  48  i
 208  130  i
 209  83  i
 210  200  i
 211  88  i
 212  161  i
 213  87  i
 215  119  i
 216  113  i
 217  102  i
 218  167  i
 219  72  i
 220  186  i
 221  4  i
 222  122  i
 223  198  i
 224  56  i
 225  96  i
 226  83  i
 227  32  i
 228  81  i
 229  86  i
 230  88  i
 232  104  i
 233  91  i
 234  86  i
 235  83  i
 236  108  i
 237  67  i
 238  130  i
 239  80  i
 240  262  i
 241  144  i
 242  103  i
 243  136  i
 244  54  i
 245  129  i
 246  42  i
 247  43  i
 248  99  i
 249  216  i
 250  116  i
