
# Curve 0 of 1, 45 points
# Curve title: "net skip 1 u 3:(1.0)"
# x y type
 1  74556  i
 2  45637  i
 3  34900  i
 4  28994  i
 5  25886  i
 6  24476  i
 7  22915  i
 8  22149  i
 9  21785  i
 10  20994  i
 11  20383  i
 12  20026  i
 13  19729  i
 14  19662  i
 15  19692  i
 16  19775  i
 17  19346  i
 18  19098  i
 19  18413  i
 20  17194  i
 21  16132  i
 22  14010  i
 23  12074  i
 24  10099  i
 25  8346  i
 26  6455  i
 27  4939  i
 28  3663  i
 29  2611  i
 30  1836  i
 31  1218  i
 32  796  i
 33  548  i
 34  355  i
 35  206  i
 36  113  i
 37  66  i
 38  40  i
 39  20  i
 40  8  i
 41  9  i
 42  2  i
 43  1  i
 44  3  i


