0 0 2.14544	0 0 0.593375
0.000244141 4.20121 2.5641	0 18.1797 0.786965
0.000488281 3.83208 2.99978	0 13.5969 0.999729
0.000732422 4.72696 3.44369	0 22.2775 1.22452
0.000976562 4.78941 3.88896	0 23.5195 1.45692
0.0012207 4.42087 4.33146	0 23.6425 1.69707
0.00146484 4.76628 4.77005	0 18.0069 1.94989
0.00170898 3.90312 5.20622	0 11.0517 2.22401
0.00195312 6.09258 5.64347	0 34.4335 2.52993
0.00219727 6.13799 6.08629	0 45.9969 2.87847
0.00244141 5.70845 6.53931	0 48.22 3.27941
0.00268555 7.00682 7.00648	0 38.706 3.74058
0.00292969 7.23522 7.49055	0 57.5761 4.26707
0.00317383 7.35622 7.9928	0 42.9837 4.86099
0.00341797 8.39237 8.51305	0 94.643 5.52231
0.00366211 8.67752 9.0498	0 98.6234 6.25026
0.00390625 8.06993 9.60061	0 54.9719 7.04405
0.00415039 12.5516 10.1625	0 160.268 7.9016
0.00439453 10.4128 10.7322	0 105.99 8.81609
0.00463867 8.80556 11.307	0 62.3455 9.77221
0.00488281 14.3685 11.8844	0 214.676 10.7449
0.00512695 13.0002 12.4626	0 223.337 11.7028
0.00537109 12.6866 13.0404	0 154.756 12.6168
0.00561523 11.899 13.6166	0 133.043 13.4728
0.00585938 15.4831 14.1904	0 235.708 14.285
0.00610352 15.6754 14.7604	0 238.952 15.1047
0.00634766 14.4431 15.3249	0 185.846 16.0201
0.0065918 13.686 15.8814	0 222.102 17.144
0.00683594 16.794 16.427	0 227.87 18.5885
0.00708008 20.653 16.9587	0 457.402 20.435
0.00732422 16.9685 17.4733	0 267.446 22.7073
0.00756836 17.2762 17.9678	0 234.42 25.3581
0.0078125 19.7935 18.4395	0 408.778 28.2752
0.00805664 19.1585 18.8858	0 351.197 31.3052
0.00830078 18.2334 19.3047	0 377.766 34.2863
0.00854492 20.3072 19.6942	0 418.764 37.0783
0.00878906 19.7423 20.0531	0 340.292 39.5787
0.0090332 21.3815 20.3809	0 643.319 41.7213
0.00927734 20.9986 20.6784	0 469.585 43.4655
0.00952148 24.5149 20.9472	0 668.263 44.7872
0.00976562 22.776 21.1901	0 443.083 45.6798
0.0100098 18.4628 21.4101	0 317.879 46.1669
0.0102539 21.4518 21.6105	0 732.358 46.315
0.010498 19.8262 21.7933	0 346.7 46.2354
0.0107422 21.2162 21.9596	0 424.121 46.0671
0.0109863 23.9251 22.1089	0 610.534 45.9461
0.0112305 24.2999 22.2397	0 641.96 45.975
0.0114746 25.3493 22.3492	0 543.246 46.2064
0.0117188 20.2276 22.4346	0 343.529 46.6466
0.0119629 20.1547 22.4932	0 335.803 47.2708
0.012207 22.2291 22.5226	0 812.191 48.0402
0.0124512 26.6561 22.5214	0 602.122 48.9077
0.0126953 22.1854 22.4892	0 397.677 49.8124
0.0129395 25.9847 22.4268	0 627.958 50.6687
0.0131836 18.6923 22.3363	0 328.011 51.3643
0.0134277 20.2217 22.2213	0 440.333 51.7741
0.0136719 25.311 22.0873	0 411.798 51.7916
0.013916 23.3613 21.9412	0 724.216 51.3671
0.0141602 21.5541 21.7909	0 487.948 50.5315
0.0144043 22.3112 21.6451	0 568.513 49.3918
0.0146484 20.7085 21.5117	0 286.948 48.0916
0.0148926 19.8271 21.3969	0 550.391 46.7562
0.0151367 19.7423 21.3043	0 462.169 45.4491
0.0153809 20.482 21.2348	0 670.072 44.1641
0.015625 19.2949 21.1862	0 389.402 42.8554
0.0158691 19.1864 21.1549	0 512.995 41.4845
0.0161133 24.9441 21.1371	0 657.814 40.0528
0.0163574 24.1109 21.1303	0 388.851 38.6044
0.0166016 21.343 21.1351	0 447.615 37.2029
0.0168457 20.1517 21.1555	0 377.468 35.9091
0.0170898 22.1482 21.1988	0 462.394 34.777
0.017334 19.2406 21.2741	0 292.015 33.8724
0.0175781 18.843 21.3906	0 380.698 33.2936
0.0178223 20.0886 21.5558	0 466.351 33.1727
0.0180664 19.9073 21.7732	0 299.368 33.6452
0.0183105 23.3398 22.0414	0 561.123 34.7986
0.0185547 18.4369 22.3538	0 284.479 36.6194
0.0187988 25.8979 22.6988	0 611.105 38.9635
0.019043 22.4976 23.0613	0 537.773 41.5608
0.0192871 21.5969 23.4242	0 447.288 44.0574
0.0195312 23.9862 23.7702	0 525.694 46.0874
0.0197754 24.2064 24.0842	0 604.343 47.3571
0.0200195 30.6818 24.3546	0 833.34 47.7219
0.0202637 25.389 24.575	0 845.712 47.2289
0.0205078 25.9214 24.7441	0 550.393 46.1088
0.020752 23.3133 24.8666	0 517.469 44.7162
0.0209961 24.5503 24.9514	0 663.219 43.4376
0.0212402 24.5123 25.011	0 642.245 42.5985
0.0214844 29.0905 25.0594	0 952.259 42.3981
0.0217285 26.0292 25.1101	0 679.277 42.8813
0.0219727 20.224 25.1745	0 578.42 43.9438
0.0222168 25.3188 25.2604	0 576.93 45.3592
0.0224609 21.3017 25.3715	0 492.198 46.8233
0.0227051 23.1714 25.5079	0 490.883 48.02
0.0229492 27.8475 25.6666	0 1215.74 48.7069
0.0231934 32.0568 25.8433	0 875.65 48.8048
0.0234375 23.9223 26.0334	0 848.207 48.4578
0.0236816 24.345 26.2337	0 504.23 48.0258
0.0239258 28.4682 26.4425	0 666.721 47.9931
0.0241699 28.1027 26.6598	0 794.065 48.8113
0.0244141 22.7747 26.8872	0 505.965 50.7296
0.0246582 26.4893 27.1272	0 595.236 53.682
0.0249023 23.4448 27.3829	0 450.21 57.2857
0.0251465 32.0111 27.658	0 1031.97 60.9643
0.0253906 27.2922 27.9566	0 1022.84 64.1532
0.0256348 35.7919 28.2833	0 1433.33 66.5019
0.0258789 23.3448 28.6426	0 452.006 67.9873
0.026123 26.2346 29.0383	0 531.37 68.8879
0.0263672 26.7506 29.473	0 660.3 69.6367
0.0266113 29.0772 29.9473	0 720.573 70.6207
0.0268555 28.9217 30.4593	0 889.576 72.0129
0.0270996 33.865 31.0057	0 1244.31 73.7007
0.0273438 29.8971 31.5818	0 844.368 75.3329
0.0275879 32.9104 32.1834	0 888.847 76.463
0.027832 35.2881 32.8074	0 2003.98 76.7329
0.0280762 33.3295 33.4526	0 1259 76.0284
0.0283203 34.0355 34.1195	0 1172.13 74.5503
0.0285645 31.9694 34.8094	0 723.779 72.7779
0.0288086 33.1918 35.5235	0 1294.52 71.3423
0.0290527 36.9602 36.2615	0 1042.72 70.8619
0.0292969 36.6679 37.0206	0 897.387 71.7947
0.029541 39.3549 37.7952	0 1304.56 74.3534
0.0297852 38.7708 38.5779	0 1449.88 78.502
0.0300293 32.1473 39.3599	0 1101.43 84.0309
0.0302734 45.2384 40.1332	0 2089.63 90.6873
0.0305176 42.5396 40.8923	0 2000.95 98.3178
0.0307617 45.491 41.6354	0 2080.13 106.961
0.0310059 44.096 42.3656	0 2310.59 116.832
0.03125 38.779 43.0903	0 1181.87 128.193
0.0314941 45.9358 43.8209	0 2035.26 141.154
0.0317383 41.4104 44.571	0 2089.25 155.518
0.0319824 43.3351 45.3543	0 2219.74 170.738
0.0322266 46.9974 46.1836	0 2190.68 186.024
0.0324707 48.6319 47.0686	0 1898.82 200.525
0.0327148 46.5186 48.0157	0 2738.31 213.514
0.032959 40.2386 49.0282	0 1433.56 224.517
0.0332031 52.5078 50.1067	0 3135.7 233.39
0.0334473 50.1024 51.2501	0 3502.37 240.358
0.0336914 59.9157 52.4571	0 3511.1 245.995
0.0339355 51.6 53.7263	0 2436.79 251.131
0.0341797 47.8963 55.0569	0 2013.8 256.671
0.0344238 56.8437 56.448	0 2835.18 263.375
0.034668 60.1594 57.8982	0 3895.65 271.675
0.0349121 61.7352 59.4044	0 5848.63 281.601
0.0351562 49.7899 60.962	0 2192.62 292.829
0.0354004 66.5955 62.5649	0 5104.08 304.813
0.0356445 54.3799 64.2073	0 2756.57 316.967
0.0358887 83.402 65.8856	0 10224.4 328.843
0.0361328 65.5219 67.6014	0 3840.88 340.275
0.036377 58.6553 69.3637	0 2945.38 351.502
0.0366211 74.8717 71.1904	0 6058.29 363.233
0.0368652 79.3217 73.1087	0 4582.75 376.646
0.0371094 75.0538 75.153	0 4146.23 393.251
0.0373535 73.4493 77.3623	0 4056.25 414.573
0.0375977 73.6427 79.7749	0 4211.58 441.672
0.0378418 68.123 82.4244	0 3538.81 474.642
0.0380859 86.9566 85.3344	0 6965.76 512.387
0.0383301 74.295 88.5148	0 4853.76 552.915
0.0385742 103.452 91.9599	0 13928 594.182
0.0388184 87.5237 95.646	0 7851.05 635.2
0.0390625 92.6425 99.5322	0 8836.71 676.838
0.0393066 108.529 103.561	0 10742.6 721.825
0.0395508 94.0311 107.66	0 9693.55 773.767
0.0397949 124.006 111.747	0 14907.1 835.529
0.0400391 101.68 115.734	0 8706.69 907.682
0.0402832 137.44 119.532	0 15111.3 987.768
0.0405273 125.948 123.061	0 12916.6 1070.75
0.0407715 142.347 126.261	0 22305.1 1150.41
0.0410156 126.143 129.094	0 16969.5 1220.95
0.0412598 139.31 131.554	0 18759.3 1278.19
0.0415039 148.554 133.671	0 24112.2 1319.73
0.041748 149.012 135.505	0 17441.9 1344.55
0.0419922 132.984 137.145	0 20167.2 1352.46
0.0422363 138.104 138.692	0 16981.7 1344.09
0.0424805 146.863 140.251	0 18723.6 1321.47
0.0427246 119.158 141.912	0 12132.8 1288.83
0.0429688 119.341 143.738	0 14670.3 1253.02
0.0432129 142.406 145.759	0 21621.1 1222.89
0.043457 169.919 147.958	0 32039.7 1207.64
0.0437012 125.591 150.282	0 13928.6 1214.49
0.0439453 156.503 152.642	0 26428.3 1246.43
0.0441895 166.446 154.922	0 38784.9 1300.8
0.0444336 147.627 156.995	0 22558.5 1369.38
0.0446777 175.658 158.728	0 27791.7 1440.01
0.0449219 176.812 159.998	0 23944.6 1499.37
0.045166 172.969 160.7	0 21428 1536.25
0.0454102 167.027 160.755	0 29894.1 1544.07
0.0456543 147.574 160.111	0 22852.7 1522.21
0.0458984 186.289 158.75	0 29459.8 1475.5
0.0461426 189.768 156.69	0 31924 1412.26
0.0463867 161.132 153.975	0 18363 1341.68
0.0466309 138.411 150.677	0 19813.1 1271.37
0.046875 163.71 146.885	0 23362.3 1206.06
0.0471191 146.667 142.694	0 20004.4 1147.54
0.0473633 126.42 138.2	0 22119.9 1095.53
0.0476074 135.587 133.487	0 14351.1 1048.72
0.0478516 114.585 128.624	0 13820.5 1005.63
0.0480957 140.183 123.663	0 13368.1 964.832
0.0483398 119.912 118.64	0 16958.9 925.035
0.048584 108.643 113.581	0 11778.2 885.008
0.0488281 115.312 108.505	0 17601.7 843.632
0.0490723 92.6335 103.433	0 10185.3 800.039
0.0493164 103.051 98.3938	0 13201.7 753.79
0.0495605 98.787 93.4253	0 8901.87 705.038
0.0498047 91.872 88.5744	0 9661.09 654.559
0.0500488 90.0889 83.894	0 6671.03 603.599
0.050293 60.5516 79.437	0 4188.76 553.511
0.0505371 65.2323 75.2491	0 5337.94 505.333
0.0507812 60.7036 71.3628	0 4006.27 459.529
0.0510254 64.7091 67.7928	0 4381.82 416.043
0.0512695 55.5937 64.5346	0 3168.44 374.657
0.0515137 62.2202 61.5669	0 4463.94 335.414
0.0517578 57.9609 58.8559	0 3038.22 298.845
0.052002 58.7821 56.3615	0 3206.41 265.829
