0 0 2.57476	0 0 0.846306
0.000244141 6.04674 3.06863	0 45.9635 1.06595
0.000488281 5.22877 3.58159	0 28.1064 1.29934
0.000732422 4.52285 4.10304	0 16.084 1.54597
0.000976562 4.17974 4.62413	0 21.8524 1.80893
0.0012207 5.59626 5.13851	0 33.53 2.09305
0.00146484 5.54274 5.64241	0 31.1631 2.40228
0.00170898 6.01851 6.13435	0 43.017 2.73719
0.00195312 8.4044 6.61439	0 74.5469 3.09346
0.00219727 6.22963 7.08337	0 33.174 3.46162
0.00244141 5.88972 7.54219	0 36.6997 3.8288
0.00268555 8.13911 7.99149	0 67.4109 4.18267
0.00292969 8.97128 8.4316	0 88.6122 4.51675
0.00317383 9.24659 8.86277	0 83.2221 4.83532
0.00341797 10.2384 9.28552	0 91.5203 5.15512
0.00366211 10.6185 9.70091	0 123.118 5.50232
0.00390625 9.73479 10.1107	0 67.1365 5.90544
0.00415039 11.4166 10.5169	0 102.647 6.38751
0.00439453 9.03333 10.9216	0 86.8598 6.96174
0.00463867 10.8206 11.3263	0 109.177 7.63363
0.00488281 12.1584 11.7314	0 178.755 8.40863
0.00512695 9.97239 12.1359	0 87.5965 9.30036
0.00537109 14.1132 12.5376	0 218.636 10.3325
0.00561523 14.8449 12.933	0 238.667 11.5297
0.00585938 13.7069 13.318	0 187.84 12.8993
0.00610352 12.1757 13.6885	0 170.895 14.4128
0.00634766 13.0841 14.0408	0 171.531 15.9982
0.0065918 15.8736 14.372	0 252.721 17.5511
0.00683594 17.0102 14.6798	0 457.491 18.961
0.00708008 15.2451 14.963	0 173.335 20.1415
0.00732422 13.6484 15.221	0 342.722 21.052
0.00756836 18.0154 15.4531	0 392.089 21.7002
0.0078125 12.9532 15.6587	0 156.76 22.1319
0.00805664 15.2863 15.8366	0 272.012 22.4141
0.00830078 19.6335 15.9853	0 429.219 22.6201
0.00854492 16.1556 16.1026	0 253.003 22.8188
0.00878906 16.0322 16.1864	0 215.005 23.0641
0.0090332 15.6759 16.2354	0 185.973 23.385
0.00927734 16.9333 16.2494	0 203.786 23.78
0.00952148 17.6099 16.2301	0 270.489 24.221
0.00976562 15.4214 16.1815	0 315.967 24.6695
0.0100098 21.1702 16.1098	0 381.627 25.0939
0.0102539 15.3728 16.0225	0 216.762 25.4787
0.010498 13.8783 15.9281	0 197.967 25.8154
0.0107422 14.6877 15.8346	0 237.839 26.0811
0.0109863 15.0436 15.7485	0 292.56 26.2207
0.0112305 14.0909 15.6744	0 225.307 26.1511
0.0114746 13.8214 15.6148	0 259.304 25.7946
0.0117188 17.2269 15.5704	0 438.958 25.1263
0.0119629 18.8971 15.5408	0 323.657 24.2115
0.012207 15.1659 15.5257	0 177.669 23.2055
0.0124512 15.2807 15.5248	0 165.091 22.3121
0.0126953 13.5716 15.5387	0 171.047 21.7164
0.0129395 14.1989 15.5679	0 219.523 21.5253
0.0131836 17.2515 15.6129	0 302.857 21.7386
0.0134277 13.7469 15.6735	0 203.504 22.2599
0.0136719 16.3647 15.7483	0 180.363 22.937
0.013916 14.1431 15.8346	0 191.645 23.6131
0.0141602 16.7837 15.9287	0 283.872 24.1742
0.0144043 18.332 16.0264	0 428.236 24.5804
0.0146484 14.5993 16.1235	0 228.639 24.8758
0.0148926 16.2697 16.2162	0 265.367 25.1736
0.0151367 16.3962 16.3017	0 204.908 25.6202
0.0153809 16.1749 16.3784	0 207.496 26.3486
0.015625 17.9151 16.4457	0 397.551 27.4342
0.0158691 17.5771 16.5041	0 276.405 28.8656
0.0161133 15.0777 16.5548	0 368.979 30.5357
0.0163574 15.2139 16.5994	0 206.01 32.2546
0.0166016 18.4059 16.6396	0 382.184 33.7809
0.0168457 16.0448 16.6766	0 243.669 34.8693
0.0170898 17.916 16.7115	0 281.853 35.3246
0.017334 17.0322 16.7445	0 436.195 35.0496
0.0175781 14.0067 16.7757	0 162.338 34.069
