0 0 2.55366	0 0 0.568831
0.000244141 4.6379 3.06901	0 17.3216 0.764606
0.000488281 4.80273 3.60949	0 25.5323 0.997125
0.000732422 4.62036 4.1633	0 18.8958 1.26908
0.000976562 5.1453 4.72009	0 25.7751 1.58316
0.0012207 6.09034 5.27202	0 30.5228 1.94045
0.00146484 6.21049 5.8142	0 33.7158 2.33872
0.00170898 6.39191 6.34453	0 31.5667 2.77131
0.00195312 6.49239 6.86302	0 52.308 3.22712
0.00219727 7.96133 7.37068	0 74.5322 3.69143
0.00244141 7.67096 7.86851	0 51.7845 4.14727
0.00268555 7.02247 8.35658	0 48.6774 4.5775
0.00292969 8.4781 8.83359	0 79.4899 4.96837
0.00317383 9.18744 9.29676	0 83.6412 5.31454
0.00341797 10.0498 9.74221	0 121.914 5.62388
0.00366211 13.9429 10.1654	0 146.967 5.91853
0.00390625 10.7772 10.5619	0 117.039 6.2294
0.00415039 9.83423 10.9275	0 89.256 6.58438
0.00439453 11.55 11.2592	0 119.702 6.99525
0.00463867 11.3715 11.5545	0 117.402 7.45028
0.00488281 11.6821 11.8124	0 110.901 7.91752
0.00512695 13.3629 12.033	0 171.096 8.35774
0.00537109 15.9377 12.2172	0 237.732 8.7406
0.00561523 11.7517 12.3673	0 118.711 9.05581
0.00585938 10.5217 12.4866	0 124.014 9.3144
0.00610352 13.6228 12.5793	0 167.822 9.5415
0.00634766 12.5645 12.6502	0 156.135 9.76655
0.0065918 14.0749 12.7042	0 181.989 10.0169
0.00683594 12.0254 12.7463	0 163.795 10.3167
0.00708008 13.0599 12.7807	0 170.178 10.6874
0.00732422 13.783 12.8107	0 195.549 11.1453
0.00756836 11.1981 12.8383	0 136.198 11.6939
0.0078125 11.7618 12.8643	0 125.09 12.3147
0.00805664 12.7657 12.8883	0 129.305 12.9647
0.00830078 13.7426 12.9094	0 288.088 13.5857
0.00854492 14.4625 12.9263	0 227.233 14.122
0.00878906 12.6581 12.938	0 225.567 14.5402
0.0090332 12.5244 12.9442	0 175.354 14.8373
