0 0 2.61628	0 0 0.745443
0.000244141 5.03563 3.13254	0 19.8675 0.986526
0.000488281 5.31421 3.67208	0 25.7396 1.25088
0.000732422 4.53099 4.22408	0 19.446 1.53148
0.000976562 5.84784 4.77959	0 26.5624 1.82601
0.0012207 5.88513 5.33233	0 34.7404 2.13766
0.00146484 5.29499 5.87883	0 27.4107 2.47273
0.00170898 6.7114 6.41797	0 41.9691 2.83621
0.00195312 6.34444 6.95004	0 34.1205 3.22789
0.00219727 6.93962 7.47566	0 41.04 3.64113
0.00244141 7.45322 7.99484	0 53.4987 4.06483
0.00268555 8.31357 8.50638	0 87.1876 4.48672
0.00292969 10.2703 9.00763	0 110.324 4.89569
0.00317383 9.44507 9.49481	0 86.3529 5.28225
0.00341797 10.9855 9.96349	0 125.884 5.63863
0.00366211 10.26 10.4093	0 92.2476 5.96095
0.00390625 9.78369 10.8284	0 89.3905 6.25417
0.00415039 13.8832 11.2185	0 223.441 6.53744
0.00439453 12.8343 11.5782	0 144.858 6.84477
0.00463867 11.155 11.9079	0 105.723 7.2172
0.00488281 12.7606 12.2089	0 164.428 7.68708
0.00512695 12.257 12.4834	0 135.724 8.26105
0.00537109 13.2432 12.7338	0 159.236 8.91138
0.00561523 13.3201 12.9626	0 216.652 9.58325
0.00585938 12.1099 13.1719	0 125.604 10.2176
0.00610352 13.9563 13.3633	0 234.656 10.7804
0.00634766 14.1599 13.5376	0 165.164 11.2837
0.0065918 15.1018 13.6953	0 219.236 11.7875
0.00683594 14.3294 13.8361	0 251.453 12.3788
0.00708008 11.369 13.9592	0 101.405 13.1369
0.00732422 14.8316 14.0634	0 154.786 14.0992
0.00756836 15.1601 14.1472	0 227.165 15.2411
0.0078125 14.9204 14.2091	0 285.775 16.4784
0.00805664 13.3929 14.2483	0 144.033 17.6894
0.00830078 15.7596 14.2649	0 302.581 18.7497
0.00854492 15.0179 14.2607	0 201.454 19.5659
0.00878906 13.6144 14.2393	0 170.808 20.0978
0.0090332 15.2654 14.2068	0 260.272 20.3609
0.00927734 14.1985 14.1709	0 307.439 20.4113
0.00952148 14.8161 14.1405	0 279.145 20.3212
0.00976562 13.6995 14.1244	0 184.148 20.1553
0.0100098 12.6882 14.13	0 255.579 19.9595
0.0102539 13.3727 14.1619	0 245.919 19.7604
0.010498 12.2348 14.2206	0 144.636 19.5713
0.0107422 12.8174 14.3027	0 243.278 19.3974
0.0109863 14.3933 14.4008	0 180.416 19.2342
0.0112305 13.9049 14.505	0 155.273 19.0639
0.0114746 15.5601 14.6047	0 284.657 18.8558
0.0117188 17.1032 14.6907	0 371.06 18.5764
0.0119629 18.059 14.7564	0 354.806 18.2079
