0 0 2.50572	0 0 0.707619
0.000244141 5.00556 2.98872	0 19.3376 0.956396
0.000488281 4.83001 3.48748	0 22.1156 1.2485
0.000732422 5.25773 3.98997	0 27.4214 1.58273
0.000976562 4.85761 4.48609	0 26.7677 1.95762
0.0012207 5.83172 4.96875	0 46.2124 2.37094
0.00146484 5.03596 5.43439	0 22.8438 2.81859
0.00170898 5.43598 5.88288	0 27.4549 3.29308
0.00195312 7.59422 6.31696	0 50.5835 3.78247
0.00219727 6.65779 6.74136	0 43.0945 4.27049
0.00244141 6.44945 7.16176	0 35.8126 4.73848
0.00268555 7.82102 7.58385	0 59.4883 5.16977
0.00292969 8.08535 8.01244	0 100.682 5.5558
0.00317383 7.38498 8.45093	0 52.3068 5.90208
0.00341797 8.53706 8.90087	0 78.6699 6.23155
0.00366211 8.52472 9.36188	0 56.5459 6.58304
0.00390625 9.73211 9.83169	0 81.2577 7.00416
0.00415039 11.4427 10.3064	0 93.2332 7.5402
0.00439453 10.3796 10.7806	0 116.133 8.22137
0.00463867 12.4867 11.2482	0 160.107 9.05227
0.00488281 9.88015 11.7025	0 66.1186 10.0065
0.00512695 12.7494 12.1365	0 165.088 11.0294
0.00537109 13.2061 12.5437	0 200.394 12.049
0.00561523 14.9553 12.9185	0 295.812 12.9929
0.00585938 13.2926 13.2559	0 185.212 13.8049
0.00610352 13.2926 13.5526	0 137.105 14.4548
0.00634766 14.5335 13.8065	0 181.022 14.9378
0.0065918 16.2919 14.017	0 205.635 15.2643
0.00683594 14.4922 14.1847	0 180.726 15.4482
0.00708008 14.9788 14.3112	0 282.12 15.4991
0.00732422 12.1025 14.3989	0 119.375 15.423
0.00756836 16.4604 14.4505	0 285.678 15.2283
0.0078125 14.916 14.4689	0 219.597 14.9299
0.00805664 13.9425 14.4575	0 165.101 14.548
0.00830078 17.6794 14.4195	0 296.685 14.1016
0.00854492 13.1718 14.3588	0 126.84 13.6033
0.00878906 13.6983 14.2792	0 187.865 13.0605
0.0090332 12.7087 14.1853	0 196.839 12.4829
0.00927734 15.9469 14.0822	0 223.918 11.893
