0 0 0.880309	0 0 0.0877269
0.000244141 1.79619 1.0546	0 3.57002 0.112291
0.000488281 1.78885 1.23738	0 3.01805 0.137824
0.000732422 1.50048 1.42519	0 1.93285 0.163584
0.000976562 1.78476 1.6152	0 3.4151 0.189707
0.0012207 1.79747 1.80553	0 3.97839 0.21748
0.00146484 2.21237 1.99544	0 5.547 0.24925
0.00170898 1.70301 2.18536	0 2.08297 0.287939
0.00195312 2.59238 2.37678	0 6.12895 0.336256
0.00219727 2.21224 2.57208	0 4.80901 0.395956
0.00244141 3.12806 2.77441	0 7.23744 0.467479
0.00268555 2.76673 2.98744	0 6.76769 0.550225
0.00292969 3.06913 3.21517	0 8.24836 0.643401
0.00317383 3.49871 3.46172	0 13.4615 0.747051
0.00341797 2.87957 3.73113	0 9.43405 0.862751
0.00366211 3.54594 4.02706	0 12.4494 0.993505
0.00390625 3.85093 4.35268	0 9.73211 1.14283
0.00415039 3.90311 4.71045	0 14.6179 1.3135
0.00439453 4.77236 5.1021	0 22.0979 1.50693
0.00463867 5.20306 5.52859	0 27.4684 1.72437
0.00488281 5.47184 5.99011	0 24.0641 1.97028
0.00512695 6.31164 6.48607	0 36.9089 2.25698
0.00537109 6.29103 7.01498	0 41.8504 2.60801
0.00561523 7.93695 7.5743	0 55.684 3.05713
0.00585938 7.10182 8.16025	0 37.6367 3.64113
0.00610352 8.35927 8.76765	0 53.6514 4.38756
0.00634766 8.89995 9.38995	0 61.1606 5.302
0.0065918 8.8103 10.0194	0 75.611 6.36084
0.00683594 11.8404 10.6476	0 146.453 7.51439
0.00708008 10.7713 11.266	0 112.918 8.70052
0.00732422 14.4479 11.8668	0 153.299 9.8638
0.00756836 12.9053 12.4432	0 207.139 10.9717
0.0078125 13.157 12.9898	0 160.934 12.02
0.00805664 14.4784 13.5026	0 186.197 13.0245
0.00830078 13.6326 13.9779	0 164.599 14.0033
0.00854492 14.5685 14.412	0 223.048 14.9587
0.00878906 16.6311 14.8	0 427.441 15.8673
0.0090332 14.1249 15.1354	0 176.772 16.6866
0.00927734 14.7315 15.4098	0 323.573 17.3725
0.00952148 17.3368 15.6139	0 288.055 17.9022
0.00976562 16.2096 15.7383	0 263.633 18.2874
0.0100098 17.5225 15.7755	0 215.98 18.5714
0.0102539 19.2544 15.7216	0 412.565 18.8069
0.010498 19.5392 15.5777	0 382.741 19.0272
0.0107422 16.9113 15.3506	0 392.756 19.2244
0.0109863 13.6816 15.0529	0 168.599 19.3462
0.0112305 17.4037 14.7016	0 302.509 19.3146
0.0114746 12.058 14.3164	0 157.948 19.0552
0.0117188 13.1072 13.9182	0 205.711 18.5254
0.0119629 11.9664 13.5262	0 124.6 17.7282
0.012207 12.0065 13.1571	0 168.781 16.7116
0.0124512 13.167 12.8238	0 167.243 15.5551
0.0126953 13.6052 12.535	0 154.075 14.3512
