0 0 2.82093	0 0 0.975985
0.000244141 5.89386 3.35968	0 35.826 1.26629
0.000488281 5.60575 3.91487	0 31.8371 1.57827
0.000732422 6.19531 4.47296	0 42.9971 1.90413
0.000976562 4.67564 5.02252	0 24.9968 2.24079
0.0012207 5.90287 5.55529	0 34.6927 2.58975
0.00146484 6.15067 6.06675	0 47.5582 2.95472
0.00170898 7.29679 6.55598	0 50.4849 3.33847
0.00195312 7.32437 7.02506	0 41.1908 3.74066
0.00219727 7.34319 7.47814	0 63.1199 4.15784
0.00244141 8.14796 7.92046	0 62.1073 4.58565
0.00268555 8.24348 8.35734	0 76.364 5.0223
0.00292969 8.16775 8.79347	0 45.7238 5.47219
0.00317383 8.8416 9.23233	0 83.2813 5.9484
0.00341797 9.8893 9.67584	0 108.769 6.47272
0.00366211 9.80764 10.1243	0 104.267 7.0718
0.00390625 10.3985 10.5761	0 113.255 7.76837
0.00415039 11.0372 11.0281	0 94.0832 8.5688
0.00439453 11.2202 11.4754	0 105.667 9.45081
0.00463867 13.2244 11.9118	0 165.876 10.3577
0.00488281 12.4817 12.3298	0 188.081 11.2045
0.00512695 12.57 12.7212	0 140.552 11.897
0.00537109 11.1959 13.0778	0 142.021 12.36
0.00561523 14.4117 13.3922	0 186.897 12.5626
0.00585938 17.3838 13.6589	0 281.281 12.5329
0.00610352 15.4021 13.8751	0 191.784 12.3513
0.00634766 15.4794 14.0412	0 272.862 12.1262
0.0065918 13.5163 14.1611	0 126.709 11.959
0.00683594 15.1065 14.2417	0 169.985 11.9132
0.00708008 14.5135 14.2916	0 146.554 12.0017
0.00732422 13.4409 14.3202	0 153.482 12.194
0.00756836 14.6078 14.3359	0 270.36 12.4409
0.0078125 15.5002 14.3453	0 269.115 12.6998
0.00805664 10.8881 14.352	0 100.63 12.9512
0.00830078 13.1378 14.3567	0 142.026 13.1975
0.00854492 15.1009 14.3579	0 195.805 13.4494
0.00878906 16.5483 14.3526	0 214.339 13.7087
0.0090332 15.7129 14.3377	0 183.822 13.9592
0.00927734 13.769 14.3115	0 175.08 14.1711
0.00952148 14.9374 14.2737	0 228.386 14.3188
0.00976562 14.8999 14.2263	0 317.005 14.4025
0.0100098 14.4883 14.1728	0 266.11 14.4612
0.0102539 13.2808 14.1175	0 119.12 14.5691
0.010498 13.2594 14.0642	0 179.233 14.8137
0.0107422 11.9901 14.0157	0 155.148 15.2643
0.0109863 14.3387 13.9728	0 185.216 15.9439
0.0112305 14.0742 13.9344	0 129.547 16.8151
0.0114746 14.471 13.8982	0 257.048 17.7866
0.0117188 14.7594 13.8608	0 241.433 18.7362
0.0119629 13.8492 13.8191	0 207.473 19.5436
0.012207 13.3472 13.771	0 284.299 20.1202
0.0124512 14.5412 13.7157	0 268.798 20.4272
0.0126953 14.0748 13.6543	0 220.243 20.4772
0.0129395 14.3358 13.5891	0 237.094 20.3204
0.0131836 12.6171 13.5239	0 118.455 20.0226
0.0134277 11.3028 13.4626	0 181.143 19.6433
0.0136719 15.5114 13.4094	0 229.008 19.2205
0.013916 13.2471 13.3677	0 251.323 18.7674
0.0141602 11.4882 13.34	0 110.442 18.2801
0.0144043 13.135 13.3278	0 229.194 17.7514
0.0146484 13.9732 13.3311	0 207.065 17.1858
0.0148926 13.119 13.349	0 189.459 16.6076
0.0151367 13.3987 13.3794	0 121.059 16.0589
0.0153809 12.3103 13.4196	0 123.936 15.5882
0.015625 13.2897 13.4668	0 180.62 15.2347
0.0158691 13.5713 13.5179	0 151.639 15.0155
0.0161133 15.7119 13.5707	0 227.88 14.9214
0.0163574 11.9198 13.6237	0 190.836 14.9212
0.0166016 13.9897 13.6765	0 222.389 14.9718
0.0168457 14.2151 13.7299	0 187.078 15.028
0.0170898 14.7425 13.7859	0 255.188 15.0505
0.017334 12.7969 13.8467	0 167.449 15.0096
0.0175781 14.5082 13.9148	0 254.151 14.8891
0.0178223 12.2156 13.9922	0 145.898 14.692
0.0180664 14.367 14.0799	0 324.771 14.4461
0.0183105 13.0952 14.178	0 200.513 14.2072
0.0185547 13.3845 14.2855	0 174.455 14.0523
0.0187988 15.5905 14.4014	0 398.14 14.0632
0.019043 14.9309 14.5243	0 198.863 14.3055
0.0192871 16.4793 14.6537	0 265.206 14.8089
0.0195312 13.5717 14.7895	0 196.455 15.5598
0.0197754 15.5427 14.9323	0 255.871 16.5074
0.0200195 13.7746 15.0825	0 230.165 17.5809
0.0202637 14.4532 15.2403	0 235.372 18.707
0.0205078 14.8657 15.4049	0 187.114 19.8206
0.020752 14.5576 15.5739	0 213.01 20.8633
0.0209961 17.3786 15.7443	0 264.643 21.775
0.0212402 15.7712 15.9122	0 301.242 22.4871
0.0214844 16.2436 16.0737	0 279.026 22.9268
0.0217285 17.9145 16.2262	0 266.936 23.0339
0.0219727 15.6266 16.3683	0 228.602 22.7871
0.0222168 16.6076 16.5007	0 490.245 22.2271
0.0224609 16.9184 16.6255	0 275.763 21.4655
0.0227051 19.2274 16.7464	0 420.334 20.6729
0.0229492 15.7061 16.8673	0 288.934 20.0436
0.0231934 14.5519 16.9921	0 229.606 19.7483
0.0234375 15.4384 17.1237	0 205.705 19.8888
0.0236816 17.0489 17.2643	0 272.871 20.472
0.0239258 19.2237 17.4151	0 336.87 21.4149
0.0241699 19.5868 17.5768	0 412.927 22.5774
0.0244141 17.1964 17.7501	0 296.235 23.8102
0.0246582 16.6737 17.9359	0 325.907 24.9974
0.0249023 17.0361 18.1357	0 434.812 26.0788
0.0251465 19.7502 18.3515	0 416.449 27.0482
0.0253906 17.0226 18.5859	0 345.576 27.9377
0.0256348 17.1958 18.8416	0 249.499 28.7966
0.0258789 21.728 19.1214	0 550.727 29.6795
0.026123 17.7487 19.4278	0 382.646 30.6398
0.0263672 20.2338 19.7633	0 425.021 31.7288
0.0266113 18.875 20.1298	0 375.087 32.9904
0.0268555 19.7296 20.5292	0 342.973 34.4511
0.0270996 20.7537 20.9626	0 360.138 36.1067
0.0273438 21.9421 21.431	0 531.782 37.9113
0.0275879 19.381 21.935	0 420.375 39.7749
0.027832 22.999 22.4748	0 481.703 41.5763
0.0280762 22.181 23.05	0 435.338 43.1926
0.0283203 23.1128 23.6595	0 602.59 44.5408
0.0285645 27.0913 24.3011	0 566.071 45.6143
0.0288086 24.5463 24.9708	0 395.833 46.4967
0.0290527 22.5017 25.663	0 440.115 47.3394
0.0292969 25.0151 26.3703	0 285.259 48.314
0.029541 22.402 27.0844	0 399.506 49.5663
0.0297852 33.833 27.7977	0 880.975 51.2027
0.0300293 27.0612 28.5048	0 752.255 53.3167
0.0302734 32.396 29.2044	0 862.342 56.0314
0.0305176 35.1538 29.9003	0 932.208 59.5163
0.0307617 29.8272 30.6016	0 920.035 63.9507
0.0310059 28.4865 31.3216	0 909.841 69.4343
0.03125 30.5581 32.0759	0 1023.35 75.8817
0.0314941 31.0275 32.8797	0 1213.26 82.9512
0.0317383 26.9736 33.7457	0 451.85 90.0479
0.0319824 38.2751 34.682	0 1827.87 96.4199
0.0322266 33.6336 35.6923	0 1122.02 101.342
0.0324707 35.1203 36.7766	0 1432.72 104.347
0.0327148 37.5668 37.9325	0 1966.36 105.428
0.032959 38.6736 39.1588	0 1413.58 105.149
0.0332031 42.8587 40.4569	0 2217.5 104.587
0.0334473 42.3669 41.8331	0 2156.11 105.1
0.0336914 42.4492 43.2996	0 1917.85 108.003
0.0339355 40.2521 44.8743	0 1312.73 114.234
0.0341797 43.6815 46.5797	0 1560.31 124.142
0.0344238 51.2452 48.4411	0 2444.17 137.437
0.034668 45.4991 50.4843	0 1546.13 153.333
0.0349121 45.4797 52.7335	0 2326.83 170.853
0.0351562 56.5985 55.209	0 2782.28 189.228
0.0354004 52.5237 57.9261	0 2923.88 208.321
0.0356445 59.0733 60.894	0 2998.92 228.916
0.0358887 47.3569 64.1161	0 3249.95 252.707
0.0361328 72.7773 67.5907	0 4931.68 281.856
0.036377 80.5211 71.3133	0 5565.62 318.179
0.0366211 62.5128 75.279	0 2736.66 362.243
0.0368652 75.8298 79.4869	0 6125.21 412.88
0.0371094 78.2566 83.9435	0 5183.41 467.537
0.0373535 88.943 88.6674	0 12963.8 523.519
0.0375977 85.1379 93.6928	0 6532.04 579.711
0.0378418 111.293 99.0705	0 12282.1 637.967
0.0380859 100.766 104.868	0 9662.92 703.44
