0 0 0.598179	0 0 0.0331182
0.000244141 1.07608 0.717326	0 0.895528 0.044482
0.000488281 1.20232 0.842811	0 1.12196 0.0571788
0.000732422 1.20341 0.972891	0 1.36227 0.0706824
0.000976562 1.27493 1.10661	0 1.49409 0.084505
0.0012207 1.27275 1.24404	0 1.82603 0.0983913
0.00146484 1.37835 1.38635	0 1.62119 0.112529
0.00170898 1.41533 1.53567	0 1.70411 0.127735
0.00195312 1.47347 1.69485	0 2.69948 0.145597
0.00219727 1.56474 1.86711	0 1.81935 0.16855
0.00244141 1.52104 2.05581	0 2.9158 0.199883
0.00268555 1.69234 2.26415	0 3.02259 0.243674
0.00292969 2.20062 2.49516	0 4.39571 0.30461
0.00317383 2.90393 2.75164	0 8.53738 0.387678
0.00341797 2.69576 3.03629	0 4.14341 0.497763
0.00366211 3.05781 3.35176	0 9.45785 0.639286
0.00390625 3.04061 3.70063	0 10.2182 0.816043
0.00415039 3.81637 4.08541	0 14.1037 1.03131
0.00439453 3.72431 4.50829	0 12.7726 1.2881
0.00463867 4.36582 4.97092	0 27.6773 1.58935
0.00488281 4.37809 5.47408	0 24.7328 1.93783
0.00512695 5.92266 6.01729	0 36.5683 2.33569
0.00537109 5.79899 6.59853	0 55.3439 2.78387
0.00561523 7.07577 7.21389	0 36.4897 3.2817
0.00585938 7.6298 7.8574	0 63.8877 3.82723
0.00610352 7.69835 8.52088	0 44.3418 4.4187
0.00634766 8.46862 9.19411	0 65.2248 5.05703
0.0065918 9.1445 9.86498	0 73.6913 5.74778
0.00683594 11.9126 10.52	0 168.854 6.5009
0.00708008 12.9543 11.145	0 155.886 7.32626
0.00732422 11.6354 11.7254	0 155.779 8.22583
0.00756836 13.6135 12.2475	0 107.513 9.18595
0.0078125 13.8 12.6988	0 211.487 10.1747
0.00805664 12.8304 13.0686	0 147.592 11.1475
0.00830078 16.6226 13.3486	0 238.599 12.0583
0.00854492 16.277 13.5332	0 281.47 12.8707
0.00878906 12.9857 13.6202	0 181.166 13.5609
0.0090332 14.9248 13.6105	0 265.827 14.11
0.00927734 14.548 13.5085	0 200.694 14.4934
0.00952148 16.2178 13.3223	0 240.14 14.6743
0.00976562 14.6369 13.0632	0 208.318 14.6086
0.0100098 11.8576 12.7455	0 119.633 14.2602
