0 0 1.5328	0 0 0.322084
0.000244141 2.61547 1.84097	0 6.77378 0.427431
0.000488281 3.2113 2.16532	0 11.8066 0.543896
0.000732422 2.79712 2.50019	0 7.58059 0.666874
0.000976562 3.56678 2.8413	0 8.4487 0.792084
0.0012207 3.14734 3.18643	0 10.9161 0.917071
0.00146484 3.32549 3.53561	0 16.3592 1.04286
0.00170898 3.78059 3.89093	0 17.3285 1.17533
0.00195312 3.88228 4.25607	0 14.5119 1.32562
0.00219727 4.21634 4.63547	0 20.2101 1.50887
0.00244141 4.57533 5.03353	0 20.073 1.74105
0.00268555 5.60978 5.45382	0 38.2463 2.03451
0.00292969 5.3319 5.8985	0 30.9034 2.39364
0.00317383 5.46635 6.3679	0 40.7788 2.81272
0.00341797 5.38023 6.86043	0 29.3904 3.27732
0.00366211 7.15817 7.37268	0 38.9025 3.7692
0.00390625 8.45414 7.89966	0 96.4766 4.27272
0.00415039 9.04498 8.43514	0 93.9743 4.78018
0.00439453 9.98782 8.97196	0 97.2318 5.2941
0.00463867 9.07953 9.50233	0 84.9552 5.82637
0.00488281 8.8093 10.0181	0 61.6623 6.39558
0.00512695 10.8955 10.511	0 193.911 7.02349
0.00537109 11.6138 10.9727	0 128.09 7.73063
0.00561523 12.371 11.3958	0 122.135 8.53022
0.00585938 12.6107 11.7734	0 131.059 9.42088
0.00610352 14.284 12.1001	0 147.611 10.3801
0.00634766 12.3545 12.3722	0 114.47 11.3622
0.0065918 13.8544 12.5878	0 183.603 12.3037
0.00683594 12.8135 12.7468	0 225.523 13.1363
0.00708008 13.5166 12.8508	0 176.433 13.8034
0.00732422 14.3335 12.9025	0 235.045 14.2739
0.00756836 13.9506 12.9056	0 203.336 14.5471
0.0078125 11.6179 12.8641	0 96.7956 14.6452
0.00805664 13.5363 12.7824	0 179.054 14.5989
0.00830078 13.1616 12.6651	0 141.762 14.433
0.00854492 12.5337 12.5174	0 102.976 14.1586
0.00878906 12.6805 12.3452	0 110.895 13.7772
0.0090332 14.6651 12.1553	0 236.33 13.2928
0.00927734 11.1175 11.9555	0 118.698 12.7251
0.00952148 10.9252 11.7546	0 81.8965 12.1174
0.00976562 12.1305 11.5616	0 243.156 11.5313
0.0100098 10.8296 11.3853	0 88.907 11.0322
0.0102539 9.88898 11.2335	0 91.005 10.6691
0.010498 9.88256 11.1118	0 104.101 10.4596
0.0107422 10.6232 11.0236	0 134.929 10.386
