0 0 2.47228	0 0 1.01881
0.000244141 4.93844 2.94119	0 27.083 1.29767
0.000488281 4.89803 3.42377	0 31.2885 1.5818
0.000732422 4.97805 3.90953	0 23.7908 1.8612
0.000976562 5.64661 4.39073	0 42.0139 2.13431
0.0012207 5.72312 4.86329	0 46.4343 2.40834
0.00146484 5.03924 5.32686	0 19.7808 2.69599
0.00170898 5.36306 5.78424	0 23.4318 3.0104
0.00195312 5.54864 6.24019	0 37.1117 3.36056
0.00219727 6.10828 6.69999	0 34.5287 3.74972
0.00244141 5.99694 7.16816	0 29.6517 4.17756
0.00268555 8.14734 7.64734	0 61.6193 4.64526
0.00292969 7.04105 8.13779	0 43.3071 5.16151
0.00317383 9.67981 8.6372	0 75.7363 5.74668
0.00341797 9.48081 9.14097	0 82.1786 6.43316
0.00366211 9.19904 9.64272	0 110.764 7.26085
0.00390625 10.193 10.1351	0 94.7129 8.26863
0.00415039 8.9438 10.6104	0 71.144 9.48431
0.00439453 13.0314 11.0617	0 138.264 10.9164
0.00463867 12.0146 11.4833	0 143.043 12.5501
0.00488281 13.4725 11.8709	0 122.159 14.3488
0.00512695 15.0634 12.2223	0 391.318 16.2564
0.00537109 12.4517 12.5367	0 150.553 18.1989
0.00561523 11.6808 12.8143	0 151.813 20.0834
0.00585938 12.104 13.0555	0 168.392 21.7974
0.00610352 12.0371 13.2606	0 110.356 23.2184
0.00634766 15.4115 13.4294	0 199.295 24.2348
0.0065918 15.5181 13.5608	0 359.504 24.7754
0.00683594 12.7037 13.6539	0 209.369 24.8343
0.00708008 16.7032 13.7078	0 357.304 24.4754
0.00732422 13.7411 13.7227	0 182.236 23.8111
0.00756836 14.0992 13.7002	0 175.219 22.9636
0.0078125 12.278 13.6436	0 186.364 22.0262
0.00805664 13.5357 13.558	0 173.962 21.0422
0.00830078 16.1685 13.45	0 231.051 20.0082
0.00854492 14.328 13.3274	0 209.335 18.8974
0.00878906 12.7847 13.1985	0 210.2 17.6888
0.0090332 10.5609 13.0711	0 91.8545 16.39
0.00927734 13.6174 12.9522	0 164.572 15.0457
0.00952148 11.5831 12.847	0 149.105 13.7321
0.00976562 12.966 12.7589	0 191.155 12.541
0.0100098 12.7004 12.6891	0 144.408 11.5597
0.0102539 10.2962 12.6368	0 91.0213 10.852
0.010498 14 12.6003	0 191.52 10.4465
0.0107422 11.6952 12.5772	0 181.097 10.3316
0.0109863 14.6077 12.565	0 167.829 10.4583
0.0112305 12.5477 12.5622	0 112.547 10.7496
0.0114746 12.567 12.5678	0 177.149 11.1158
0.0117188 11.9955 12.5816	0 176.644 11.4726
0.0119629 10.7453 12.6041	0 106.99 11.7595
0.012207 12.73 12.6355	0 155.155 11.9532
0.0124512 13.6796 12.6762	0 258.576 12.0692
0.0126953 12.7468 12.7256	0 216.101 12.1519
0.0129395 11.2166 12.7831	0 157.061 12.2537
0.0131836 14.1912 12.8474	0 178.032 12.4133
0.0134277 11.9155 12.917	0 172.709 12.6408
0.0136719 14.5177 12.9902	0 211.332 12.9148
0.013916 12.1399 13.0652	0 146.451 13.1919
0.0141602 13.8312 13.1404	0 260.321 13.4232
0.0144043 12.1384 13.2141	0 124.824 13.5707
0.0146484 11.6104 13.2847	0 106.025 13.62
0.0148926 15.055 13.3507	0 218.277 13.5872
0.0151367 15.229 13.4107	0 184.671 13.5187
0.0153809 14.1803 13.4634	0 171.641 13.4824
0.015625 11.3786 13.5077	0 116.71 13.5525
0.0158691 14.5769 13.5421	0 190.181 13.789
0.0161133 12.163 13.5657	0 194.009 14.2203
0.0163574 13.8003 13.5772	0 165.154 14.8357
0.0166016 14.3025 13.5761	0 187.274 15.5911
0.0168457 13.6665 13.5623	0 179.213 16.4257
0.0170898 16.3677 13.5371	0 254.377 17.2809
0.017334 12.6543 13.5032	0 177.473 18.1112
0.0175781 12.0469 13.4651	0 132.324 18.8831
0.0178223 13.7826 13.4287	0 171.558 19.5658
0.0180664 14.0076 13.4009	0 239.129 20.1234
0.0183105 13.7317 13.3887	0 265.177 20.5177
0.0185547 12.2898 13.3986	0 168.391 20.7239
0.0187988 13.4505 13.4353	0 292.054 20.7539
0.019043 9.78767 13.501	0 105.083 20.6729
0.0192871 13.1643 13.5954	0 128.395 20.6013
0.0195312 15.4852 13.7159	0 253.62 20.6939
0.0197754 11.4665 13.8578	0 96.6532 21.103
0.0200195 13.6355 14.0158	0 144.784 21.934
0.0202637 18.109 14.1848	0 374.667 23.211
0.0205078 13.6669 14.3605	0 178.544 24.8636
0.020752 15.9431 14.5396	0 239.446 26.7408
0.0209961 13.5509 14.7202	0 203.997 28.6463
0.0212402 14.2793 14.901	0 188.268 30.3814
0.0214844 11.6239 15.0808	0 150.901 31.7811
0.0217285 16.6549 15.2582	0 345.217 32.735
0.0219727 16.4224 15.4315	0 368 33.1896
0.0222168 15.7593 15.5987	0 206.063 33.1409
0.0224609 18.604 15.7581	0 316.451 32.6244
0.0227051 14.8337 15.9085	0 295.711 31.7112
0.0229492 15.3222 16.0493	0 265.993 30.509
0.0231934 16.4567 16.1806	0 377.758 29.1644
0.0234375 17.569 16.303	0 336.518 27.8538
0.0236816 14.1946 16.4176	0 209.901 26.757
0.0239258 17.0731 16.5254	0 344.369 26.0149
0.0241699 15.405 16.6276	0 225.852 25.6851
0.0244141 19.0777 16.7264	0 317.559 25.7144
0.0246582 16.8078 16.8246	0 344.097 25.9468
0.0249023 16.2994 16.9264	0 279.464 26.1684
0.0251465 20.037 17.0372	0 589.498 26.1774
0.0253906 15.155 17.1632	0 156.611 25.8539
0.0256348 16.0134 17.3108	0 241.289 25.2014
0.0258789 17.7007 17.4855	0 336.79 24.3472
0.026123 14.7962 17.6915	0 185.36 23.4969
0.0263672 17.0021 17.9308	0 303.876 22.8623
0.0266113 18.1277 18.2037	0 297.398 22.5887
0.0268555 18.3041 18.509	0 352.604 22.7092
0.0270996 19.1345 18.8446	0 518.607 23.1459
0.0273438 20.1107 19.2084	0 471.984 23.7567
0.0275879 21.1756 19.5982	0 496.26 24.4063
0.027832 20.5159 20.0117	0 427.984 25.0304
0.0280762 17.099 20.446	0 249.86 25.6637
0.0283203 16.9732 20.897	0 331.451 26.4239
0.0285645 24.1031 21.359	0 654.673 27.4608
0.0288086 18.204 21.825	0 344.292 28.8951
0.0290527 24.0176 22.2871	0 770.974 30.771
0.0292969 27.5556 22.7383	0 744.859 33.0349
0.029541 23.8962 23.1733	0 484.644 35.5466
0.0297852 22.594 23.59	0 516.019 38.1173
0.0300293 24.9134 23.99	0 952.535 40.5689
0.0302734 23.8831 24.3787	0 655.18 42.7934
0.0305176 24.1124 24.7647	0 691.308 44.7902
0.0307617 26.7938 25.1588	0 868.603 46.6614
0.0310059 24.5529 25.5732	0 568.906 48.5605
0.03125 20.7857 26.02	0 474.992 50.6182
0.0314941 30.7661 26.5114	0 822.921 52.882
0.0317383 23.626 27.0587	0 480.152 55.3029
0.0319824 28.7839 27.6726	0 1073.31 57.7798
