0 0 1.7151	0 0 0.304534
0.000244141 3.20458 2.06943	0 11.7699 0.405995
0.000488281 2.83797 2.44595	0 7.91348 0.526704
0.000732422 3.28628 2.83819	0 11.2458 0.66902
0.000976562 3.5006 3.24051	0 9.18654 0.835827
0.0012207 4.17788 3.64865	0 11.1878 1.03008
0.00146484 3.85058 4.05997	0 17.7263 1.2544
0.00170898 4.06125 4.47331	0 14.8073 1.51089
0.00195312 4.72883 4.88872	0 21.2087 1.80111
0.00219727 4.34662 5.30713	0 19.3836 2.12602
0.00244141 5.64544 5.72997	0 20.6609 2.48594
0.00268555 6.65579 6.15898	0 37.1607 2.88028
0.00292969 7.90798 6.59606	0 66.9134 3.30731
0.00317383 6.13083 7.04315	0 29.3884 3.76386
0.00341797 7.35242 7.50212	0 52.2946 4.24519
0.00366211 7.84741 7.97456	0 49.0365 4.74512
0.00390625 7.90769 8.46158	0 42.1732 5.25717
0.00415039 7.40714 8.96361	0 59.2676 5.77736
0.00439453 9.15256 9.48027	0 71.603 6.30902
0.00463867 11.3565 10.0103	0 132.093 6.86893
0.00488281 9.66605 10.5514	0 91.8711 7.49258
0.00512695 11.6748 11.1008	0 117.008 8.23475
0.00537109 11.8272 11.6544	0 140.879 9.16149
0.00561523 13.6 12.2074	0 130.573 10.3323
0.00585938 10.4294 12.7538	0 92.1124 11.7759
0.00610352 11.6094 13.2867	0 108.227 13.4686
0.00634766 15.8427 13.7982	0 236.144 15.3247
0.0065918 14.834 14.28	0 260.653 17.2066
0.00683594 15.9997 14.7241	0 195.589 18.9554
0.00708008 15.3688 15.1237	0 230.799 20.4346
0.00732422 17.779 15.4734	0 423.054 21.5733
0.00756836 16.1324 15.7705	0 218.294 22.3948
0.0078125 17.3671 16.0145	0 302.113 23.0173
0.00805664 16.7262 16.2076	0 290.738 23.6223
0.00830078 15.6429 16.3537	0 240.489 24.3949
0.00854492 17.8171 16.4579	0 353.068 25.4564
0.00878906 17.1149 16.5256	0 341.008 26.812
0.0090332 16.0486 16.5623	0 200.887 28.3356
0.00927734 15.9916 16.5724	0 181.169 29.7992
0.00952148 16.5467 16.5595	0 305.414 30.9372
0.00976562 18.8691 16.526	0 382.847 31.5189
0.0100098 16.2324 16.4736	0 295.029 31.4064
0.0102539 15.2458 16.4032	0 178.289 30.579
0.010498 16.8931 16.3157	0 354.713 29.1249
0.0107422 16.761 16.2119	0 378.075 27.211
0.0109863 16.784 16.093	0 426.355 25.0445
0.0112305 15.239 15.9609	0 216.839 22.8364
0.0114746 17.0676 15.8184	0 428.351 20.7704
0.0117188 14.8211 15.669	0 222.771 18.9788
0.0119629 16.8708 15.517	0 240.704 17.5269
0.012207 15.0746 15.3672	0 200.489 16.4109
0.0124512 13.9612 15.2248	0 145.148 15.5728
0.0126953 14.5464 15.095	0 250.842 14.9289
0.0129395 15.0939 14.9827	0 200.943 14.404
0.0131836 14.0506 14.8921	0 231.645 13.9565
0.0134277 15.398 14.8263	0 187.351 13.5857
0.0136719 15.3891 14.7871	0 174.545 13.3213
0.013916 14.2635 14.774	0 175.748 13.1994
0.0141602 11.7112 14.7846	0 98.7979 13.2388
0.0144043 14.0883 14.814	0 132.765 13.4271
0.0146484 16.1226 14.8552	0 238.587 13.7202
0.0148926 13.5663 14.9001	0 184.192 14.0544
0.0151367 15.463 14.9405	0 207.115 14.3647
0.0153809 15.808 14.9694	0 299.812 14.6001
0.015625 18.4469 14.9822	0 289.767 14.7338
0.0158691 15.3679 14.978	0 309.524 14.7644
0.0161133 14.279 14.9596	0 205.501 14.7142
0.0163574 14.113 14.9333	0 245.09 14.6243
0.0166016 16.9042 14.9082	0 260.278 14.5505
0.0168457 12.9246 14.8944	0 156.887 14.5566
0.0170898 13.6187 14.9016	0 178.152 14.7048
0.017334 15.9455 14.938	0 261.952 15.0427
0.0175781 12.1908 15.0087	0 111.163 15.5917
0.0178223 12.8596 15.1158	0 146.228 16.3393
0.0180664 15.0966 15.2585	0 227.782 17.2385
0.0183105 16.5089 15.4336	0 268.231 18.2167
0.0185547 17.1583 15.6361	0 267.294 19.1906
0.0187988 16.3059 15.8605	0 226.06 20.0826
0.019043 14.7027 16.1007	0 257.449 20.8355
0.0192871 14.5746 16.3507	0 189.89 21.4187
0.0195312 18.085 16.6043	0 312.209 21.8262
0.0197754 16.5706 16.8549	0 265.124 22.0683
0.0200195 15.3843 17.0954	0 302.909 22.1603
0.0202637 19.6324 17.3181	0 263.325 22.1139
0.0205078 17.5694 17.5157	0 356.454 21.9348
