0 0 2.52919	0 0 0.717639
0.000244141 4.39975 3.01955	0 21.7975 0.936371
0.000488281 5.02853 3.525	0 25.5233 1.17899
0.000732422 5.26193 4.03303	0 25.5767 1.44484
0.000976562 5.35213 4.53351	0 24.9249 1.73859
0.0012207 6.32199 5.0199	0 30.9804 2.07109
0.00146484 5.70764 5.48973	0 31.6593 2.4588
0.00170898 6.08858 5.94429	0 48.5975 2.92158
0.00195312 5.81927 6.38775	0 34.4115 3.47915
0.00219727 6.3286 6.82585	0 43.6734 4.14614
0.00244141 6.70344 7.2646	0 59.4248 4.92658
0.00268555 7.10774 7.70912	0 58.1995 5.80916
0.00292969 7.69608 8.16297	0 76.7789 6.76552
0.00317383 9.0657 8.62778	0 69.0723 7.75368
0.00341797 9.48698 9.10323	0 124.502 8.72731
0.00366211 8.83175 9.58728	0 65.3114 9.64925
0.00390625 11.0752 10.0764	0 102.369 10.505
0.00415039 9.49085 10.566	0 88.96 11.3107
0.00439453 10.8911 11.0503	0 147.042 12.1102
0.00463867 11.555 11.5231	0 146.744 12.9607
0.00488281 12.3022 11.9779	0 141.71 13.9096
0.00512695 14.0189 12.4085	0 200.694 14.9712
0.00537109 11.0456 12.8095	0 117.305 16.1129
0.00561523 16.5472 13.1771	0 272.586 17.2591
0.00585938 13.7281 13.5093	0 243.634 18.313
0.00610352 13.405 13.8066	0 145.54 19.1891
0.00634766 16.3199 14.0713	0 316.051 19.8434
0.0065918 14.5335 14.3077	0 192.321 20.2896
0.00683594 14.0082 14.5211	0 214.278 20.5924
0.00708008 13.366 14.7168	0 136.923 20.8423
0.00732422 15.8714 14.8997	0 192.912 21.1224
0.00756836 14.8474 15.0737	0 273.76 21.4811
0.0078125 15.1633 15.2409	0 212.406 21.9214
0.00805664 13.8218 15.4026	0 153.907 22.4108
0.00830078 16.0692 15.5588	0 262.79 22.9048
0.00854492 18.5237 15.709	0 371.276 23.3743
0.00878906 15.6656 15.8528	0 260.195 23.8227
0.0090332 15.754 15.9897	0 224.508 24.2883
0.00927734 15.6445 16.1195	0 292.045 24.831
0.00952148 16.1228 16.242	0 257.872 25.5131
0.00976562 15.1665 16.357	0 223.045 26.3819
0.0100098 16.7318 16.464	0 274.59 27.4614
0.0102539 17.4468 16.5622	0 315.553 28.7513
0.010498 18.3401 16.6509	0 450.34 30.2257
0.0107422 16.3556 16.7292	0 299.144 31.8293
0.0109863 16.3148 16.797	0 330.534 33.4736
0.0112305 16.2473 16.8547	0 288.029 35.0443
0.0114746 16.0213 16.9035	0 582.502 36.4257
0.0117188 20.2177 16.9457	0 475.961 37.5381
0.0119629 16.7494 16.9839	0 235.736 38.3668
0.012207 17.7838 17.0215	0 251.432 38.9665
0.0124512 14.4689 17.0616	0 211.371 39.4344
0.0126953 15.8188 17.1068	0 266.983 39.8651
0.0129395 17.9994 17.1592	0 478.904 40.3126
0.0131836 18.2971 17.2194	0 265.841 40.777
0.0134277 16.4279 17.287	0 242.654 41.2187
0.0136719 17.5344 17.3604	0 426.13 41.5884
0.013916 17.1207 17.4366	0 265.789 41.8537
0.0141602 18.0952 17.5118	0 271.775 42.0102
0.0144043 15.6282 17.5812	0 309.387 42.0747
0.0146484 19.7734 17.6399	0 448.924 42.0683
0.0148926 17.4249 17.6829	0 381.441 41.9973
0.0151367 17.9658 17.7062	0 302.045 41.8418
0.0153809 18.099 17.7069	0 377.667 41.5541
0.015625 17.5527 17.6845	0 363.538 41.0675
0.0158691 20.5162 17.641	0 413.619 40.3149
0.0161133 17.1757 17.5811	0 311.162 39.2535
0.0163574 17.73 17.5122	0 309.655 37.8872
0.0166016 17.8152 17.4435	0 393.023 36.2793
0.0168457 16.8271 17.3853	0 275.037 34.5452
0.0170898 16.1732 17.3473	0 263.688 32.8285
0.017334 15.5048 17.3375	0 265.455 31.2683
0.0175781 16.0183 17.3613	0 243.658 29.973
0.0178223 17.4877 17.4202	0 226.529 29.0071
0.0180664 18.5816 17.5119	0 372.55 28.391
0.0183105 15.9839 17.6305	0 244.899 28.1032
0.0185547 15.715 17.7674	0 255.811 28.0786
0.0187988 19.4978 17.9126	0 373.826 28.2083
0.019043 16.9207 18.0564	0 443.688 28.3511
0.0192871 20.035 18.1908	0 433.443 28.3636
0.0195312 20.8902 18.3112	0 384.368 28.1445
0.0197754 18.9979 18.4172	0 357.087 27.6746
0.0200195 18.7158 18.513	0 281.661 27.0353
0.0202637 19.5682 18.6063	0 396.517 26.3975
0.0205078 16.1075 18.7077	0 234.747 25.9874
0.020752 19.0943 18.8284	0 381.619 26.0412
0.0209961 16.8008 18.9789	0 336.973 26.7584
0.0212402 19.1424 19.1667	0 291.404 28.2571
0.0214844 18.0994 19.3958	0 353.228 30.535
0.0217285 18.4745 19.6659	0 300.115 33.447
0.0219727 17.9508 19.9729	0 382.794 36.7137
0.0222168 19.1044 20.31	0 347.586 39.9749
0.0224609 25.6287 20.6687	0 941.181 42.8801
0.0227051 20.435 21.0404	0 453.864 45.185
0.0229492 20.8768 21.4176	0 416.129 46.8133
