0 0 3.03116	0 0 1.14628
0.000244141 5.77388 3.6234	0 20.2928 1.54433
0.000488281 5.83733 4.23751	0 31.9536 1.98403
0.000732422 6.06293 4.85888	0 23.6946 2.44381
0.000976562 6.7418 5.47498	0 66.222 2.90496
0.0012207 5.47793 6.07653	0 41.3082 3.35711
0.00146484 7.93907 6.65806	0 67.8527 3.80013
0.00170898 7.14411 7.21763	0 40.7141 4.24134
0.00195312 7.66399 7.75617	0 44.8177 4.69012
0.00219727 8.49403 8.27645	0 63.1067 5.15424
0.00244141 7.50869 8.78207	0 65.205 5.64187
0.00268555 9.81857 9.27668	0 83.3883 6.16992
0.00292969 9.96027 9.76352	0 115.598 6.77404
0.00317383 11.1998 10.2452	0 158.426 7.51196
0.00341797 10.0269 10.7236	0 121.497 8.45343
0.00366211 11.8801 11.2	0 225.824 9.65659
0.00390625 11.2807 11.6752	0 114.799 11.1398
0.00415039 12.5496 12.1489	0 154.048 12.8624
0.00439453 11.8627 12.6202	0 138.274 14.7262
0.00463867 11.8843 13.087	0 127.896 16.5989
0.00488281 13.6838 13.5465	0 161.466 18.348
0.00512695 16.018 13.9946	0 492.039 19.8727
0.00537109 14.2821 14.4273	0 228.373 21.1186
0.00561523 14.5973 14.8399	0 245.771 22.0768
0.00585938 15.6018 15.2284	0 207.742 22.773
0.00610352 16.2966 15.5895	0 322.785 23.257
0.00634766 18.2642 15.9208	0 420.856 23.5961
0.0065918 15.2924 16.2212	0 262.933 23.8671
0.00683594 14.8993 16.4907	0 171.438 24.1437
0.00708008 18.4373 16.7301	0 235.787 24.4789
0.00732422 18.5656 16.9412	0 380.781 24.8914
0.00756836 18.0042 17.1263	0 464.869 25.3672
0.0078125 16.5208 17.2879	0 307.201 25.8776
0.00805664 16.7037 17.4285	0 279.839 26.4061
0.00830078 17.0898 17.5501	0 271.461 26.968
0.00854492 18.6346 17.6549	0 310.025 27.6113
0.00878906 18.1397 17.7442	0 318.561 28.3944
0.0090332 19.0231 17.8193	0 280.155 29.3523
0.00927734 16.7254 17.8809	0 259.168 30.4674
0.00952148 18.159 17.9294	0 266.448 31.6602
0.00976562 19.9418 17.9652	0 554.323 32.8061
0.0100098 16.6393 17.9879	0 232.14 33.7686
0.0102539 17.2413 17.9974	0 293.951 34.4332
0.010498 17.4126 17.9937	0 245.611 34.7288
0.0107422 18.8595 17.9773	0 292.382 34.6318
0.0109863 18.6711 17.9498	0 374.424 34.1605
0.0112305 19.7684 17.9138	0 524.704 33.3681
0.0114746 19.3141 17.873	0 423.03 32.3393
0.0117188 17.4407 17.8314	0 237.284 31.1897
0.0119629 14.5312 17.7927	0 265.461 30.0602
0.012207 17.7246 17.7593	0 383.994 29.1041
0.0124512 16.922 17.7315	0 282.811 28.4637
0.0126953 16.9837 17.7076	0 286.316 28.2414
0.0129395 17.4722 17.6838	0 296.922 28.4727
0.0131836 18.9705 17.6557	0 378.601 29.1121
0.0134277 18.4059 17.6194	0 254.311 30.0363
0.0136719 19.3826 17.5723	0 346.616 31.0696
0.013916 17.6901 17.5146	0 357.43 32.0239
0.0141602 19.2535 17.4492	0 460.969 32.7424
0.0144043 16.2752 17.3814	0 226.904 33.1355
0.0146484 16.3396 17.3178	0 294.46 33.1983
0.0148926 13.2292 17.2655	0 233.929 33.0072
0.0151367 19.4192 17.2306	0 435.053 32.6977
0.0153809 16.4324 17.2174	0 301.233 32.4282
0.015625 18.4031 17.2282	0 367.909 32.3403
0.0158691 16.507 17.2633	0 277.813 32.523
0.0161133 15.5173 17.321	0 328.079 32.9893
0.0163574 17.0296 17.3987	0 299.993 33.6722
0.0166016 17.8416 17.493	0 290.495 34.4418
0.0168457 19.6585 17.6007	0 491.926 35.1416
0.0170898 16.792 17.7186	0 360.977 35.6353
0.017334 16.0225 17.8447	0 331.204 35.8523
0.0175781 17.9321 17.9775	0 264.154 35.816
0.0178223 21.0034 18.1165	0 720.416 35.6457
0.0180664 16.6388 18.2617	0 251.636 35.5262
0.0183105 17.1579 18.4138	0 348.308 35.6521
0.0185547 20.1915 18.5733	0 491.592 36.1645
0.0187988 19.0314 18.741	0 339.897 37.1033
0.019043 18.0612 18.9173	0 391.455 38.3935
0.0192871 15.7968 19.1027	0 271.666 39.8718
0.0195312 21.4983 19.2978	0 605.781 41.3438
0.0197754 19.8266 19.5035	0 488.694 42.6513
0.0200195 17.8381 19.7217	0 351.419 43.7254
0.0202637 24.1301 19.9546	0 701.121 44.6079
0.0205078 19.568 20.2045	0 720.268 45.4333
0.020752 20.2759 20.4726	0 447.085 46.3794
0.0209961 18.4392 20.7584	0 283.283 47.5998
0.0212402 17.8986 21.0581	0 289.977 49.1628
0.0214844 21.1235 21.3646	0 597.23 51.015
0.0217285 20.2393 21.6675	0 417.735 52.9827
0.0219727 23.3692 21.9547	0 683.84 54.8112
0.0222168 26.4617 22.214	0 780.475 56.2312
0.0224609 23.461 22.4354	0 770.686 57.0327
0.0227051 25.4297 22.6132	0 784.982 57.1221
0.0229492 21.8251 22.7468	0 535.227 56.5439
0.0231934 21.8165 22.8416	0 327.136 55.4578
0.0234375 27.4405 22.9076	0 714.375 54.0848
0.0236816 21.4876 22.9586	0 498.599 52.6448
0.0239258 20.6329 23.0095	0 517.677 51.3152
0.0241699 23.0919 23.0752	0 598.599 50.2254
0.0244141 20.711 23.1688	0 354.517 49.4788
0.0246582 21.8345 23.3008	0 362.117 49.181
0.0249023 23.5082 23.4791	0 529.916 49.4461
0.0251465 24.2571 23.7094	0 433.075 50.3716
0.0253906 25.0115 23.9955	0 718.142 51.9903
0.0256348 22.9236 24.3395	0 608.479 54.2262
0.0258789 23.5372 24.742	0 834.557 56.8834
0.026123 23.8185 25.2017	0 497.669 59.6819
0.0263672 25.1168 25.7145	0 647.314 62.3328
