0 0 1.72891	0 0 0.279546
0.000244141 3.59132 2.05767	0 11.8471 0.361152
0.000488281 3.45699 2.39723	0 9.57916 0.449024
0.000732422 3.39627 2.7408	0 10.7778 0.54248
0.000976562 3.73633 3.08359	0 18.5722 0.64389
0.0012207 3.61412 3.42334	0 12.6981 0.759187
0.00146484 4.15076 3.76037	0 21.1303 0.897206
0.00170898 3.79205 4.09718	0 13.8868 1.06787
0.00195312 3.84153 4.43758	0 11.238 1.27973
0.00219727 3.85869 4.78582	0 17.774 1.53754
0.00244141 4.43203 5.14578	0 17.1781 1.84056
0.00268555 5.35094 5.52043	0 22.5241 2.18204
0.00292969 6.23117 5.91165	0 36.9393 2.55011
0.00317383 6.28903 6.32035	0 47.509 2.92996
0.00341797 5.87787 6.74668	0 29.7216 3.30702
0.00366211 8.25974 7.19035	0 74.3625 3.67024
0.00390625 7.41463 7.65077	0 100.831 4.01475
0.00415039 7.55307 8.12702	0 51.9581 4.34305
0.00439453 8.00047 8.61778	0 51.3386 4.6651
0.00463867 8.93682 9.12113	0 96.9443 4.99787
0.00488281 8.5894 9.63445	0 47.7586 5.36494
0.00512695 9.23341 10.1545	0 82.0659 5.79541
0.00537109 13.2582 10.6774	0 158.946 6.3205
0.00561523 10.846 11.1996	0 107.438 6.96695
0.00585938 12.6495 11.7175	0 112.857 7.74865
0.00610352 10.7417 12.2288	0 125.504 8.66057
0.00634766 12.3832 12.7321	0 130.128 9.67923
0.0065918 15.1327 13.2274	0 206.896 10.7707
0.00683594 14.0982 13.7158	0 205.568 11.903
0.00708008 13.4214 14.1991	0 137.014 13.0566
0.00732422 15.8826 14.6794	0 273.168 14.2283
0.00756836 14.429 15.1579	0 211.78 15.4286
0.0078125 15.2219 15.6345	0 330.676 16.6751
0.00805664 14.0958 16.1071	0 247.47 17.9857
0.00830078 16.3333 16.5714	0 185.6 19.376
0.00854492 17.642 17.0212	0 287.186 20.8596
0.00878906 19.8494 17.4487	0 392.022 22.4511
0.0090332 19.3697 17.8456	0 488.871 24.1672
0.00927734 16.5924 18.204	0 252.964 26.0245
0.00952148 18.1322 18.517	0 242.586 28.0302
0.00976562 21.5765 18.7799	0 476.298 30.1668
0.0100098 20.4502 18.9902	0 552.632 32.3739
0.0102539 21.552 19.1476	0 404.267 34.5361
0.010498 19.2167 19.2534	0 291.342 36.485
0.0107422 17.454 19.3104	0 296.454 38.0224
0.0109863 18.7532 19.3215	0 581.314 38.9617
0.0112305 22.6093 19.29	0 532.163 39.1759
0.0114746 17.5969 19.2194	0 385.33 38.6345
0.0117188 19.4316 19.1132	0 482.481 37.4123
0.0119629 21.3052 18.976	0 580.98 35.6676
0.012207 18.6841 18.8141	0 417.996 33.5979
0.0124512 18.2208 18.6351	0 258.35 31.3932
0.0126953 20.301 18.4489	0 461.534 29.2036
0.0129395 20.383 18.266	0 358.86 27.1319
0.0131836 15.1756 18.0969	0 243.563 25.2462
0.0134277 15.9858 17.9503	0 244.987 23.6003
0.0136719 16.3782 17.832	0 414.97 22.2488
0.013916 16.3891 17.7437	0 219.603 21.2464
0.0141602 16.6713 17.683	0 206.372 20.6347
0.0144043 17.1991 17.644	0 249.364 20.4243
0.0146484 18.2037 17.6189	0 331.987 20.5834
0.0148926 20.3957 17.5996	0 409.583 21.0383
0.0151367 18.2226 17.5797	0 289.701 21.6856
0.0153809 17.9678 17.5559	0 345.539 22.4085
0.015625 17.591 17.5285	0 294.858 23.0924
0.0158691 18.3944 17.5018	0 362.554 23.6392
0.0161133 14.7192 17.4828	0 157.973 23.9827
0.0163574 17.3313 17.4799	0 337.976 24.1068
0.0166016 17.4625 17.5018	0 271.411 24.0609
0.0168457 18.2101 17.5555	0 271.111 23.9608
0.0170898 15.8077 17.6454	0 230.039 23.9692
0.017334 16.7933 17.7724	0 285.275 24.2538
0.0175781 15.53 17.9339	0 197.758 24.9393
0.0178223 17.708 18.1243	0 279.474 26.07
0.0180664 18.5268 18.3357	0 292.486 27.5997
0.0183105 19.6711 18.5592	0 474.934 29.4113
0.0185547 19.544 18.7861	0 293.747 31.3545
0.0187988 21.6175 19.0089	0 486.182 33.2856
0.019043 17.9161 19.222	0 300.688 35.091
0.0192871 19.3151 19.422	0 421.502 36.6893
0.0195312 18.2953 19.6072	0 295.716 38.017
0.0197754 19.743 19.7773	0 392.825 39.0124
0.0200195 22.4493 19.9329	0 774.494 39.6098
0.0202637 21.719 20.0747	0 686.159 39.7486
0.0205078 17.8986 20.2031	0 276.214 39.394
0.020752 18.9418 20.3189	0 403.346 38.5576
0.0209961 18.743 20.4228	0 464.109 37.3069
0.0212402 22.9091 20.5161	0 390.355 35.7597
0.0214844 24.24 20.6015	0 529.055 34.0626
0.0217285 21.6597 20.6822	0 464.205 32.3618
0.0219727 18.7134 20.7626	0 308.727 30.7769
0.0222168 19.5206 20.8467	0 382.931 29.3876
0.0224609 20.5203 20.9375	0 369.803 28.2352
0.0227051 19.3057 21.0361	0 323.869 27.3341
0.0229492 22.3622 21.1411	0 401.294 26.6856
0.0231934 20.0413 21.2487	0 387.782 26.2847
0.0234375 19.3427 21.3538	0 360.844 26.1213
0.0236816 23.4062 21.4511	0 399.962 26.1785
0.0239258 25.873 21.5372	0 811.569 26.4337
0.0241699 19.7822 21.6119	0 433.046 26.859
0.0244141 24.0421 21.6793	0 558.222 27.4195
0.0246582 21.7072 21.7477	0 487.039 28.0707
0.0249023 22.1583 21.8285	0 398.962 28.7623
0.0251465 21.4519 21.9351	0 453.57 29.4538
0.0253906 17.1328 22.08	0 305.373 30.1399
0.0256348 20.8482 22.2733	0 502.109 30.8706
0.0258789 21.6169 22.5212	0 434.072 31.751
0.026123 23.3329 22.8249	0 439.78 32.9119
0.0263672 22.255 23.1815	0 486.717 34.4622
0.0266113 22.6755 23.5841	0 676.805 36.4408
0.0268555 22.9267 24.024	0 465.979 38.7887
0.0270996 24.5654 24.4921	0 519.819 41.3531
0.0273438 27.0967 24.9798	0 724.948 43.9265
0.0275879 27.2017 25.4804	0 747.778 46.3093
0.027832 25.3865 25.9892	0 600.773 48.378
0.0280762 25.4836 26.5031	0 655.341 50.1343
0.0283203 24.2729 27.0203	0 563.854 51.7081
0.0285645 27.8088 27.5394	0 939.2 53.309
0.0288086 30.0036 28.0592	0 693.12 55.1388
0.0290527 28.8051 28.5783	0 1013.16 57.3032
0.0292969 28.5179 29.0951	0 742.413 59.7638
0.029541 29.3849 29.6084	0 765.179 62.3534
0.0297852 29.7219 30.1177	0 1303.93 64.8451
0.0300293 31.9556 30.6234	0 912.75 67.0397
0.0302734 32.6477 31.127	0 1019.11 68.8292
0.0305176 31.2721 31.6306	0 769.794 70.2144
0.0307617 30.6865 32.1366	0 1007.13 71.2787
0.0310059 34.0573 32.6475	0 1202.44 72.1427
0.03125 29.6893 33.1651	0 673.399 72.9203
0.0314941 31.6191 33.6913	0 1239.06 73.6902
0.0317383 36.6808 34.2277	0 1471.37 74.4822
0.0319824 38.5691 34.7768	0 991.088 75.2822
0.0322266 31.4139 35.3425	0 732.931 76.0589
0.0324707 40.0586 35.9304	0 1960.35 76.8159
0.0327148 32.3601 36.5475	0 1417.21 77.6537
0.032959 40.9054 37.202	0 1193.46 78.8064
0.0332031 32.9247 37.9015	0 1371.15 80.6213
0.0334473 35.3388 38.6527	0 979.925 83.4745
0.0336914 41.7171 39.4595	0 1492.22 87.6592
0.0339355 38.5403 40.3226	0 1189.02 93.3055
0.0341797 38.8159 41.2395	0 1324.66 100.372
0.0344238 44.2453 42.205	0 1896.55 108.702
0.034668 42.8416 43.2119	0 1345.31 118.098
0.0349121 40.239 44.2528	0 1809.23 128.365
0.0351562 47.8411 45.3209	0 1781.24 139.288
0.0354004 47.8435 46.4119	0 2171.9 150.579
0.0356445 49.8615 47.5242	0 3164.19 161.824
0.0358887 47.5677 48.6595	0 1658.71 172.468
0.0361328 44.2339 49.8233	0 1829.62 181.872
0.036377 52.881 51.024	0 2338.65 189.441
0.0366211 51.2479 52.272	0 2736.6 194.815
0.0368652 55.2482 53.579	0 3574.81 198.067
0.0371094 56.2591 54.9559	0 3575.37 199.851
0.0373535 55.7241 56.4116	0 3795.65 201.387
0.0375977 49.4686 57.9515	0 2059.66 204.246
0.0378418 53.9129 59.5762	0 3232.03 209.929
0.0380859 68.5856 61.2818	0 3639.9 219.373
0.0383301 54.1436 63.0608	0 3653.59 232.556
0.0385742 73.4664 64.9034	0 5751.05 248.42
0.0388184 60.2012 66.8009	0 5074.47 265.198
0.0390625 74.3957 68.7477	0 4883.78 281.101
0.0393066 67.9141 70.744	0 4658.78 295.111
0.0395508 72.7434 72.7967	0 4302.94 307.575
0.0397949 75.7504 74.9193	0 5916.2 320.29
0.0400391 80.6705 77.1304	0 6077.21 336.02
0.0402832 77.6412 79.4502	0 4049.11 357.578
0.0405273 71.3179 81.898	0 3452.26 386.815
0.0407715 83.3675 84.4885	0 6985.59 423.926
0.0410156 75.943 87.2301	0 6104.53 467.316
0.0412598 92.3214 90.124	0 6934.62 514.102
0.0415039 99.6079 93.164	0 10637.5 561.021
0.041748 87.4844 96.3377	0 7867.13 605.398
0.0419922 99.9346 99.6268	0 12925.7 645.796
0.0422363 109.931 103.007	0 9882.63 682.132
0.0424805 114.62 106.446	0 14153.5 715.293
0.0427246 97.397 109.906	0 7016.08 746.544
0.0429688 86.1472 113.34	0 7111.11 777.039
0.0432129 129.441 116.691	0 19041.2 807.623
0.043457 132.751 119.902	0 16744.7 838.827
0.0437012 138.296 122.913	0 19177.5 870.818
0.0439453 121.084 125.67	0 13979.2 903.22
0.0441895 129.953 128.13	0 17448.6 935.01
0.0444336 151.34 130.262	0 25756.2 964.864
0.0446777 121.768 132.051	0 18877 992.088
0.0449219 145.687 133.494	0 26737.7 1017.7
0.045166 138.512 134.596	0 24353.2 1044.86
0.0454102 146.501 135.366	0 12009.7 1077.9
0.0456543 124.215 135.81	0 18338.2 1120.07
0.0458984 120.544 135.929	0 12898.5 1170.97
0.0461426 172.513 135.712	0 22604.8 1225.04
0.0463867 131.389 135.143	0 21693.8 1272.33
0.0466309 137.311 134.201	0 18182.9 1301.3
0.046875 128.251 132.866	0 24230.6 1302.76
0.0471191 131.781 131.124	0 19680.6 1273.01
0.0473633 157.689 128.977	0 22694.4 1215.01
0.0476074 140.739 126.443	0 16040.4 1137
0.0478516 118.343 123.558	0 11819 1049.47
0.0480957 130.471 120.375	0 15343.5 961.821
0.0483398 111.793 116.958	0 11458.7 880.034
0.048584 113.975 113.375	0 13285.4 806.15
0.0488281 93.0917 109.692	0 8747.8 739.389
0.0490723 115.538 105.965	0 17043 678.005
0.0493164 97.7189 102.236	0 9315.77 620.854
0.0495605 100.541 98.5341	0 8890.22 567.999
0.0498047 94.499 94.8733	0 11673.6 520.323
0.0500488 94.8654 91.257	0 10616 478.633
0.050293 87.0469 87.6814	0 7659.09 442.883
0.0505371 71.8387 84.1395	0 8105.43 411.928
0.0507812 80.9435 80.6247	0 8166.7 383.849
0.0510254 88.9518 77.1346	0 10385.9 356.623
