0 0 1.48158	0 0 0.283915
0.000244141 2.96827 1.75762	0 10.3119 0.359749
0.000488281 3.40973 2.04008	0 12.4066 0.437776
0.000732422 3.03137 2.32237	0 9.73846 0.516656
0.000976562 3.1248 2.59946	0 12.0644 0.597531
0.0012207 2.69904 2.86842	0 6.22083 0.683646
0.00146484 3.33873 3.12854	0 12.4593 0.779124
0.00170898 2.91963 3.38115	0 5.17286 0.887641
0.00195312 3.63709 3.62915	0 14.1352 1.0119
0.00219727 3.83929 3.87643	0 16.5601 1.15427
0.00244141 4.2896 4.12733	0 21.9202 1.31832
0.00268555 4.35738 4.38615	0 17.6035 1.50997
0.00292969 4.17621 4.65692	0 17.9626 1.73731
0.00317383 4.34648 4.94325	0 15.0768 2.00833
0.00341797 5.02153 5.24831	0 17.7593 2.32712
0.00366211 5.23459 5.57499	0 21.4422 2.69012
0.00390625 6.1344 5.926	0 45.291 3.08454
0.00415039 6.10393 6.30402	0 41.0878 3.49071
0.00439453 5.68712 6.71175	0 32.7235 3.889
0.00463867 5.78519 7.15197	0 25.7221 4.26992
0.00488281 9.30652 7.62734	0 86.0285 4.64406
0.00512695 6.99851 8.14021	0 50.4937 5.0475
0.00537109 8.43475 8.69228	0 68.5363 5.53849
0.00561523 7.51412 9.2843	0 66.8593 6.18426
0.00585938 8.65291 9.9157	0 65.59 7.04092
0.00610352 11.2436 10.5845	0 95.6105 8.13377
0.00634766 10.2996 11.2872	0 124.315 9.44682
0.0065918 10.8429 12.0193	0 181.404 10.9282
0.00683594 14.1931 12.7753	0 229.203 12.5122
0.00708008 12.4412 13.5496	0 135.181 14.151
0.00732422 16.7441 14.3374	0 288.485 15.846
0.00756836 12.73 15.1352	0 177.704 17.6659
0.0078125 15.1697 15.9414	0 268.16 19.7421
0.00805664 17.4112 16.7565	0 337.856 22.2417
0.00830078 18.5702 17.583	0 473.616 25.3207
0.00854492 20.4348 18.4243	0 359.11 29.0733
0.00878906 19.097 19.2829	0 328.778 33.4911
0.0090332 19.0436 20.1581	0 420.093 38.4472
0.00927734 19.7052 21.0441	0 386.869 43.7093
0.00952148 16.3414 21.928	0 214.68 48.9784
0.00976562 24.0803 22.7892	0 911.607 53.9425
0.0100098 19.8862 23.6006	0 473.273 58.3312
0.0102539 28.3297 24.3309	0 724.285 61.9601
0.010498 30.0004 24.9482	0 954.507 64.7516
0.0107422 32.6838 25.4246	0 895.289 66.7273
0.0109863 28.3078 25.7397	0 815.498 67.972
0.0112305 29.2158 25.8833	0 719.512 68.5843
0.0114746 28.3979 25.8569	0 1142.5 68.6335
0.0117188 26.8939 25.6728	0 580.019 68.1408
0.0119629 26.9513 25.3524	0 774.161 67.088
0.012207 27.0319 24.9231	0 1432.82 65.4433
0.0124512 20.1947 24.4157	0 340.733 63.1883
0.0126953 24.6962 23.8619	0 613.928 60.339
0.0129395 23.3478 23.2916	0 623.424 56.9614
0.0131836 24.9414 22.7322	0 697.751 53.1885
0.0134277 20.617 22.2069	0 528.607 49.234
0.0136719 20.2218 21.7343	0 364.583 45.3896
0.013916 18.9923 21.3279	0 393.226 41.9927
0.0141602 19.0384 20.9957	0 285.044 39.364
0.0144043 18.3571 20.7398	0 388.648 37.7329
0.0146484 18.8877 20.5572	0 297.074 37.1803
0.0148926 22.264 20.4403	0 671.001 37.6217
0.0151367 16.3011 20.3786	0 304.758 38.8335
0.0153809 21.8018 20.3601	0 434.031 40.5145
0.015625 23.0429 20.3735	0 490.17 42.3578
0.0158691 20.8115 20.4093	0 411.061 44.1129
0.0161133 18.9659 20.4611	0 392.889 45.6232
0.0163574 19.5043 20.5257	0 485.691 46.8316
0.0166016 23.7327 20.6026	0 595.685 47.7609
0.0168457 19.2392 20.6932	0 608.56 48.4825
0.0170898 20.0351 20.7992	0 334.009 49.0891
0.017334 18.8421 20.9214	0 323.835 49.6761
0.0175781 20.6637 21.0591	0 485.688 50.3287
0.0178223 20.3854 21.2102	0 442.239 51.1
0.0180664 22.8959 21.3711	0 470.428 51.9796
0.0183105 20.4604 21.5384	0 477.289 52.8648
0.0185547 22.4557 21.7107	0 556.094 53.5626
0.0187988 22.4699 21.8891	0 1168.2 53.8381
0.019043 24.0626 22.0786	0 439.064 53.5017
0.0192871 24.7664 22.2875	0 651.865 52.4973
0.0195312 20.3193 22.5259	0 383.751 50.946
0.0197754 20.9787 22.8041	0 621.099 49.1216
0.0200195 20.4446 23.1291	0 508.565 47.3691
0.0202637 20.3988 23.5028	0 456.259 46.0064
0.0205078 21.6249 23.9201	0 441.096 45.2516
0.020752 23.9093 24.3686	0 512.976 45.1976
0.0209961 27.2156 24.8298	0 680.956 45.8279
0.0212402 23.0843 25.2815	0 400.427 47.0454
0.0214844 29.322 25.7014	0 1028.91 48.6955
0.0217285 25.2789 26.0702	0 594.643 50.575
0.0219727 34.2698 26.3743	0 1291.29 52.4427
0.0222168 30.8845 26.608	0 1146.94 54.0489
0.0224609 22.4362 26.7733	0 466.936 55.1914
0.0227051 27.6941 26.8788	0 631.133 55.7837
0.0229492 27.3325 26.938	0 970.982 55.9043
0.0231934 24.0385 26.9665	0 596.334 55.7951
0.0234375 30.8257 26.9799	0 1089.38 55.7973
