0 0 2.27639	0 0 0.73578
0.000244141 4.44113 2.72535	0 13.6728 1.0295
0.000488281 3.56528 3.19244	0 10.8364 1.37481
0.000732422 5.05067 3.66714	0 25.4834 1.75777
0.000976562 4.64636 4.14072	0 22.0702 2.15999
0.0012207 5.98436 4.60715	0 45.7789 2.56305
0.00146484 4.92237 5.06347	0 33.2097 2.95314
0.00170898 5.04962 5.50963	0 21.8353 3.32435
0.00195312 5.41579 5.94775	0 32.0467 3.67936
0.00219727 6.39801 6.38134	0 48.5679 4.02787
0.00244141 6.11509 6.8143	0 27.1256 4.38405
0.00268555 7.73585 7.25031	0 83.4974 4.76428
0.00292969 7.49454 7.69233	0 59.6405 5.18557
0.00317383 7.99741 8.14247	0 64.3041 5.66396
0.00341797 9.28037 8.6021	0 93.0508 6.2124
0.00366211 8.3903 9.07207	0 67.9275 6.83897
0.00390625 9.41305 9.55302	0 68.9663 7.5479
0.00415039 7.98484 10.0457	0 73.1734 8.34474
0.00439453 11.6365 10.5509	0 159.053 9.24455
0.00463867 12.4702 11.0701	0 189.328 10.2779
0.00488281 11.3679 11.6045	0 114.495 11.489
0.00512695 11.7866 12.1553	0 144.386 12.9233
0.00537109 11.8417 12.7229	0 94.3164 14.6085
0.00561523 12.3148 13.3066	0 140.227 16.537
0.00585938 13.2457 13.9042	0 132.366 18.659
0.00610352 13.6432 14.5117	0 195.509 20.8895
0.00634766 15.5829 15.1234	0 232.952 23.1264
0.0065918 16.5072 15.7327	0 200.015 25.2716
0.00683594 17.5665 16.3323	0 397.133 27.2505
0.00708008 16.1768 16.9151	0 238.01 29.0263
0.00732422 18.0881 17.4748	0 332.285 30.6069
0.00756836 20.4049 18.0062	0 544.976 32.0432
0.0078125 17.8401 18.5058	0 330.491 33.4133
0.00805664 17.9112 18.9716	0 267.013 34.7995
0.00830078 20.5845 19.4031	0 480.682 36.2647
0.00854492 20.693 19.8013	0 452.977 37.8423
0.00878906 19.657 20.1682	0 365.495 39.5412
0.0090332 24.3251 20.5066	0 824.506 41.3589
0.00927734 19.019 20.8194	0 258.233 43.2851
0.00952148 22.3812 21.1091	0 447.103 45.2892
0.00976562 18.3747 21.3772	0 304.357 47.3009
0.0100098 22.8161 21.6233	0 561.722 49.2031
0.0102539 21.0333 21.8451	0 612.041 50.8522
0.010498 23.5339 22.0384	0 566.047 52.1196
0.0107422 24.3354 22.1974	0 438.597 52.9363
0.0109863 19.3044 22.316	0 387.099 53.3145
0.0112305 24.1243 22.3886	0 553.904 53.3377
0.0114746 25.9188 22.4116	0 452.372 53.1264
0.0117188 22.6853 22.3845	0 734.71 52.7933
0.0119629 22.9132 22.3102	0 559.355 52.4055
0.012207 23.0835 22.1955	0 543.169 51.9645
0.0124512 22.7687 22.0503	0 573.398 51.4078
0.0126953 23.2015 21.8868	0 651.124 50.6345
0.0129395 19.7336 21.7176	0 319.615 49.5474
0.0131836 19.9918 21.5547	0 518.725 48.0975
0.0134277 20.4562 21.4077	0 327.175 46.3118
0.0136719 20.4691 21.2832	0 658.722 44.2917
0.013916 22.6655 21.1844	0 481.175 42.183
0.0141602 19.1978 21.1113	0 473.106 40.1327
0.0144043 19.154 21.0618	0 364.892 38.2542
0.0146484 22.1683 21.0328	0 540.493 36.617
0.0148926 21.6488 21.0211	0 562.422 35.2598
0.0151367 23.1722 21.0247	0 483.802 34.2141
0.0153809 21.3107 21.0421	0 424.402 33.5163
0.015625 19.7116 21.0732	0 370.81 33.1981
0.0158691 22.5268 21.1176	0 609.41 33.256
0.0161133 16.4977 21.1747	0 203.097 33.6214
0.0163574 17.748 21.2431	0 202.434 34.1544
0.0166016 22.9722 21.3206	0 589.52 34.6764
0.0168457 25.9794 21.4047	0 718.84 35.0333
0.0170898 23.7411 21.4937	0 621.31 35.1614
0.017334 18.8254 21.5876	0 331.829 35.1222
0.0175781 18.87 21.6884	0 482.824 35.0867
0.0178223 26.4017 21.8002	0 680.248 35.2726
0.0180664 21.9881 21.9285	0 463.129 35.8604
0.0183105 19.9494 22.0794	0 504.497 36.9238
0.0185547 18.7461 22.2579	0 548.132 38.4007
0.0187988 21.8298 22.4673	0 522.676 40.1137
0.019043 22.319 22.7084	0 439.045 41.8273
0.0192871 25.2798 22.9794	0 489.807 43.3209
0.0195312 20.6967 23.2762	0 416.542 44.453
0.0197754 23.1788 23.5928	0 476.954 45.1999
0.0200195 25.9338 23.9222	0 684.918 45.6594
0.0202637 26.4323 24.2566	0 594.327 46.0178
0.0205078 22.6982 24.5878	0 612.292 46.4881
0.020752 25.231 24.9071	0 691.753 47.2362
0.0209961 21.3143 25.2066	0 471.794 48.3207
0.0212402 25.0208 25.4791	0 635.73 49.6689
0.0214844 28.6803 25.7199	0 991.897 51.1029
0.0217285 29.3248 25.9275	0 720.196 52.4048
0.0219727 30.8598 26.1045	0 1086.35 53.3987
0.0222168 25.9266 26.2581	0 734.051 54.0151
0.0224609 25.1603 26.399	0 545.871 54.3138
0.0227051 23.8695 26.5406	0 567.974 54.4581
0.0229492 24.7616 26.6967	0 754.999 54.6561
0.0231934 25.3562 26.8796	0 857.725 55.0988
0.0234375 26.2081 27.0982	0 557.915 55.9181
0.0236816 31.3455 27.3571	0 816.551 57.171
0.0239258 23.9215 27.6564	0 721.833 58.8349
0.0241699 27.681 27.9921	0 648.513 60.8004
0.0244141 25.573 28.3574	0 400.147 62.8649
0.0246582 28.617 28.7444	0 1044.2 64.7494
0.0249023 31.7683 29.1456	0 1090.48 66.1634
0.0251465 29.5725 29.5552	0 1021.83 66.9071
0.0253906 34.4659 29.9699	0 1349.2 66.9719
0.0256348 27.6419 30.3891	0 831.728 66.5805
0.0258789 30.3253 30.8141	0 670.484 66.1376
0.026123 31.9718 31.2475	0 1167.02 66.1076
0.0263672 27.3145 31.6917	0 720.962 66.8775
0.0266113 30.1685 32.1481	0 886.074 68.666
0.0268555 38.0703 32.6171	0 1425.64 71.5084
0.0270996 29.4411 33.0973	0 895.74 75.3001
0.0273438 37.1486 33.5869	0 1017.35 79.8556
0.0275879 32.2368 34.0841	0 1037.08 84.947
0.027832 34.2691 34.5882	0 1265.88 90.3158
0.0280762 34.5718 35.1	0 1456.59 95.683
0.0283203 37.0907 35.6219	0 1800.47 100.783
0.0285645 37.1249 36.1578	0 1450.68 105.42
0.0288086 38.7534 36.7123	0 1598.99 109.518
0.0290527 32.1238 37.2897	0 1442.88 113.139
0.0292969 34.6973 37.8935	0 967.725 116.439
0.029541 39.8566 38.5258	0 1068.3 119.598
0.0297852 37.3412 39.1872	0 1290.05 122.757
0.0300293 44.9944 39.8774	0 2545.53 125.969
0.0302734 38.654 40.5953	0 1317.89 129.209
0.0305176 43.3478 41.3399	0 1945.68 132.386
0.0307617 35.637 42.1112	0 1562.81 135.381
0.0310059 43.7615 42.9099	0 1970.85 138.083
0.03125 47.0814 43.7381	0 3255.46 140.432
0.0314941 43.3478 44.5995	0 1789.49 142.452
0.0317383 45.5358 45.4989	0 2571.12 144.267
0.0319824 43.1598 46.443	0 1557.39 146.078
0.0322266 45.4944 47.4395	0 1718.84 148.137
0.0324707 53.6936 48.4972	0 3148.67 150.706
0.0327148 43.2445 49.625	0 1624.36 154.029
0.032959 52.7162 50.8311	0 1927.42 158.279
0.0332031 54.6171 52.1209	0 5306.8 163.473
0.0334473 46.9906 53.4954	0 3242.59 169.384
0.0336914 53.1629 54.95	0 3052.51 175.535
0.0339355 55.0312 56.4741	0 3406.46 181.36
0.0341797 47.2377 58.0513	0 2509.34 186.507
0.0344238 68.1997 59.6621	0 6418.04 191.164
0.034668 63.4791 61.2869	0 4102.13 196.193
0.0349121 66.7769 62.91	0 5777.07 202.923
0.0351562 62.1348 64.5234	0 3267.74 212.666
0.0354004 67.9807 66.1292	0 5109.86 226.182
0.0356445 72.1504 67.7396	0 4067.8 243.386
0.0358887 70.719 69.3764	0 3576.85 263.456
0.0361328 69.1529 71.0665	0 4322.91 285.239
0.036377 71.4131 72.8384	0 6180.08 307.683
0.0366211 59.8936 74.7172	0 2682.04 330.081
0.0368652 74.3388 76.7214	0 6073 352.077
0.0371094 75.8685 78.8612	0 4304.12 373.583
0.0373535 90.0648 81.1385	0 6304.37 394.795
0.0375977 79.2777 83.5484	0 4982.65 416.335
0.0378418 79.5539 86.0819	0 5660.46 439.384
0.0380859 101.157 88.729	0 9733.62 465.605
0.0383301 84.4045 91.481	0 7273.9 496.783
0.0385742 80.09 94.3319	0 4481.03 534.343
0.0388184 101.455 97.2802	0 9479.86 579.028
0.0390625 112.247 100.328	0 14088.7 630.896
0.0393066 94.6636 103.483	0 8681.49 689.578
0.0395508 116.75 106.755	0 9955.94 754.555
0.0397949 90.5722 110.157	0 6324.33 825.237
0.0400391 107.257 113.705	0 9223.28 900.859
0.0402832 123.585 117.416	0 17376.9 980.376
0.0405273 136.236 121.305	0 15046.8 1062.56
0.0407715 107.278 125.384	0 10535 1146.32
0.0410156 122.035 129.661	0 11307.9 1231.13
0.0412598 140.31 134.128	0 23023.2 1317.46
0.0415039 132.429 138.762	0 13799.3 1407.04
0.041748 124.07 143.52	0 14731.7 1502.96
0.0419922 169.845 148.329	0 31576.8 1609.35
0.0422363 144.652 153.091	0 23931.6 1730.03
0.0424805 155.916 157.686	0 17617.9 1866.21
0.0427246 155.881 161.975	0 20640.1 2013.61
0.0429688 164.539 165.816	0 26025.1 2160.47
0.0432129 191.859 169.077	0 28782.1 2288.12
0.043457 205.02 171.651	0 38799.3 2374.83
0.0437012 199.242 173.471	0 34370.9 2402.2
0.0439453 187.229 174.515	0 36890.9 2361.4
0.0441895 187.36 174.804	0 38051.5 2256.85
0.0444336 165.845 174.405	0 21278.6 2105.38
0.0446777 172.067 173.408	0 31529 1931.64
0.0449219 183.193 171.919	0 31551.6 1761.55
0.045166 164.531 170.042	0 29767.8 1616.46
0.0454102 191.078 167.864	0 34862.3 1509.57
0.0456543 148.463 165.446	0 19730.6 1444.91
0.0458984 154.653 162.82	0 19506.3 1418.44
0.0461426 160.433 159.984	0 21431.7 1420.19
0.0463867 160.035 156.916	0 29878.9 1436.92
0.0466309 150.344 153.576	0 20035.9 1454.66
0.046875 176.204 149.918	0 27267.6 1460.92
0.0471191 155.207 145.908	0 19462 1446.38
0.0473633 144.242 141.526	0 24231.5 1405.96
0.0476074 142.504 136.78	0 29234.9 1339.34
0.0478516 145.81 131.704	0 26121.6 1250.76
0.0480957 117.024 126.361	0 13902.4 1148
0.0483398 129.749 120.835	0 12883.5 1040.52
0.048584 117.775 115.227	0 14010.1 937.269
0.0488281 99.961 109.64	0 8988.07 844.729
0.0490723 102.651 104.172	0 8434.05 765.903
0.0493164 98.065 98.9098	0 12347.5 700.506
0.0495605 75.1305 93.9173	0 4136.98 646.035
0.0498047 77.5639 89.2369	0 8597.51 599.158
0.0500488 80.1688 84.8865	0 6116.95 556.869
0.050293 87.2185 80.8627	0 6601.03 517.099
0.0505371 76.6582 77.1449	0 5518.85 478.818
0.0507812 73.0452 73.701	0 4998.44 441.781
0.0510254 54.412 70.493	0 2595.2 406.146
0.0512695 67.0844 67.4822	0 6535.29 372.141
0.0515137 69.4189 64.6332	0 4457.6 339.882
0.0517578 66.4449 61.9173	0 4890.73 309.36
0.052002 56.2688 59.3136	0 3616.55 280.54
0.0522461 52.0359 56.8096	0 2279.62 253.472
0.0524902 55.4791 54.4005	0 2262.25 228.328
0.0527344 50.9443 52.0873	0 3440.54 205.36
0.0529785 52.8642 49.8748	0 2622.02 184.794
0.0532227 42.4192 47.7686	0 1250.19 166.738
0.0534668 43.7525 45.7727	0 1711.27 151.148
0.0537109 39.0775 43.8876	0 1490.79 137.847
0.0539551 40.623 42.1096	0 2023.19 126.563
0.0541992 38.0969 40.4311	0 1614.96 116.97
0.0544434 36.3467 38.8416	0 1924.69 108.7
0.0546875 42.7388 37.3301	0 1619.85 101.359
0.0549316 37.7331 35.8865	0 1046.89 94.5576
0.0551758 34.6915 34.504	0 1697.17 87.9773
0.0554199 31.1447 33.1794	0 755.878 81.4377
0.0556641 27.6706 31.9134	0 738.277 74.9409
0.0559082 28.8418 30.7099	0 655.254 68.6606
0.0561523 27.5532 29.5751	0 894.516 62.8784
0.0563965 34.2328 28.5157	0 1145.94 57.8892
0.0566406 25.0739 27.5382	0 592.361 53.9093
0.0568848 24.5866 26.6476	0 620.284 51.0113
0.0571289 21.823 25.8461	0 558.95 49.0994
0.057373 23.1565 25.1328	0 652.898 47.9251
0.0576172 25.118 24.503	0 709.266 47.1393
0.0578613 23.2556 23.948	0 548.495 46.3686
0.0581055 22.1151 23.4554	0 580.525 45.2965
0.0583496 21.2589 23.0102	0 583.77 43.7248
0.0585938 22.4085 22.596	0 604.554 41.6001
0.0588379 22.4998 22.1969	0 437.276 39.0006
0.059082 21.4106 21.7992	0 541.912 36.0995
0.0593262 25.8775 21.3935	0 746.267 33.1203
0.0595703 24.2759 20.9751	0 447.485 30.3009
0.0598145 18.7454 20.5446	0 293.27 27.8655
0.0600586 19.5459 20.1074	0 347.018 25.9996
0.0603027 18.2188 19.6721	0 262.493 24.8232
0.0605469 17.1619 19.2491	0 348.905 24.3654
0.060791 20.1216 18.8486	0 353.801 24.5499
0.0610352 18.3023 18.4792	0 399.809 25.2027
0.0612793 16.2487 18.1463	0 220.344 26.0848
0.0615234 17.7251 17.8517	0 351.341 26.9433
0.0617676 17.158 17.5939	0 270.784 27.5639
0.0620117 15.3033 17.3675	0 271.531 27.8089
0.0622559 18.0058 17.1651	0 260.923 27.6299
0.0625 15.7394 16.9779	0 327.747 27.0544
0.0627441 15.669 16.7976	0 229.209 26.1579
0.0629883 20.3116 16.617	0 610.97 25.034
0.0632324 17.7329 16.4314	0 391.748 23.7718
0.0634766 16.9458 16.2391	0 244.218 22.4452
0.0637207 15.7293 16.0409	0 336.798 21.1095
0.0639648 15.1428 15.8393	0 219.94 19.8044
0.064209 15.0389 15.638	0 271.484 18.5593
0.0644531 14.2218 15.44	0 253.742 17.4011
0.0646973 12.8468 15.2474	0 184.322 16.3586
0.0649414 15.8353 15.0608	0 258.432 15.4598
0.0651855 17.0253 14.8799	0 211.87 14.7216
0.0654297 15.4957 14.7038	0 189.292 14.1354
0.0656738 13.0005 14.5319	0 246.372 13.6608
0.065918 16.4132 14.3651	0 221.713 13.2332
0.0661621 13.3872 14.2056	0 239.512 12.7857
0.0664062 12.819 14.0569	0 209.218 12.2747
0.0666504 13.9155 13.9234	0 190.232 11.6972
0.0668945 15.3011 13.8094	0 182.076 11.0903
0.0671387 11.669 13.7181	0 155.74 10.5141
0.0673828 13.1987 13.651	0 131.572 10.0275
0.067627 10.8135 13.6072	0 108.232 9.6676
0.0678711 13.1544 13.5838	0 170.575 9.44255
0.0681152 15.4938 13.5761	0 227.64 9.33559
0.0683594 13.3277 13.5786	0 109.226 9.31566
0.0686035 15.5004 13.5857	0 173.592 9.34771
0.0688477 12.8894 13.592	0 182.161 9.399
0.0690918 13.9658 13.5935	0 215.677 9.44169
0.0693359 13.2328 13.5872	0 186.516 9.45286
0.0695801 14.2771 13.5715	0 229.397 9.4136
0.0698242 11.3841 13.5457	0 152.115 9.3086
0.0700684 13.3414 13.5108	0 175.398 9.12822
0.0703125 16.107 13.4688	0 301.733 8.87414
0.0705566 13.5742 13.4235	0 207.2 8.5673
0.0708008 13.6457 13.38	0 148.873 8.253
0.0710449 13.6307 13.3442	0 220.498 7.9975
0.0712891 14.2908 13.3224	0 229.769 7.87431
0.0715332 10.879 13.32	0 117.346 7.94402
0.0717773 11.0131 13.3405	0 101.727 8.23565
0.0720215 11.985 13.3844	0 142.917 8.73712
0.0722656 14.5559 13.4489	0 226.275 9.39739
0.0725098 12.2162 13.5286	0 216.129 10.138
0.0727539 13.7644 13.6159	0 204.535 10.8696
0.072998 15.4554 13.7028	0 197.836 11.51
0.0732422 14.094 13.782	0 167.155 12.0026
0.0734863 14.7063 13.849	0 243.415 12.3334
0.0737305 16.2883 13.9018	0 247.998 12.5423
0.0739746 13.1158 13.9417	0 205.363 12.7217
0.0742188 14.0303 13.9721	0 215.187 12.9961
0.0744629 12.3442 13.998	0 150.434 13.4855
0.074707 13.6723 14.0241	0 183.523 14.2621
0.0749512 13.6673 14.0541	0 196.325 15.3197
0.0751953 14.1591 14.09	0 254.251 16.5668
0.0754395 14.0457 14.1319	0 291.837 17.8485
0.0756836 12.6629 14.1786	0 139.222 18.9876
0.0759277 15.3623 14.2276	0 218.44 19.8306
0.0761719 16.1596 14.277	0 288.338 20.284
0.076416 14.3118 14.325	0 457.397 20.3317
0.0766602 14.5654 14.3712	0 184.715 20.0292
0.0769043 14.0409 14.4158	0 196.969 19.4798
0.0771484 13.8966 14.4601	0 231.559 18.7995
0.0773926 12.9511 14.5059	0 144.859 18.0867
0.0776367 14.6872 14.5551	0 162.637 17.4074
0.0778809 15.7348 14.6091	0 230.107 16.8009
0.078125 15.379 14.6694	0 218.137 16.2968
0.0783691 14.8553 14.7365	0 190.052 15.9295
0.0786133 13.8368 14.8105	0 166.658 15.7371
0.0788574 14.074 14.8907	0 196.469 15.744
0.0791016 15.2131 14.9757	0 183.311 15.9389
0.0793457 14.1077 15.0634	0 243.65 16.2639
0.0795898 14.6884 15.1512	0 255.499 16.6268
0.079834 16.8794 15.2362	0 213.951 16.9324
0.0800781 17.0258 15.3162	0 282.483 17.1186
0.0803223 14.6573 15.3893	0 216.872 17.1792
0.0805664 14.5532 15.4555	0 148.319 17.1613
0.0808105 13.7254 15.5159	0 195.433 17.1419
0.0810547 19.3211 15.5733	0 383.12 17.1949
0.0812988 15.177 15.6315	0 252.09 17.3658
0.081543 17.2443 15.6947	0 317.87 17.6651
0.0817871 13.4333 15.7667	0 164.123 18.0758
0.0820312 15.1076 15.85	0 251.069 18.5691
0.0822754 13.893 15.945	0 210.626 19.1146
0.0825195 15.4337 16.0503	0 223.591 19.6807
0.0827637 15.3043 16.1624	0 197.972 20.2295
0.0830078 19.2215 16.277	0 428.847 20.7122
0.083252 18.2043 16.3895	0 294.419 21.074
0.0834961 15.4547 16.4962	0 314.108 21.2682
0.0837402 18.1424 16.5949	0 278.824 21.2726
0.0839844 16.3803 16.6848	0 355.525 21.1017
0.0842285 14.7584 16.7667	0 193.234 20.8049
0.0844727 16.6198 16.8428	0 253.749 20.4528
0.0847168 16.8321 16.9155	0 346.675 20.116
0.0849609 19.0685 16.9875	0 411.071 19.8442
0.0852051 17.2435 17.0608	0 243.325 19.6557
0.0854492 16.907 17.137	0 289.07 19.54
0.0856934 15.4228 17.2165	0 172.615 19.4712
0.0859375 16.1768 17.2988	0 237.782 19.4279
0.0861816 18.9861 17.3821	0 397.718 19.4109
0.0864258 18.0518 17.4638	0 360.031 19.4532
0.0866699 17.3658 17.5404	0 364.373 19.6178
0.0869141 16.6786 17.6081	0 268.704 19.983
0.0871582 18.4919 17.6629	0 256.514 20.6181
0.0874023 16.6474 17.7016	0 229.308 21.5564
0.0876465 19.7076 17.7222	0 395.916 22.7732
0.0878906 19.7816 17.7239	0 506.007 24.1779
0.0881348 17.2 17.7071	0 313.002 25.6245
0.0883789 17.0838 17.6738	0 257.49 26.9392
0.088623 18.8895 17.6261	0 314.686 27.9608
0.0888672 15.6816 17.5666	0 243.752 28.582
0.0891113 17.2727 17.4974	0 270.639 28.7794
0.0893555 17.7929 17.4197	0 340.36 28.6204
0.0895996 16.7282 17.334	0 278.311 28.2393
0.0898438 18.8241 17.2398	0 353.735 27.7891
0.0900879 17.4713 17.1366	0 242.66 27.387
0.090332 18.1745 17.0236	0 293.128 27.0762
0.0905762 16.4047 16.9004	0 209.886 26.8218
0.0908203 14.5619 16.7676	0 185.38 26.5426
0.0910645 17.5513 16.6265	0 427.345 26.1603
0.0913086 16.9644 16.4795	0 274.334 25.6415
0.0915527 17.1407 16.3301	0 446.017 25.0129
0.0917969 17.3455 16.182	0 301.341 24.3451
0.092041 16.7774 16.0391	0 246.099 23.7193
0.0922852 13.2003 15.9046	0 159.647 23.1945
0.0925293 15.4634 15.7802	0 260.382 22.7912
0.0927734 13.1829 15.6657	0 151.815 22.4954
0.0930176 16.3837 15.5586	0 423.57 22.2754
0.0932617 15.7635 15.4547	0 244.059 22.1013
0.0935059 14.4147 15.3485	0 218.943 21.955
0.09375 19.936 15.2338	0 501.725 21.8287
0.0939941 13.9356 15.1054	0 195.555 21.7138
0.0942383 12.6604 14.9591	0 149.659 21.5876
0.0944824 17.4375 14.7928	0 321.987 21.4084
0.0947266 15.6988 14.6062	0 228.667 21.1205
0.0949707 14.4253 14.401	0 281.203 20.6699
0.0952148 12.1468 14.1807	0 146.6 20.0213
0.095459 14.8602 13.9494	0 229.472 19.1696
0.0957031 13.8809 13.7121	0 321.13 18.1422
0.0959473 14.043 13.4736	0 250.578 16.9921
0.0961914 14.195 13.2387	0 217.432 15.7871
0.0964355 11.9797 13.0109	0 106.456 14.5981
