0 0 1.20954	0 0 0.137309
0.000244141 2.64465 1.44982	0 5.81381 0.182067
0.000488281 2.26798 1.70344	0 3.86764 0.231291
0.000732422 2.06027 1.96685	0 4.17021 0.282574
0.000976562 2.38566 2.23782	0 6.0111 0.333727
0.0012207 2.61375 2.51584	0 6.46374 0.383878
0.00146484 2.96377 2.80223	0 11.3886 0.43469
0.00170898 2.50203 3.09998	0 4.9992 0.491245
0.00195312 3.27339 3.4133	0 10.0834 0.562164
0.00219727 3.21432 3.74695	0 8.49586 0.658653
0.00244141 3.74903 4.10567	0 11.0184 0.792554
0.00268555 3.88594 4.49353	0 16.5591 0.973754
0.00292969 3.99654 4.91346	0 14.4992 1.20756
0.00317383 5.36764 5.36694	0 22.5629 1.49277
0.00341797 4.68166 5.85391	0 19.0602 1.82129
0.00366211 5.90012 6.37271	0 28.3024 2.18014
0.00390625 7.35362 6.92027	0 45.7768 2.55662
0.00415039 6.74515 7.49226	0 41.4078 2.94599
0.00439453 7.65659 8.08333	0 73.7219 3.35957
0.00463867 8.2473 8.68731	0 50.0836 3.82914
0.00488281 10.275 9.29736	0 106.413 4.40329
0.00512695 9.94327 9.90621	0 84.5747 5.13368
0.00537109 11.3956 10.5063	0 133.889 6.05425
0.00561523 9.84495 11.0899	0 108.483 7.16102
0.00585938 10.4221 11.6497	0 131.036 8.40264
0.00610352 14.636 12.1786	0 183.419 9.68847
0.00634766 13.8627 12.6704	0 254.551 10.9133
0.0065918 14.6805 13.1195	0 279.835 11.9898
0.00683594 15.2567 13.5215	0 189.501 12.874
0.00708008 12.2599 13.8725	0 184.917 13.5729
0.00732422 13.3812 14.1695	0 190.895 14.1322
0.00756836 15.5394 14.4101	0 231.47 14.6084
0.0078125 16.8929 14.5924	0 385.03 15.0418
0.00805664 15.2824 14.7154	0 201.63 15.4397
0.00830078 16.5739 14.7793	0 284.436 15.7784
0.00854492 15.1404 14.7854	0 255.892 16.0174
0.00878906 14.5778 14.7372	0 179.4 16.1199
0.0090332 14.8257 14.6402	0 173.607 16.0665
0.00927734 17.3805 14.5018	0 309.494 15.8598
0.00952148 13.5497 14.3313	0 193.506 15.5194
0.00976562 15.1075 14.1393	0 249.268 15.0734
0.0100098 14.2362 13.9367	0 176.67 14.5523
0.0102539 12.4212 13.7341	0 156.977 13.9852
0.010498 11.7007 13.5408	0 150.279 13.3978
0.0107422 13.0457 13.3644	0 137.184 12.8109
0.0109863 12.4772 13.21	0 127.703 12.2399
0.0112305 14.6175 13.0805	0 205.475 11.6954
0.0114746 11.4217 12.9765	0 146.035 11.1858
0.0117188 13.8902 12.8969	0 238.438 10.7194
0.0119629 10.6345 12.8389	0 100.624 10.3049
0.012207 13.3523 12.799	0 147.17 9.94895
0.0124512 12.2596 12.7731	0 150.731 9.65507
0.0126953 13.3733 12.7571	0 123.122 9.4231
0.0129395 12.6075 12.7473	0 191.969 9.25157
0.0131836 12.8034 12.7409	0 147.261 9.13921
0.0134277 13.0011 12.7357	0 181.361 9.08429
0.0136719 12.8709 12.7311	0 139.488 9.08145
0.013916 12.8921 12.7269	0 167.162 9.11908
0.0141602 12.3727 12.7242	0 163.724 9.18026
0.0144043 14.1754 12.7239	0 169.821 9.24818
0.0146484 11.9209 12.7275	0 104.442 9.31382
0.0148926 10.992 12.7359	0 108.1 9.38149
0.0151367 10.926 12.7498	0 103.794 9.46879
0.0153809 14.1806 12.7694	0 207.56 9.60021
0.015625 14.7589 12.795	0 252.865 9.79658
0.0158691 13.7767 12.8266	0 168.911 10.0644
0.0161133 11.4225 12.8648	0 118.124 10.3889
0.0163574 12.803 12.9096	0 163.162 10.7345
0.0166016 11.8951 12.9615	0 110.587 11.052
0.0168457 11.9961 13.0199	0 127.734 11.2911
0.0170898 13.7474 13.084	0 238.201 11.4134
0.017334 13.3797 13.1519	0 140.6 11.4015
0.0175781 13.8847 13.2211	0 254.611 11.2618
0.0178223 12.4773 13.2888	0 186.304 11.0209
0.0180664 14.1918 13.3521	0 183.378 10.7183
0.0183105 13.0388 13.4086	0 208.551 10.3972
0.0185547 13.1796 13.4567	0 152.663 10.0984
0.0187988 13.9061 13.4958	0 146.868 9.85643
0.019043 15.4803 13.5258	0 193.532 9.70084
0.0192871 13.7849 13.5474	0 159.055 9.6566
0.0195312 12.896 13.5609	0 170.677 9.74154
0.0197754 13.0421 13.5663	0 146.767 9.95781
0.0200195 12.931 13.5629	0 116.587 10.2809
0.0202637 10.384 13.5492	0 119.405 10.6536
0.0205078 14.4568 13.5239	0 213.894 10.9936
0.020752 18.2542 13.4858	0 368.538 11.2153
0.0209961 15.7022 13.4351	0 260.176 11.2585
0.0212402 11.5547 13.3734	0 124.892 11.1115
0.0214844 12.1175 13.3041	0 145.153 10.817
0.0217285 14.2782 13.2316	0 242.311 10.4582
0.0219727 11.6306 13.1611	0 168.062 10.1319
0.0222168 11.1566 13.098	0 100.443 9.92035
0.0224609 13.3981 13.0471	0 189.287 9.87296
0.0227051 13.7108 13.0125	0 177.78 10.0038
0.0229492 14.4132 12.997	0 230.471 10.3015
0.0231934 12.6346 13.0026	0 181.964 10.7431
0.0234375 12.2465 13.0298	0 152.698 11.3025
0.0236816 12.2488 13.0782	0 164.675 11.947
0.0239258 10.9297 13.1459	0 116.745 12.6266
0.0241699 12.7978 13.2302	0 152.014 13.2647
0.0244141 13.4219 13.3276	0 146.162 13.7636
0.0246582 14.8885 13.4348	0 260.523 14.0284
0.0249023 13.7765 13.549	0 156.039 14.0026
0.0251465 14.6221 13.6689	0 209.373 13.7012
0.0253906 13.6601 13.7945	0 216.226 13.222
0.0256348 15.7251 13.9272	0 234.487 12.7285
0.0258789 11.1345 14.0692	0 132.952 12.4066
0.026123 13.3563 14.2223	0 246.158 12.4128
0.0263672 13.9788 14.3871	0 132.474 12.8296
0.0266113 14.0945 14.5626	0 207.639 13.6449
0.0268555 13.999 14.7456	0 151.756 14.758
0.0270996 16.3719 14.9307	0 346.726 16.0076
0.0273438 14.8511 15.1119	0 313.216 17.2112
0.0275879 16.555 15.2824	0 211.763 18.207
0.027832 15.6661 15.4365	0 270.906 18.8895
0.0280762 14.1035 15.5699	0 283.816 19.2314
0.0283203 18.5278 15.6808	0 318.564 19.2857
0.0285645 17.1001 15.7696	0 313.957 19.1641
0.0288086 15.1741 15.8395	0 210.087 18.9957
0.0290527 14.9172 15.8959	0 169.763 18.8796
0.0292969 15.9982 15.9462	0 262.028 18.8489
0.029541 16.2571 15.999	0 234.806 18.8638
0.0297852 16.3737 16.0637	0 377.925 18.8379
0.0300293 16.2592 16.1495	0 333.003 18.684
0.0302734 14.1612 16.2652	0 187.816 18.359
0.0305176 17.5156 16.4178	0 304.806 17.8858
0.0307617 15.2082 16.6118	0 175.33 17.3454
0.0310059 13.5542 16.8487	0 156.5 16.8464
0.03125 17.2122 17.1263	0 224.819 16.4905
0.0314941 17.4983 17.4388	0 375.866 16.3464
0.0317383 17.0456 17.7766	0 225.512 16.4384
0.0319824 19.5625 18.1281	0 394.966 16.7448
0.0322266 15.9277 18.4804	0 193.497 17.202
0.0324707 19.282 18.8211	0 295.403 17.7157
0.0327148 19.8152 19.1402	0 355.365 18.1841
0.032959 25.1533 19.4318	0 523.811 18.5333
0.0332031 19.3927 19.6945	0 382.866 18.7543
0.0334473 19.5678 19.9322	0 513.282 18.925
0.0336914 20.7776 20.153	0 348.085 19.2028
0.0339355 20.1179 20.368	0 331.386 19.7904
0.0341797 21.549 20.5894	0 365.064 20.8867
0.0344238 16.6991 20.8282	0 221.695 22.6411
0.034668 18.2518 21.093	0 283.864 25.1233
0.0349121 22.5848 21.3885	0 387.731 28.3109
0.0351562 23.3873 21.7153	0 727.858 32.0918
0.0354004 19.9802 22.0705	0 308.581 36.2775
0.0356445 20.4888 22.4487	0 1002.97 40.6256
0.0358887 24.9744 22.8433	0 873.333 44.867
0.0361328 22.9643 23.2479	0 504.096 48.7347
0.036377 26.6046 23.6574	0 750.535 51.9888
0.0366211 24.0482 24.0686	0 577.068 54.4404
0.0368652 21.7797 24.4803	0 380.952 55.9759
0.0371094 24.8011 24.8935	0 496.811 56.5854
0.0373535 26.143 25.3109	0 918.353 56.3881
0.0375977 24.8215 25.7366	0 671.837 55.638
0.0378418 28.9082 26.1757	0 922.979 54.6954
0.0380859 24.157 26.6347	0 570.885 53.9602
0.0383301 22.4836 27.1206	0 469.031 53.7831
0.0385742 34.0863 27.6408	0 1130.64 54.3826
0.0388184 28.0437 28.2025	0 1033.79 55.7967
0.0390625 26.454 28.812	0 672.808 57.8862
0.0393066 27.5234 29.4729	0 743.435 60.3857
0.0395508 26.7153 30.1862	0 695.335 62.9849
0.0397949 30.3616 30.9492	0 1213.13 65.4165
0.0400391 27.9709 31.756	0 786.996 67.5252
0.0402832 37.4258 32.5983	0 1709.45 69.3
0.0405273 34.2846 33.4668	0 1465.72 70.8624
0.0407715 34.9034 34.353	0 1120.53 72.4214
0.0410156 32.2118 35.2509	0 835.186 74.2151
0.0412598 37.6652 36.1582	0 1405.91 76.4662
0.0415039 38.7151 37.0773	0 1786.06 79.3642
0.041748 38.0357 38.0147	0 1122.05 83.0649
0.0419922 41.792 38.981	0 2189.99 87.6825
0.0422363 33.1403 39.9894	0 1030.45 93.2592
0.0424805 40.998 41.0546	0 1742.23 99.7217
0.0427246 39.6679 42.1914	0 1258.45 106.867
0.0429688 45.0043 43.414	0 1349.89 114.41
0.0432129 43.4757 44.7342	0 1657.4 122.093
0.043457 43.5692 46.1616	0 2105.84 129.792
0.0437012 46.8896 47.7025	0 2118.95 137.561
0.0439453 48.8118 49.3599	0 2190.19 145.559
0.0441895 45.544 51.134	0 1736.41 153.935
0.0444336 46.3265 53.0224	0 1924.25 162.735
0.0446777 60.2407 55.0217	0 4343.14 171.959
0.0449219 57.1224 57.1289	0 2808.27 181.734
0.045166 62.6613 59.3423	0 3343.09 192.56
0.0454102 52.4856 61.6638	0 2297.14 205.449
0.0456543 67.4093 64.0987	0 4056.6 221.901
0.0458984 69.6262 66.6565	0 3421.27 243.666
0.0461426 58.983 69.3503	0 3564.72 272.395
0.0463867 69.5061 72.1954	0 4806.01 309.284
0.0466309 75.5802 75.2077	0 7294.91 354.808
0.046875 78.0393 78.4015	0 6589.68 408.606
0.0471191 86.814 81.7871	0 7737.55 469.495
0.0473633 71.848 85.3687	0 5997.38 535.579
0.0476074 84.5105 89.142	0 7139.9 604.387
0.0478516 83.8686 93.0932	0 7559.07 673.029
0.0480957 96.6793 97.198	0 7488.02 738.37
0.0483398 112.62 101.422	0 12135 797.321
0.048584 103.393 105.722	0 11364.7 847.332
0.0488281 102.083 110.044	0 13829.3 887.118
0.0490723 121.498 114.33	0 11575.3 917.453
0.0493164 103.627 118.512	0 9555.47 941.674
0.0495605 149.089 122.521	0 25580.3 965.436
0.0498047 125.178 126.283	0 12146.5 995.425
0.0500488 119.743 129.725	0 14045.7 1037.22
0.050293 141.183 132.777	0 14114.7 1093
0.0505371 162.941 135.38	0 28831.9 1160.17
0.0507812 126.183 137.484	0 12501.3 1231.59
0.0510254 140.091 139.061	0 17237.8 1297.48
0.0512695 174.802 140.097	0 42635.6 1348.31
0.0515137 162.836 140.598	0 23982.6 1377.44
0.0517578 125.108 140.586	0 16300.2 1382.58
0.052002 143.815 140.094	0 21518.5 1365.53
0.0522461 132.127 139.157	0 14100.1 1330.78
0.0524902 139.856 137.813	0 19510.8 1283.53
0.0527344 146.74 136.094	0 21032.3 1228
0.0529785 153.927 134.029	0 22742.1 1166.67
