0 0 2.16119	0 0 0.53405
0.000244141 4.43616 2.58261	0 13.6516 0.713547
0.000488281 4.09911 3.0214	0 19.0337 0.919533
0.000732422 4.43146 3.46856	0 14.9342 1.14916
0.000976562 4.67129 3.91686	0 16.5717 1.39931
0.0012207 3.85058 4.36178	0 14.9074 1.66692
0.00146484 3.89404 4.80177	0 15.725 1.9499
0.00170898 6.51453 5.23814	0 37.6303 2.24913
0.00195312 5.41956 5.67429	0 28.3547 2.57098
0.00219727 6.51494 6.11469	0 37.6869 2.92946
0.00244141 6.48001 6.56369	0 44.3678 3.34607
0.00268555 5.75192 7.02437	0 29.1123 3.84635
0.00292969 6.81239 7.49769	0 70.7232 4.45291
0.00317383 6.72522 7.98205	0 40.9503 5.17665
0.00341797 7.89175 8.47334	0 86.2459 6.00908
0.00366211 8.84165 8.96551	0 69.7312 6.9191
0.00390625 11.6936 9.45145	0 143.988 7.85649
0.00415039 9.95731 9.92404	0 108.45 8.76208
0.00439453 11.9729 10.3771	0 128.895 9.58166
0.00463867 11.7123 10.8062	0 156.124 10.2789
0.00488281 10.4642 11.2086	0 92.2045 10.8425
0.00512695 11.0218 11.5835	0 187.115 11.2863
0.00537109 13.4714 11.9316	0 176.822 11.6416
0.00561523 12.3425 12.2541	0 180.144 11.9477
0.00585938 12.534 12.5526	0 162.105 12.2433
0.00610352 12.1692 12.8285	0 193.485 12.5624
0.00634766 13.5601 13.0827	0 154.367 12.9347
0.0065918 15.5016 13.3159	0 186.302 13.3871
0.00683594 11.731 13.5279	0 127.231 13.9425
0.00708008 14.7394 13.7187	0 274.039 14.613
0.00732422 13.9013 13.8881	0 176.219 15.388
0.00756836 14.7397 14.0355	0 193.12 16.2241
0.0078125 15.7935 14.1606	0 177.565 17.0418
0.00805664 12.0215 14.263	0 131.327 17.736
0.00830078 15.6765 14.3424	0 260.298 18.1996
0.00854492 13.7141 14.3988	0 159.335 18.3505
0.00878906 14.6534 14.4329	0 242.649 18.1528
0.0090332 16.2931 14.446	0 344.749 17.6246
0.00927734 15.0851 14.4405	0 197.338 16.8299
0.00952148 14.7345 14.4197	0 209.766 15.8617
0.00976562 15.3875 14.3874	0 248.232 14.8245
0.0100098 12.8266 14.348	0 140.217 13.8202
0.0102539 11.948 14.3056	0 124.874 12.9392
0.010498 15.5637 14.2639	0 238.291 12.2514
0.0107422 13.9177 14.2258	0 148.913 11.7991
0.0109863 14.659 14.1934	0 174.238 11.5915
0.0112305 14.8824 14.1676	0 212.475 11.6077
0.0114746 15.3973 14.1488	0 199.001 11.8098
0.0117188 10.8032 14.1366	0 113.955 12.1623
0.0119629 14.8025 14.13	0 207.187 12.6474
0.012207 14.3106 14.1276	0 167.774 13.2683
0.0124512 13.897 14.1277	0 227.684 14.0364
0.0126953 12.9065 14.1285	0 154.353 14.95
0.0129395 15.3622 14.1285	0 299.649 15.9758
0.0131836 16.5803 14.1266	0 266.048 17.0437
0.0134277 13.5117 14.1222	0 148.904 18.0587
0.0136719 13.8281 14.1151	0 260.807 18.9239
0.013916 11.8017 14.1059	0 135.075 19.5664
0.0141602 14.6681 14.0953	0 203.953 19.954
0.0144043 14.6608 14.084	0 160.25 20.0991
0.0146484 14.2991 14.0732	0 202.463 20.0493
0.0148926 14.6279 14.064	0 189.883 19.8708
0.0151367 13.8724 14.058	0 163.241 19.6327
0.0153809 14.0899 14.0568	0 197.626 19.3948
0.015625 13.674 14.0625	0 143.984 19.2028
0.0158691 13.1413 14.0774	0 182.873 19.087
0.0161133 14.3121 14.1038	0 222.834 19.0626
0.0163574 14.0678 14.1433	0 185.603 19.1315
0.0166016 14.6397 14.1967	0 263.691 19.2844
0.0168457 15.1 14.2638	0 236.075 19.5038
0.0170898 12.1365 14.3425	0 121.544 19.7692
0.017334 11.6844 14.4296	0 107.541 20.0617
0.0175781 15.7169 14.5206	0 295.113 20.3685
0.0178223 16.7553 14.6106	0 249.698 20.682
0.0180664 14.59 14.6951	0 213.615 20.9954
0.0183105 15.8635 14.771	0 245.294 21.2958
0.0185547 13.4815 14.8371	0 195.518 21.5598
0.0187988 16.2401 14.8947	0 356.895 21.7563
0.019043 16.873 14.9475	0 317.938 21.8547
0.0192871 14.0322 15.0007	0 179.372 21.8372
0.0195312 13.57 15.0608	0 157.911 21.7086
0.0197754 14.5639 15.1337	0 168.9 21.5005
0.0200195 15.0325 15.2244	0 237.139 21.2713
0.0202637 15.0693 15.3355	0 266.713 21.1001
0.0205078 13.668 15.4675	0 149.036 21.0751
0.020752 15.1916 15.6188	0 169.884 21.274
0.0209961 16.3212 15.786	0 360.393 21.741
0.0212402 15.9252 15.9651	0 284.309 22.4683
0.0214844 16.7448 16.1516	0 324.334 23.3916
0.0217285 18.8929 16.3418	0 310.584 24.4014
0.0219727 16.5124 16.5323	0 286.956 25.3674
0.0222168 13.665 16.7203	0 198.752 26.1635
0.0224609 16.2592 16.9033	0 262.92 26.6885
0.0227051 18.2158 17.0792	0 388.098 26.8783
0.0229492 15.8041 17.2456	0 205.063 26.7137
0.0231934 20.5588 17.4009	0 475.153 26.2254
0.0234375 16.9514 17.5439	0 279.307 25.495
0.0236816 18.667 17.6745	0 344.017 24.646
0.0239258 17.395 17.7942	0 288.932 23.821
0.0241699 19.3028 17.9053	0 458.705 23.1488
0.0244141 18.2992 18.0113	0 305.079 22.7103
0.0246582 14.8678 18.1162	0 259.882 22.5208
0.0249023 19.6164 18.2238	0 233.977 22.536
0.0251465 17.9003 18.3375	0 262.195 22.6827
0.0253906 17.072 18.4604	0 259.603 22.9005
0.0256348 17.6631 18.5951	0 251.854 23.1754
0.0258789 22.1246 18.7437	0 427.947 23.5509
0.026123 20.4121 18.9085	0 323.503 24.1141
0.0263672 17.4782 19.0911	0 247.634 24.9615
0.0266113 16.4501 19.293	0 242.614 26.1554
0.0268555 17.773 19.5145	0 296.339 27.6809
0.0270996 21.3504 19.7549	0 552.387 29.4177
0.0273438 19.6475 20.0126	0 295.884 31.1394
0.0275879 19.6835 20.2848	0 330.409 32.5543
0.027832 20.577 20.5684	0 390.725 33.3865
0.0280762 21.8587 20.861	0 609.237 33.4719
0.0283203 23.1078 21.1608	0 659.788 32.8335
0.0285645 19.0024 21.4682	0 250.958 31.6971
0.0288086 22.2895 21.7852	0 423.304 30.4381
0.0290527 21.768 22.1159	0 387.011 29.4807
0.0292969 22.3086 22.4658	0 417.224 29.1911
0.029541 22.3564 22.8413	0 458.199 29.8061
0.0297852 24.8081 23.2487	0 802.686 31.4085
0.0300293 20.6092 23.6934	0 538.825 33.9399
0.0302734 24.3747 24.1789	0 601.975 37.227
0.0305176 23.1563 24.7065	0 534.945 41.0109
0.0307617 23.2282 25.2747	0 418.584 44.9838
0.0310059 24.9557 25.8797	0 472.703 48.8437
0.03125 25.8759 26.516	0 883.862 52.3705
0.0314941 31.1517 27.1767	0 1293.68 55.5005
0.0317383 27.6846 27.8548	0 709.05 58.3633
0.0319824 26.9862 28.5439	0 760.59 61.2479
0.0322266 30.9442 29.2387	0 838.155 64.4952
0.0324707 25.1838 29.9354	0 460.9 68.3505
0.0327148 32.2642 30.6324	0 985.729 72.8353
0.032959 35.6752 31.33	0 1400.22 77.6955
0.0332031 28.644 32.0308	0 901.418 82.4529
0.0334473 34.7736 32.74	0 1423.73 86.5424
0.0336914 31.129 33.4649	0 951.553 89.4773
0.0339355 37.0081 34.2149	0 1462.03 90.9823
0.0341797 33.823 35.0013	0 1645.21 91.0544
0.0344238 34.0117 35.8371	0 1016.65 89.9487
0.034668 32.1761 36.7366	0 1124.14 88.1203
0.0349121 41.8412 37.715	0 1466.88 86.1552
0.0351562 33.9345 38.7887	0 1263.61 84.7101
0.0354004 38.1369 39.9743	0 1060.87 84.462
0.0356445 43.7551 41.2883	0 1420.37 86.0552
0.0358887 39.9023 42.7458	0 1539.52 90.0459
0.0361328 46.3339 44.3585	0 1815.97 96.8556
0.036377 37.5916 46.1336	0 1350.07 106.759
0.0366211 41.1449 48.0723	0 2852.09 119.921
0.0368652 44.4673 50.1693	0 2069.58 136.474
0.0371094 54.5776 52.4139	0 2637.93 156.591
0.0373535 57.9199 54.7922	0 3050.44 180.492
0.0375977 56.4617 57.2908	0 3213.65 208.343
0.0378418 55.715 59.9007	0 2797.5 240.062
0.0380859 64.6329 62.6217	0 5126.72 275.144
0.0383301 66.7782 65.4646	0 4588.9 312.618
0.0385742 68.5476 68.4533	0 4744.29 351.273
0.0388184 60.645 71.6235	0 3856 390.081
0.0390625 86.7687 75.0202	0 11094.2 428.656
0.0393066 75.4409 78.6933	0 4208.52 467.491
0.0395508 70.2048 82.6934	0 4531.46 507.853
0.0397949 74.0484 87.0677	0 4273.3 551.466
0.0400391 78.8662 91.8573	0 6586.02 600.281
0.0402832 87.502 97.0966	0 7619.05 656.587
0.0405273 101.213 102.812	0 8858.43 723.378
0.0407715 121.142 109.024	0 22519.9 804.495
0.0410156 122.252 115.744	0 13492.9 903.98
0.0412598 97.8337 122.974	0 9652.2 1024.39
0.0415039 118.119 130.704	0 10685.1 1164.59
0.041748 122.068 138.906	0 17145.5 1318.17
0.0419922 138.137 147.539	0 23614.3 1473.94
0.0422363 151.897 156.548	0 18256.9 1618.87
0.0424805 158.602 165.868	0 20962.5 1743.32
0.0427246 191.53 175.432	0 32285.5 1846.29
0.0429688 199.315 185.178	0 43505.3 1938.54
0.0432129 195.82 195.05	0 36640.7 2041.38
0.043457 207.791 204.997	0 54911.1 2180.67
0.0437012 194.393 214.974	0 29325.6 2377.65
0.0439453 222.005 224.925	0 48058 2639.98
0.0441895 212.14 234.782	0 54609.7 2957.2
0.0444336 266.657 244.449	0 68926.1 3302.69
0.0446777 268.558 253.801	0 64008.3 3641.99
0.0449219 281.445 262.68	0 61195.8 3943.39
0.045166 250.918 270.899	0 63586.5 4186.28
0.0454102 267.447 278.243	0 59311.3 4363.83
0.0456543 343.528 284.485	0 120622 4479.82
0.0458984 278.695 289.395	0 55515.5 4542.29
0.0461426 366.913 292.76	0 91244 4557.78
0.0463867 286.687 294.395	0 74112.8 4528.59
0.0466309 307.743 294.166	0 102237 4453.62
0.046875 348.935 291.999	0 182301 4331.37
0.0471191 328.044 287.891	0 109033 4162.86
0.0473633 331.294 281.917	0 99747.3 3952.97
0.0476074 261.663 274.219	0 56544.6 3709.86
0.0478516 303.029 265.005	0 89557.7 3443.43
0.0480957 254.983 254.521	0 83006.6 3163.87
0.0483398 254.829 243.043	0 68183.1 2880.81
0.048584 215.79 230.85	0 36921.5 2602.71
0.0488281 245.294 218.209	0 57049.2 2335.93
0.0490723 172.59 205.364	0 25022.1 2083.86
0.0493164 177.265 192.53	0 28135.5 1846.9
