0 0 2.57411	0 0 0.993619
0.000244141 5.34337 3.06952	0 34.5973 1.31364
0.000488281 5.25822 3.58238	0 24.1582 1.66464
0.000732422 4.7454 4.10136	0 24.6899 2.02778
0.000976562 5.40036 4.61733	0 27.5667 2.37991
0.0012207 5.29192 5.1244	0 28.4304 2.6966
0.00146484 5.59709 5.62036	0 37.2684 2.95784
0.00170898 5.54663 6.10641	0 31.5419 3.15616
0.00195312 7.54337 6.58644	0 76.3464 3.30501
0.00219727 7.02445 7.06584	0 51.2571 3.44333
0.00244141 7.15838 7.55025	0 52.2307 3.63213
0.00268555 7.51306 8.0443	0 51.9341 3.94156
0.00292969 7.96172 8.55066	0 46.5855 4.43138
0.00317383 7.90832 9.06939	0 41.6619 5.1316
0.00341797 8.72905 9.59778	0 76.343 6.03129
0.00366211 10.0202 10.1305	0 102.199 7.08044
0.00390625 11.8405 10.6602	0 155.399 8.20461
0.00415039 12.4565 11.1782	0 110.803 9.32616
0.00439453 11.8884 11.6752	0 189.16 10.3835
0.00463867 12.5783 12.1425	0 204.771 11.3405
0.00488281 11.2651 12.5722	0 113.789 12.1842
0.00512695 16.1573 12.9582	0 225.893 12.9138
0.00537109 11.9575 13.2962	0 145.296 13.5295
0.00561523 16.7833 13.5841	0 275.499 14.029
0.00585938 13.4207 13.8216	0 143.837 14.4145
0.00610352 16.0794 14.0104	0 290.418 14.7055
0.00634766 13.2038 14.1534	0 181.203 14.9484
0.0065918 15.7426 14.2543	0 166.545 15.2128
0.00683594 14.2443 14.3173	0 165.219 15.572
0.00708008 12.9063 14.3469	0 152.596 16.0751
0.00732422 15.0473 14.3478	0 174.298 16.7269
0.00756836 14.6088 14.325	0 187.655 17.488
0.0078125 14.2835 14.2843	0 188.167 18.2979
0.00805664 17.0607 14.2319	0 269.93 19.1106
0.00830078 16.6804 14.1743	0 386.771 19.9222
0.00854492 11.9362 14.1178	0 154.409 20.7708
0.00878906 11.3288 14.0673	0 132.562 21.7068
0.0090332 12.4868 14.0257	0 201.518 22.7457
0.00927734 12.8451 13.9938	0 200.559 23.8316
0.00952148 12.599 13.9695	0 192.753 24.8316
0.00976562 17.6882 13.9492	0 390.831 25.5714
0.0100098 13.7715 13.9287	0 180.383 25.8985
0.0102539 16.2078 13.9041	0 326.664 25.744
0.010498 14.9247 13.8727	0 257.838 25.1549
0.0107422 12.5693 13.8342	0 189.087 24.2775
0.0109863 11.9038 13.7899	0 135.551 23.2996
0.0112305 12.5453 13.7432	0 140.683 22.377
0.0114746 15.7089 13.6985	0 245.952 21.5797
0.0117188 13.6586 13.661	0 239.621 20.8844
0.0119629 13.2266 13.6358	0 283.645 20.2155
0.012207 14.2668 13.6273	0 290.192 19.5092
0.0124512 13.7803 13.6389	0 148.818 18.7654
0.0126953 12.2981 13.6723	0 111.691 18.0577
0.0129395 12.1471 13.7272	0 158.227 17.501
0.0131836 12.4027 13.8011	0 118.932 17.1953
0.0134277 12.9377 13.8898	0 127.444 17.1795
0.0136719 14.9005 13.9876	0 280.97 17.416
0.013916 16.0188 14.0882	0 223.043 17.8099
0.0141602 15.8888 14.186	0 247.488 18.2477
0.0144043 13.1644 14.2763	0 200.494 18.6363
0.0146484 15.2453 14.3562	0 240.922 18.9255
0.0148926 13.0601 14.4248	0 190.287 19.111
0.0151367 14.0567 14.4829	0 201.943 19.2212
0.0153809 16.5678 14.5323	0 237.902 19.2948
0.015625 14.0866 14.5758	0 184.765 19.3594
0.0158691 14.6191 14.6158	0 319.297 19.4156
0.0161133 15.3169 14.6545	0 161.637 19.4329
0.0163574 12.5415 14.6933	0 154.661 19.3594
0.0166016 14.5143 14.7326	0 234.057 19.1429
0.0168457 14.6199 14.7726	0 270.13 18.7546
0.0170898 17.2637 14.8133	0 395.665 18.207
0.017334 14.3751 14.855	0 212.685 17.557
0.0175781 13.1984 14.8992	0 201.409 16.893
0.0178223 16.6647 14.9483	0 211.3 16.3124
0.0180664 14.9267 15.0056	0 228.67 15.899
0.0183105 15.3095 15.0752	0 205.424 15.7095
0.0185547 15.9354 15.1606	0 259.582 15.768
0.0187988 12.7393 15.2642	0 170.028 16.0677
0.019043 13.2698 15.3864	0 198.661 16.5723
0.0192871 14.601 15.5251	0 219.408 17.219
0.0195312 16.8935 15.6757	0 276.114 17.9244
0.0197754 16.6208 15.8318	0 228.979 18.5981
0.0200195 15.1981 15.9857	0 228.817 19.1612
0.0202637 16.5897 16.1303	0 263.586 19.5648
0.0205078 18.9346 16.2595	0 398.484 19.8013
0.020752 16.4932 16.3696	0 312.147 19.9026
0.0209961 16.4268 16.4595	0 217.096 19.9301
