0 0 1.75118	0 0 0.28824
0.000244141 3.81191 2.09136	0 12.4939 0.383162
0.000488281 3.19634 2.4466	0 9.4226 0.494198
0.000732422 3.5239 2.81051	0 9.9476 0.621555
0.000976562 3.65581 3.17814	0 16.616 0.764872
0.0012207 3.78014 3.54644	0 11.1079 0.922552
0.00146484 3.48932 3.91423	0 15.8094 1.09131
0.00170898 3.57148 4.28188	0 14.1278 1.26647
0.00195312 4.44535 4.65071	0 13.4961 1.44335
0.00219727 5.00943 5.02243	0 25.2726 1.61938
0.00244141 5.25584 5.3987	0 33.2407 1.79627
0.00268555 5.76738 5.78089	0 38.111 1.9811
0.00292969 5.71149 6.17013	0 24.7883 2.18576
0.00317383 6.50259 6.56737	0 43.4216 2.42499
0.00341797 8.37032 6.97354	0 51.3169 2.71377
0.00366211 7.72346 7.38954	0 41.6252 3.06507
0.00390625 6.03702 7.81609	0 39.2146 3.48822
0.00415039 7.65888 8.25344	0 56.1273 3.98763
0.00439453 9.23941 8.70099	0 80.5135 4.56158
0.00463867 8.38242 9.15697	0 62.1427 5.20125
0.00488281 8.79928 9.61824	0 104.793 5.89075
0.00512695 10.9006 10.0803	0 144.016 6.60848
0.00537109 11.151 10.5375	0 97.7605 7.32971
0.00561523 10.9489 10.9835	0 120.305 8.02901
0.00585938 11.2048 11.4118	0 121.006 8.68223
0.00610352 12.8213 11.8161	0 136.425 9.26907
0.00634766 11.8234 12.1909	0 146.413 9.77815
0.0065918 14.9004 12.5321	0 229.329 10.2153
0.00683594 11.9385 12.8364	0 152.828 10.6117
0.00708008 15.4727 13.1019	0 252.689 11.0252
0.00732422 13.5154 13.3277	0 156.849 11.5285
0.00756836 12.7517 13.513	0 117.251 12.1841
0.0078125 13.2016 13.6577	0 149.823 13.0159
0.00805664 15.7428 13.7613	0 217.418 13.9889
0.00830078 14.1862 13.8236	0 237.627 15.0093
0.00854492 13.5317 13.8445	0 174.44 15.9455
0.00878906 15.3585 13.8244	0 212.717 16.662
0.0090332 13.6425 13.7651	0 245.513 17.0548
0.00927734 15.1942 13.67	0 255.402 17.0757
0.00952148 14.2276 13.5444	0 148.803 16.7409
0.00976562 14.5355 13.3955	0 227.794 16.1243
0.0100098 11.812 13.2323	0 131.794 15.3366
0.0102539 13.8124 13.0646	0 226.294 14.498
0.010498 12.1602 12.9023	0 137.531 13.7114
0.0107422 12.4066 12.7543	0 93.3489 13.0426
0.0109863 10.9312 12.628	0 169.352 12.5148
0.0112305 11.9459 12.528	0 200.771 12.117
0.0114746 13.0245 12.4565	0 157.138 11.8227
0.0117188 11.0232 12.4131	0 111.987 11.6078
0.0119629 11.6805 12.3951	0 124.794 11.4607
0.012207 12.2816 12.3982	0 160.467 11.3822
0.0124512 13.3676 12.4176	0 221.942 11.3763
0.0126953 12.4175 12.4481	0 108.692 11.4401
0.0129395 13.5094 12.4853	0 158.954 11.5579
0.0131836 11.3172 12.5256	0 125.809 11.7001
0.0134277 11.9673 12.5666	0 131.772 11.8278
0.0136719 14.2405 12.6069	0 174.317 11.9009
0.013916 11.2346 12.6461	0 118.825 11.8869
0.0141602 13.374 12.6841	0 148.133 11.7711
0.0144043 14.2304 12.7215	0 198.735 11.5648
0.0146484 11.2693 12.7587	0 160.42 11.3089
0.0148926 12.1477 12.796	0 179.188 11.0693
0.0151367 12.9699 12.8333	0 166.555 10.9235
0.0153809 11.709 12.8703	0 123.9 10.9395
0.015625 15.9797 12.9063	0 189.426 11.1548
