0 0 1.92405	0 0 0.411137
0.000244141 3.45852 2.29775	0 12.9032 0.538959
0.000488281 3.91404 2.68474	0 14.5173 0.675455
0.000732422 4.0153 3.07632	0 12.531 0.813918
0.000976562 4.3151 3.46558	0 18.879 0.949254
0.0012207 4.19078 3.84826	0 14.7798 1.07947
0.00146484 3.69677 4.22304	0 15.8994 1.20617
0.00170898 4.63732 4.59145	0 13.3476 1.33384
0.00195312 4.83857 4.95728	0 20.5585 1.46849
0.00219727 5.67273 5.3257	0 23.6766 1.61641
0.00244141 5.28181 5.70241	0 23.5023 1.78376
0.00268555 5.02195 6.09279	0 22.3313 1.97734
0.00292969 6.90657 6.5012	0 52.5235 2.20581
0.00317383 5.73233 6.93058	0 30.863 2.48023
0.00341797 7.27427 7.38215	0 55.2847 2.81285
0.00366211 7.07017 7.85535	0 43.6739 3.214
0.00390625 8.91227 8.34792	0 71.4938 3.68789
0.00415039 9.01785 8.85608	0 107.898 4.22954
0.00439453 8.55727 9.37487	0 61.1041 4.82515
0.00463867 8.51626 9.89862	0 84.364 5.45696
0.00488281 10.8653 10.4215	0 136.663 6.11169
0.00512695 12.6386 10.938	0 230.007 6.78894
0.00537109 11.5065 11.4438	0 116.452 7.50564
0.00561523 12.5827 11.9357	0 126.364 8.29404
0.00585938 13.8441 12.4125	0 159.649 9.19433
0.00610352 11.7099 12.8742	0 171.202 10.2449
0.00634766 13.235 13.3218	0 152.142 11.4734
0.0065918 13.5493 13.7569	0 280.623 12.8884
0.00683594 14.9797 14.1806	0 212.004 14.4718
0.00708008 14.0721 14.5925	0 224.667 16.1721
0.00732422 17.4935 14.9906	0 203.021 17.9019
0.00756836 11.9685 15.3706	0 146.963 19.5452
0.0078125 15.6367 15.7262	0 329.232 20.9755
0.00805664 15.8843 16.0499	0 259.115 22.0801
0.00830078 17.3806 16.3343	0 370.964 22.7829
0.00854492 20.5677 16.5729	0 385.275 23.0579
0.00878906 17.4818 16.7621	0 236.791 22.9311
0.0090332 19.1962 16.9014	0 278.388 22.4732
0.00927734 16.1156 16.9943	0 311.271 21.7861
0.00952148 16.9905 17.0476	0 207.761 20.9867
0.00976562 17.584 17.0703	0 280.829 20.1885
0.0100098 18.1492 17.0728	0 440.913 19.4864
0.0102539 15.7796 17.0643	0 223.343 18.9459
0.010498 15.8621 17.0524	0 332.352 18.6023
0.0107422 16.774 17.041	0 267.475 18.4668
0.0109863 14.9757 17.0304	0 180.575 18.5353
0.0112305 20.5892 17.0176	0 419.309 18.7927
0.0114746 14.7351 16.9965	0 190.092 19.2098
0.0117188 17.036 16.9598	0 249.487 19.7359
0.0119629 17.8015 16.9007	0 319.337 20.2962
0.012207 17.4638 16.8138	0 287.239 20.8001
0.0124512 19.5935 16.6974	0 466.289 21.1605
0.0126953 17.9064 16.5535	0 270.645 21.3137
0.0129395 17.4022 16.3882	0 247.498 21.2323
0.0131836 14.7619 16.2111	0 441.497 20.9234
0.0134277 14.8889 16.0338	0 327.305 20.4201
0.0136719 14.9155 15.8688	0 230.165 19.772
0.013916 15.4253 15.7278	0 274.286 19.0421
0.0141602 14.37 15.6204	0 254.08 18.3073
0.0144043 15.618 15.5531	0 226.727 17.6562
0.0146484 13.7826 15.5295	0 139.972 17.1788
0.0148926 15.2759 15.5497	0 186.317 16.9517
0.0151367 14.8163 15.6112	0 213.378 17.0236
0.0153809 16.2487 15.7091	0 303.893 17.4098
0.015625 15.9703 15.8371	0 210.669 18.0961
0.0158691 13.8118 15.988	0 166.743 19.0462
0.0161133 15.707 16.1541	0 384.674 20.2072
0.0163574 17.876 16.3284	0 269.248 21.5075
0.0166016 16.3399 16.5041	0 317.467 22.8534
0.0168457 18.8456 16.6754	0 356.324 24.128
0.0170898 16.7863 16.8377	0 240.035 25.2018
0.017334 14.6983 16.987	0 199.496 25.9536
0.0175781 18.492 17.1206	0 282.565 26.2958
0.0178223 17.1317 17.2367	0 365.299 26.1958
0.0180664 16.4063 17.3343	0 244.659 25.6842
0.0183105 18.917 17.4136	0 304.542 24.8447
0.0185547 20.193 17.4759	0 511.779 23.7914
