0 0 1.12673	0 0 0.110261
0.000244141 2.52526 1.33987	0 6.17415 0.138891
0.000488281 2.58909 1.5611	0 5.97964 0.170275
0.000732422 1.998 1.78668	0 4.5668 0.205746
0.000976562 2.21728 2.01421	0 4.53602 0.24775
0.0012207 1.83189 2.24293	0 4.6899 0.299392
0.00146484 2.6064 2.47389	0 5.91078 0.36375
0.00170898 2.41957 2.70977	0 6.12032 0.443249
0.00195312 2.95109 2.95461	0 7.14021 0.539346
0.00219727 3.14775 3.21334	0 10.4943 0.65262
0.00244141 2.83874 3.4914	0 7.54158 0.783221
0.00268555 3.66249 3.7943	0 14.7695 0.931645
0.00292969 3.52794 4.12726	0 10.55 1.09983
0.00317383 3.64906 4.49489	0 10.6369 1.29258
0.00341797 5.06343 4.90087	0 26.4253 1.51898
0.00366211 4.17828 5.34764	0 18.7107 1.7932
0.00390625 4.55512 5.83611	0 17.3032 2.13352
0.00415039 6.60971 6.36542	0 33.388 2.55908
0.00439453 6.31731 6.93277	0 37.4458 3.08452
0.00463867 6.35027 7.53337	0 36.2905 3.71429
0.00488281 7.38775 8.16053	0 47.0314 4.43939
0.00512695 9.18859 8.80594	0 108.65 5.23905
0.00537109 10.0734 9.46003	0 117.373 6.08752
0.00561523 9.57687 10.1124	0 98.9652 6.96352
0.00585938 10.4779 10.7524	0 100.624 7.85714
0.00610352 13.3259 11.3693	0 170.157 8.7693
0.00634766 12.3613 11.9531	0 126.68 9.70213
0.0065918 14.4564 12.4944	0 148.418 10.6442
0.00683594 11.2907 12.9853	0 114.212 11.559
0.00708008 14.7038 13.419	0 208.762 12.3843
0.00732422 13.2766 13.791	0 193.629 13.049
0.00756836 17.4178 14.0987	0 344.303 13.4992
0.0078125 16.5533 14.3419	0 257.89 13.7258
0.00805664 15.1827 14.5225	0 194.764 13.7763
0.00830078 15.4867 14.6444	0 164.244 13.7432
0.00854492 13.7048 14.7123	0 199.82 13.7318
0.00878906 16.4333 14.7315	0 262.59 13.8191
0.0090332 14.7151 14.7068	0 188.429 14.0234
0.00927734 11.6124 14.6424	0 100.206 14.2977
0.00952148 15.4214 14.5417	0 283.575 14.5494
0.00976562 16.5461 14.4082	0 345.849 14.6758
0.0100098 15.7001 14.2454	0 259.252 14.5977
0.0102539 16.3531 14.0581	0 330.636 14.2787
0.010498 14.0573 13.8522	0 190.047 13.7248
0.0107422 12.0157 13.6348	0 113.677 12.9732
0.0109863 12.4915 13.4138	0 244.652 12.0798
0.0112305 12.0683 13.1971	0 209.604 11.1124
0.0114746 13.4843 12.9917	0 159.075 10.1484
0.0117188 12.0884 12.8033	0 165.919 9.27011
0.0119629 12.0923 12.6365	0 140.366 8.55277
0.012207 12.5159 12.494	0 125.482 8.04875
0.0124512 13.3882 12.3774	0 135.417 7.77359
0.0126953 11.4781 12.2875	0 107.294 7.70195
0.0129395 10.975 12.2242	0 96.3381 7.77615
0.0131836 12.2481 12.1866	0 148.136 7.92468
0.0134277 12.0306 12.1731	0 136.194 8.08419
0.0136719 11.0618 12.181	0 87.01 8.21747
0.013916 11.6432 12.2071	0 167.539 8.32066
0.0141602 11.452 12.2474	0 116.117 8.41721
0.0144043 13.8162 12.2976	0 155.984 8.54098
0.0146484 12.8895 12.3539	0 222.425 8.71629
0.0148926 12.3613 12.4132	0 157.848 8.94471
0.0151367 12.0669 12.4736	0 140.129 9.20517
0.0153809 12.8894 12.5347	0 125.896 9.46694
0.015625 12.2521 12.5972	0 163.962 9.70844
0.0158691 14.3306 12.6628	0 226.164 9.93137
0.0161133 11.6908 12.7334	0 171.487 10.1624
0.0163574 11.302 12.8107	0 165.729 10.441
0.0166016 12.0837 12.896	0 126.751 10.7987
0.0168457 13.7764 12.9894	0 152.781 11.2412
0.0170898 13.7932 13.0899	0 163.953 11.7402
0.017334 12.9463 13.1961	0 180.849 12.2406
0.0175781 12.4015 13.3057	0 156.242 12.6792
0.0178223 13.4922 13.4166	0 177.932 13.0064
0.0180664 14.2053 13.5269	0 234.303 13.2005
0.0183105 14.1484 13.6355	0 207.133 13.2708
0.0185547 14.1061 13.7417	0 233.769 13.2489
0.0187988 13.8378 13.8456	0 146.226 13.1765
0.019043 12.5934 13.9477	0 144.261 13.097
0.0192871 14.7892 14.0484	0 207.048 13.0532
0.0195312 13.3521 14.1475	0 149.567 13.0886
0.0197754 16.1875 14.2442	0 238.471 13.2447
0.0200195 13.5369 14.3368	0 180.237 13.5511
0.0202637 12.6627 14.4228	0 167.278 14.0111
0.0205078 14.461 14.4991	0 288.368 14.5917
0.020752 15.2718 14.563	0 271.211 15.2265
0.0209961 16.5506 14.6125	0 203.758 15.8319
0.0212402 15.2044 14.6468	0 213.839 16.3315
0.0214844 16.264 14.6664	0 347.183 16.6751
0.0217285 14.2429 14.6733	0 225.69 16.8434
0.0219727 12.1741 14.6705	0 138.769 16.8376
0.0222168 16.3597 14.6614	0 280.219 16.6636
0.0224609 12.5519 14.649	0 206.771 16.3226
0.0227051 15.4103 14.6361	0 275.559 15.8157
0.0229492 14.5918 14.6245	0 197.1 15.1604
0.0231934 15.3825 14.6153	0 264.31 14.4063
0.0234375 15.4284 14.6089	0 261.687 13.6408
0.0236816 13.405 14.6053	0 142.619 12.9781
0.0239258 14.5678 14.6043	0 216.593 12.5327
0.0241699 14.4445 14.6059	0 189.874 12.387
0.0244141 14.2895 14.6098	0 165.969 12.5635
0.0246582 15.1469 14.6163	0 191.552 13.0125
0.0249023 13.5698 14.6257	0 184.25 13.62
0.0251465 15.379 14.6385	0 263.536 14.2366
0.0253906 15.6805 14.6555	0 199.539 14.7183
0.0256348 14.4984 14.6771	0 211.603 14.9679
0.0258789 14.8286 14.7033	0 196.678 14.9619
0.026123 14.3697 14.7336	0 253.494 14.7524
0.0263672 12.7979 14.7665	0 191.387 14.4442
0.0266113 12.3186 14.8003	0 176.492 14.1543
0.0268555 17.8513 14.8335	0 320.264 13.972
0.0270996 14.5588 14.8654	0 216.588 13.9364
0.0273438 17.2051 14.8978	0 219.978 14.0387
0.0275879 16.9994 14.9346	0 279.515 14.2437
0.027832 13.5854 14.9825	0 209.117 14.518
0.0280762 15.7154 15.0498	0 288.338 14.8468
0.0283203 11.0876 15.1459	0 108.312 15.2363
0.0285645 14.2128 15.2791	0 152.211 15.705
0.0288086 13.7456 15.4551	0 203.51 16.2748
0.0290527 17.29 15.676	0 262.909 16.9689
0.0292969 15.0164 15.9398	0 298.969 17.812
0.029541 15.3001 16.2395	0 261.336 18.8255
0.0297852 13.2627 16.565	0 217.479 20.0124
0.0300293 18.1963 16.9035	0 463.048 21.3374
0.0302734 18.7172 17.241	0 325.434 22.7122
0.0305176 19.097 17.5648	0 390.568 24.0011
0.0307617 18.4701 17.8638	0 451.366 25.0483
0.0310059 19.0438 18.1306	0 400.945 25.7226
0.03125 18.865 18.3612	0 414.493 25.9611
0.0314941 19.1422 18.5557	0 313.863 25.7976
0.0317383 21.005 18.7175	0 462.443 25.3622
0.0319824 16.4716 18.8524	0 237.803 24.8521
0.0322266 19.028 18.9679	0 296.058 24.4807
0.0324707 19.6496 19.0719	0 312.681 24.4217
0.0327148 20.3393 19.1719	0 500.346 24.7643
0.032959 17.3838 19.2745	0 255.706 25.4945
0.0332031 18.0491 19.3852	0 378.417 26.5074
0.0334473 22.1384 19.5084	0 499.256 27.6427
0.0336914 17.0538 19.648	0 252.437 28.7326
0.0339355 19.3865 19.8076	0 374.685 29.6453
0.0341797 19.9422 19.9915	0 408.242 30.3146
