0 0 1.99724	0 0 0.509929
0.000244141 3.69996 2.40108	0 12.1438 0.689138
0.000488281 3.50099 2.82505	0 17.3732 0.890769
0.000732422 3.66506 3.26	0 18.836 1.10767
0.000976562 4.61015 3.69791	0 17.707 1.33373
0.0012207 4.26769 4.1327	0 20.2399 1.56548
0.00146484 4.69936 4.56076	0 18.4463 1.80222
0.00170898 4.91087 4.98096	0 21.5257 2.04484
0.00195312 5.66953 5.3944	0 22.1672 2.29431
0.00219727 5.36954 5.80389	0 28.6643 2.55142
0.00244141 5.82281 6.21329	0 27.9225 2.81835
0.00268555 7.32069 6.62695	0 48.7467 3.102
0.00292969 6.82519 7.04912	0 47.9422 3.417
0.00317383 6.92039 7.48354	0 66.3299 3.78656
0.00341797 7.41247 7.93293	0 52.1599 4.2392
0.00366211 8.60835 8.39865	0 79.1481 4.80177
0.00390625 8.25505 8.88031	0 52.0243 5.49033
0.00415039 9.30379 9.37556	0 76.295 6.30232
0.00439453 8.69676 9.88006	0 92.7468 7.21291
0.00463867 10.4302 10.3877	0 137.973 8.17743
0.00488281 11.3185 10.8914	0 126.287 9.14001
0.00512695 10.625 11.3833	0 112.578 10.0461
0.00537109 12.6341 11.8566	0 143.959 10.8554
0.00561523 13.8537 12.3057	0 263.361 11.5518
0.00585938 15.002 12.7269	0 341.377 12.1454
0.00610352 14.1136 13.1184	0 171.466 12.6663
0.00634766 13.7321 13.4798	0 245.831 13.1522
0.0065918 12.9046 13.8113	0 145.896 13.6334
0.00683594 12.4332 14.1128	0 153.124 14.1242
0.00708008 13.5143 14.383	0 152.277 14.624
0.00732422 14.5357 14.6194	0 273.715 15.1281
0.00756836 17.2165 14.8184	0 340.935 15.6413
0.0078125 17.2961 14.9763	0 308.642 16.1843
0.00805664 16.3849 15.0902	0 198.201 16.7843
0.00830078 16.4949 15.1589	0 231.104 17.4538
0.00854492 14.3189 15.1838	0 201.458 18.1671
0.00878906 14.2225 15.1691	0 225.125 18.8514
0.0090332 16.4186 15.1216	0 243.26 19.4012
0.00927734 16.6529 15.0501	0 309.784 19.7133
0.00952148 15.0576 14.9644	0 228.555 19.7279
0.00976562 14.2587 14.8747	0 169.163 19.457
0.0100098 14.2134 14.7902	0 262.976 18.9877
0.0102539 13.2464 14.7181	0 176.808 18.4586
0.010498 15.632 14.6636	0 232.716 18.0183
0.0107422 11.826 14.6288	0 127.305 17.7823
0.0109863 14.4157 14.6131	0 128.947 17.8014
0.0112305 16.1306 14.6139	0 293.811 18.0502
0.0114746 13.4543 14.6266	0 149.878 18.4374
0.0117188 15.9871 14.6463	0 298.444 18.8332
0.0119629 12.6598 14.6679	0 143.342 19.1069
0.012207 17.3098 14.6873	0 341 19.1661
0.0124512 15.316 14.7017	0 306.261 18.9857
0.0126953 14.4602 14.7094	0 209.641 18.6154
0.0129395 14.2843 14.7102	0 181.652 18.1618
0.0131836 13.7446 14.7048	0 177.355 17.7483
0.0134277 14.2833 14.695	0 187.813 17.4686
0.0136719 14.2515 14.6826	0 192.459 17.3543
0.013916 17.8377 14.6704	0 301.753 17.3703
0.0141602 14.9264 14.6607	0 303.23 17.4381
0.0144043 12.9427 14.6562	0 170.45 17.4749
0.0146484 13.6404 14.6588	0 149.863 17.4278
0.0148926 15.7422 14.6696	0 305.517 17.2899
0.0151367 13.1942 14.6886	0 154.671 17.0918
0.0153809 13.0155 14.7142	0 154.215 16.8795
0.015625 16.6465 14.7437	0 344.69 16.6893
0.0158691 16.0602 14.7731	0 291.172 16.5334
0.0161133 13.6311 14.7983	0 168.64 16.3984
0.0163574 14.0035 14.8159	0 234.685 16.2561
0.0166016 16.3691 14.8238	0 299.431 16.0792
0.0168457 14.8991 14.8221	0 318.527 15.8562
0.0170898 14.4277 14.8135	0 146.127 15.6001
0.017334 18.4455 14.803	0 343.735 15.348
0.0175781 15.21 14.7973	0 206.292 15.1507
0.0178223 12.1841 14.8033	0 115.025 15.0575
0.0180664 12.7259 14.8273	0 129.734 15.1008
0.0183105 13.0267 14.8732	0 205.215 15.2872
0.0185547 14.6073 14.9421	0 201.241 15.5974
0.0187988 14.5438 15.0317	0 269.22 15.9924
0.019043 17.1216 15.1369	0 317.031 16.4221
0.0192871 15.2753 15.2506	0 211.03 16.832
0.0195312 14.5999 15.365	0 235.21 17.1674
0.0197754 15.4627 15.4727	0 224.514 17.376
0.0200195 17.9154 15.5684	0 343.892 17.4115
0.0202637 16.0982 15.6492	0 261.304 17.2405
