0 0 2.14747	0 0 0.503174
0.000244141 3.80908 2.5708	0 12.3954 0.670685
0.000488281 4.24065 3.01296	0 13.242 0.85869
0.000732422 4.63643 3.46549	0 35.7215 1.06271
0.000976562 4.62573 3.92189	0 17.5583 1.27965
0.0012207 4.61646 4.37829	0 22.6098 1.50896
0.00146484 4.70329 4.83355	0 22.4325 1.75306
0.00170898 4.98582 5.28873	0 28.9137 2.01724
0.00195312 4.76222 5.74622	0 29.1217 2.30897
0.00219727 5.93088 6.20866	0 42.5458 2.63678
0.00244141 6.79664 6.67797	0 35.5723 3.00909
0.00268555 5.80508 7.15473	0 21.5029 3.43305
0.00292969 8.29049 7.638	0 57.7325 3.91394
0.00317383 7.67845 8.12544	0 53.9269 4.45498
0.00341797 8.98311 8.61385	0 73.381 5.05715
0.00366211 10.8096 9.09971	0 83.8326 5.71817
0.00390625 9.17964 9.57989	0 100.94 6.43098
0.00415039 9.52922 10.0521	0 68.7057 7.1832
0.00439453 9.41887 10.5152	0 86.903 7.95969
0.00463867 12.2451 10.9697	0 127.577 8.74916
0.00488281 13.6603 11.4172	0 208.527 9.55233
0.00512695 9.92573 11.8603	0 92.4757 10.3868
0.00537109 13.1327 12.3021	0 146.956 11.2837
0.00561523 12.9732 12.7457	0 138.621 12.2757
0.00585938 11.3176 13.1925	0 150.129 13.3804
0.00610352 15.3273 13.6422	0 212.451 14.5867
0.00634766 10.597 14.0921	0 102.54 15.8511
0.0065918 16.5117 14.5363	0 370.824 17.1058
0.00683594 14.1933 14.9668	0 131.377 18.2773
0.00708008 15.5466 15.3742	0 266.519 19.3086
0.00732422 15.7258 15.7488	0 232.352 20.1752
0.00756836 18.578 16.0825	0 306.658 20.8885
0.0078125 18.2942 16.37	0 402.762 21.4829
0.00805664 18.7807 16.6099	0 352.418 21.9936
0.00830078 18.278 16.8051	0 304.475 22.438
0.00854492 15.9546 16.962	0 377.231 22.8108
0.00878906 15.696 17.0896	0 333.883 23.0956
0.0090332 18.0807 17.198	0 368.528 23.2821
0.00927734 16.2709 17.2962	0 236.638 23.3748
0.00952148 18.5107 17.3909	0 262.709 23.3849
0.00976562 15.1616 17.4854	0 236.382 23.3141
0.0100098 18.1642 17.5792	0 350.688 23.1422
0.0102539 15.2006 17.6686	0 254.208 22.8324
0.010498 20.1396 17.7474	0 563.294 22.3533
0.0107422 17.1265 17.8085	0 311.016 21.7042
0.0109863 21.8546 17.8456	0 339.665 20.9294
0.0112305 17.7056 17.8543	0 315.545 20.114
0.0114746 17.526 17.8332	0 234.799 19.3637
0.0117188 17.7804 17.7841	0 227.155 18.7795
0.0119629 20.0613 17.7117	0 368.885 18.4354
0.012207 17.8042 17.623	0 307.552 18.3648
0.0124512 17.0137 17.526	0 299.098 18.5563
0.0126953 16.5062 17.4287	0 248.641 18.9576
0.0129395 13.9805 17.3381	0 182.148 19.4876
0.0131836 16.8892 17.2595	0 271.915 20.0557
0.0134277 18.6786 17.1967	0 280.731 20.5815
0.0136719 19.7082 17.1513	0 325.998 21.0097
0.013916 17.3809 17.1234	0 310.107 21.3121
0.0141602 14.8851 17.1116	0 266.907 21.4805
0.0144043 14.9775 17.1135	0 313.479 21.5166
0.0146484 16.6767 17.1256	0 294.945 21.4278
0.0148926 18.0395 17.1443	0 304.892 21.231
0.0151367 15.885 17.166	0 269.149 20.9602
0.0153809 19.115 17.1883	0 291.378 20.6698
0.015625 19.8419 17.2099	0 552.994 20.4319
0.0158691 17.4543 17.2317	0 218.683 20.3256
0.0161133 16.3484 17.2564	0 268.115 20.423
0.0163574 15.131 17.288	0 182.223 20.7745
0.0166016 17.98 17.3317	0 318.649 21.3942
0.0168457 15.9618 17.3923	0 264.442 22.2484
0.0170898 16.8724 17.4739	0 190.394 23.2539
0.017334 19.3586 17.5791	0 389.501 24.2898
0.0175781 14.9517 17.7085	0 192.718 25.2249
0.0178223 19.4467 17.8607	0 384.268 25.9546
0.0180664 17.3363 18.0321	0 300.245 26.435
0.0183105 17.6689 18.2175	0 455.919 26.7015
0.0185547 16.8854 18.4101	0 187.946 26.8611
0.0187988 19.7414 18.6026	0 370.344 27.0608
0.019043 17.9596 18.7882	0 326.072 27.4414
0.0192871 20.7156 18.9612	0 438.444 28.0923
0.0195312 18.6333 19.1182	0 249.242 29.0241
0.0197754 22.5851 19.2586	0 641.091 30.1631
0.0200195 19.837 19.3849	0 563.317 31.3695
