0 0 3.21858	0 0 1.58078
0.000244141 6.3143 3.85756	0 35.8417 2.17741
0.000488281 5.72405 4.52452	0 33.3119 2.88074
0.000732422 6.2065 5.20441	0 45.4894 3.67463
0.000976562 7.42824 5.8842	0 79.8793 4.53496
0.0012207 6.08076 6.55419	0 49.4285 5.43166
0.00146484 6.68859 7.20876	0 42.9909 6.3324
0.00170898 8.79076 7.84631	0 110.965 7.2084
0.00195312 10.2452 8.46868	0 138.168 8.04202
0.00219727 7.70932 9.08009	0 57.0783 8.83406
0.00244141 9.49677 9.68586	0 79.4513 9.60727
0.00268555 9.38905 10.2913	0 104.993 10.4031
0.00292969 11.4715 10.9007	0 99.5016 11.272
0.00317383 10.5337 11.5168	0 110.473 12.2596
0.00341797 11.4655 12.1402	0 124.496 13.3955
0.00366211 14.1663 12.7696	0 134.78 14.6868
0.00390625 12.6784 13.4017	0 186.842 16.1194
0.00415039 13.4496 14.0314	0 206.151 17.6629
0.00439453 16.6804 14.6523	0 405.308 19.2814
0.00463867 13.879 15.2571	0 152.474 20.9469
0.00488281 15.0973 15.8379	0 196.114 22.6573
0.00512695 18.0861 16.3873	0 488.724 24.4523
0.00537109 17.7947 16.8988	0 254.143 26.4174
0.00561523 19.0672 17.3678	0 358.781 28.6688
0.00585938 16.8288 17.7921	0 236.971 31.3199
0.00610352 20.9462 18.1721	0 461.341 34.4453
0.00634766 20.136 18.5115	0 352.972 38.0632
0.0065918 18.6446 18.8161	0 331.231 42.1478
0.00683594 17.5479 19.0935	0 374.272 46.669
0.00708008 19.0241 19.3519	0 513.473 51.6345
0.00732422 21.2531 19.5993	0 495.525 57.1036
0.00756836 18.0149 19.842	0 406.701 63.1526
0.0078125 22.1032 20.0845	0 503.197 69.7945
0.00805664 18.5907 20.3288	0 596.115 76.8885
0.00830078 18.1495 20.5749	0 438.966 84.0861
0.00854492 20.634 20.8215	0 771.032 90.8585
0.00878906 21.5808 21.066	0 477.446 96.6083
0.0090332 27.1092 21.306	0 979.761 100.832
0.00927734 21.7643 21.5387	0 325.671 103.262
0.00952148 19.5254 21.7615	0 438.389 103.929
0.00976562 20.5691 21.9713	0 515.586 103.119
0.0100098 18.3755 22.1643	0 275.286 101.248
0.0102539 26.2116 22.3361	0 751.682 98.7214
0.010498 22.3401 22.4816	0 663.076 95.8267
0.0107422 24.9094 22.5959	0 1103.06 92.7056
0.0109863 23.2805 22.6751	0 644.844 89.3904
0.0112305 21.7698 22.7179	0 731.759 85.8788
0.0114746 24.8463 22.7258	0 543.521 82.2016
0.0117188 25.2388 22.7039	0 605.22 78.4612
0.0119629 22.4753 22.6601	0 396.697 74.8299
0.012207 22.0596 22.6047	0 419.142 71.5195
0.0124512 19.7022 22.5484	0 315.468 68.7391
0.0126953 22.973 22.5011	0 663.022 66.6579
0.0129395 23.5861 22.4706	0 460.363 65.3864
0.0131836 20.4783 22.4615	0 453.129 64.9777
0.0134277 18.5863 22.4752	0 418.15 65.4435
