0.0 1.0 1.0 1.0 1.0 1.0 1.0
0.5 6.0 6.0 5.0 5.0 5.0 8.0
1.0 6.0 6.0 5.0 5.0 5.0 8.0
1.5 6.0 6.0 5.0 5.0 5.0 8.0
2.0 6.0 6.0 5.0 5.0 5.0 8.0
2.5 6.0 6.0 5.0 5.0 5.0 8.0
3.0 6.0 6.0 5.0 5.0 5.0 8.0
3.5 6.0 6.0 5.0 5.0 5.0 8.0
4.0 6.0 6.0 5.0 5.0 5.0 8.0
4.5 6.0 6.0 5.0 5.0 5.0 8.0
5.0 6.0 6.0 5.0 5.0 5.0 8.0
5.5 6.0 6.0 5.0 5.0 5.0 8.0
6.0 6.0 6.0 5.0 5.0 5.0 8.0
6.5 6.0 6.0 5.0 5.0 5.0 8.0
7.0 6.0 6.0 5.0 5.0 5.0 8.0
7.5 6.0 6.0 5.0 5.0 5.0 8.0
8.0 6.0 6.0 5.0 5.0 5.0 8.0
8.5 6.0 6.0 5.0 5.0 5.0 8.0
9.0 6.0 6.0 5.0 5.0 5.0 8.0
9.5 6.0 6.0 5.0 5.0 5.0 8.0
10.0 6.0 6.0 5.0 5.0 5.0 8.0
10.5 6.0 6.0 5.0 5.0 5.0 8.0
11.0 6.0 6.0 5.0 5.0 5.0 8.0
11.5 6.0 6.0 5.0 5.0 5.0 8.0
12.0 6.0 6.0 6.0 5.0 5.0 8.0
12.5 6.0 6.0 6.0 5.0 5.0 8.0
13.0 6.0 6.0 6.0 5.0 5.0 8.0
13.5 6.0 6.0 6.0 5.0 5.0 8.0
14.0 6.0 6.0 6.0 5.0 5.0 8.0
14.5 6.0 7.0 6.0 5.0 5.0 8.0
15.0 6.0 7.0 6.0 5.0 7.0 8.0
15.5 7.0 7.0 6.0 5.0 8.0 8.0
16.0 7.0 7.0 6.0 5.0 8.0 8.0
16.5 7.0 7.0 6.0 5.0 8.0 8.0
17.0 7.0 7.0 6.0 5.0 9.0 8.0
17.5 7.0 7.0 6.0 5.0 11.0 8.0
18.0 7.0 7.0 6.0 5.0 11.0 8.0
18.5 8.0 7.0 6.0 5.0 11.0 8.0
19.0 8.0 8.0 7.0 5.0 11.0 8.0
19.5 8.0 8.0 8.0 5.0 11.0 8.0
20.0 8.0 8.0 9.0 5.0 11.0 8.0
20.5 8.0 8.0 9.0 5.0 11.0 8.0
21.0 8.0 8.0 9.0 6.0 12.0 8.0
21.5 8.0 8.0 9.0 7.0 12.0 8.0
22.0 8.0 10.0 9.0 8.0 12.0 8.0
22.5 8.0 10.0 9.0 8.0 12.0 8.0
23.0 10.0 10.0 9.0 8.0 13.0 8.0
23.5 10.0 10.0 9.0 9.0 13.0 10.0
24.0 10.0 10.0 9.0 9.0 13.0 11.0
24.5 10.0 10.0 10.0 9.0 14.0 12.0
25.0 11.0 10.0 10.0 9.0 15.0 13.0
25.5 11.0 10.0 10.0 9.0 15.0 13.0
26.0 11.0 10.0 11.0 9.0 15.0 13.0
26.5 11.0 10.0 11.0 10.0 16.0 13.0
27.0 11.0 10.0 11.0 10.0 16.0 13.0
27.5 11.0 11.0 11.0 10.0 16.0 13.0
28.0 11.0 12.0 11.0 10.0 16.0 13.0
28.5 11.0 12.0 11.0 10.0 16.0 13.0
29.0 11.0 12.0 11.0 11.0 17.0 13.0
29.5 11.0 12.0 11.0 11.0 17.0 14.0
30.0 11.0 12.0 12.0 11.0 17.0 14.0
30.5 12.0 13.0 12.0 12.0 17.0 14.0
31.0 12.0 13.0 12.0 13.0 17.0 14.0
31.5 12.0 13.0 14.0 13.0 17.0 15.0
32.0 12.0 13.0 14.0 13.0 18.0 16.0
32.5 12.0 17.0 14.0 15.0 18.0 16.0
33.0 12.0 17.0 14.0 14.0 18.0 16.0
33.5 12.0 17.0 14.0 17.0 18.0 16.0
34.0 13.0 17.0 14.0 15.0 19.0 16.0
34.5 13.0 17.0 14.0 13.0 18.0 16.0
35.0 13.0 17.0 14.0 13.0 19.0 16.0
35.5 14.0 17.0 14.0 13.0 19.0 17.0
36.0 14.0 17.0 15.0 13.0 19.0 17.0
36.5 14.0 17.0 15.0 13.0 19.0 17.0
37.0 14.0 17.0 15.0 13.0 19.0 17.0
37.5 14.0 17.0 15.0 15.0 20.0 17.0
38.0 14.0 17.0 15.0 16.0 20.0 17.0
38.5 15.0 17.0 15.0 16.0 20.0 17.0
39.0 15.0 17.0 15.0 16.0 20.0 18.0
39.5 16.0 17.0 15.0 16.0 20.0 18.0
40.0 16.0 17.0 15.0 16.0 21.0 18.0
40.5 18.0 17.0 15.0 18.0 21.0 18.0
41.0 18.0 17.0 15.0 18.0 21.0 18.0
41.5 18.0 17.0 15.0 19.0 21.0 18.0
42.0 18.0 17.0 15.0 19.0 23.0 18.0
42.5 18.0 17.0 16.0 19.0 23.0 20.0
43.0 18.0 18.0 16.0 19.0 23.0 20.0
43.5 20.0 18.0 16.0 20.0 24.0 20.0
44.0 20.0 18.0 16.0 20.0 24.0 20.0
44.5 20.0 19.0 17.0 20.0 23.0 20.0
45.0 20.0 19.0 17.0 22.0 23.0 20.0
45.5 21.0 19.0 17.0 22.0 23.0 20.0
46.0 22.0 19.0 18.0 24.0 25.0 20.0
46.5 22.0 20.0 19.0 24.0 25.0 20.0
47.0 22.0 21.0 19.0 25.0 25.0 20.0
47.5 25.0 22.0 19.0 25.0 27.0 21.0
48.0 25.0 22.0 20.0 25.0 27.0 22.0
48.5 25.0 22.0 20.0 25.0 27.0 22.0
49.0 25.0 22.0 22.0 25.0 26.0 22.0
49.5 25.0 22.0 22.0 25.0 27.0 22.0
50.0 25.0 24.0 22.0 25.0 27.0 25.0
50.5 25.0 24.0 22.0 26.0 27.0 25.0
51.0 25.0 25.0 22.0 24.0 27.0 26.0
51.5 26.0 23.0 22.0 24.0 29.0 26.0
52.0 26.0 23.0 23.0 24.0 29.0 26.0
52.5 26.0 23.0 24.0 24.0 29.0 26.0
53.0 26.0 23.0 24.0 25.0 29.0 26.0
53.5 27.0 23.0 25.0 25.0 30.0 26.0
54.0 27.0 22.0 26.0 25.0 30.0 26.0
54.5 28.0 22.0 26.0 25.0 30.0 26.0
55.0 28.0 22.0 27.0 25.0 29.0 26.0
55.5 28.0 23.0 27.0 24.0 29.0 26.0
56.0 28.0 23.0 27.0 24.0 29.0 26.0
56.5 28.0 23.0 27.0 24.0 29.0 26.0
57.0 28.0 23.0 27.0 23.0 29.0 26.0
57.5 29.0 23.0 27.0 24.0 30.0 27.0
58.0 29.0 23.0 27.0 25.0 30.0 28.0
58.5 28.0 23.0 27.0 25.0 30.0 28.0
59.0 28.0 23.0 27.0 25.0 31.0 28.0
59.5 28.0 23.0 27.0 25.0 31.0 28.0
60.0 26.0 24.0 28.0 25.0 31.0 28.0
60.5 26.0 25.0 28.0 25.0 31.0 26.0
61.0 27.0 25.0 28.0 25.0 31.0 26.0
61.5 27.0 25.0 28.0 25.0 31.0 27.0
62.0 27.0 26.0 28.0 25.0 33.0 27.0
62.5 27.0 26.0 29.0 27.0 33.0 27.0
63.0 27.0 26.0 30.0 29.0 34.0 27.0
63.5 27.0 26.0 30.0 29.0 34.0 27.0
64.0 28.0 26.0 31.0 27.0 34.0 28.0
64.5 28.0 26.0 31.0 27.0 34.0 28.0
65.0 28.0 26.0 31.0 27.0 34.0 31.0
65.5 29.0 26.0 31.0 27.0 34.0 31.0
66.0 29.0 26.0 32.0 28.0 34.0 31.0
66.5 30.0 26.0 33.0 28.0 34.0 29.0
67.0 30.0 26.0 33.0 28.0 34.0 29.0
67.5 30.0 26.0 33.0 28.0 34.0 29.0
68.0 30.0 26.0 33.0 28.0 35.0 29.0
68.5 31.0 26.0 33.0 28.0 35.0 29.0
69.0 31.0 26.0 33.0 28.0 35.0 29.0
69.5 31.0 26.0 33.0 28.0 35.0 30.0
70.0 31.0 26.0 33.0 28.0 35.0 30.0
70.5 31.0 26.0 34.0 28.0 35.0 30.0
71.0 31.0 26.0 34.0 28.0 35.0 30.0
71.5 32.0 26.0 34.0 28.0 36.0 31.0
72.0 32.0 26.0 34.0 28.0 36.0 31.0
72.5 32.0 26.0 34.0 28.0 36.0 31.0
73.0 32.0 27.0 33.0 28.0 36.0 33.0
73.5 32.0 27.0 33.0 28.0 36.0 33.0
74.0 32.0 27.0 34.0 28.0 35.0 34.0
74.5 32.0 27.0 35.0 28.0 37.0 34.0
75.0 32.0 27.0 35.0 28.0 37.0 34.0
75.5 32.0 27.0 35.0 28.0 37.0 34.0
76.0 33.0 27.0 35.0 28.0 39.0 35.0
76.5 32.0 27.0 37.0 28.0 39.0 34.0
