0.0 1.0 1.0 1.0 1.0 1.0 1.0
0.5 5.0 6.0 6.0 5.0 6.0 8.0
1.0 5.0 6.0 6.0 5.0 6.0 8.0
1.5 5.0 6.0 6.0 5.0 6.0 8.0
2.0 5.0 6.0 6.0 5.0 6.0 8.0
2.5 5.0 6.0 6.0 5.0 6.0 8.0
3.0 5.0 6.0 6.0 5.0 6.0 8.0
3.5 5.0 6.0 6.0 5.0 6.0 8.0
4.0 5.0 6.0 6.0 5.0 6.0 8.0
4.5 5.0 6.0 6.0 5.0 6.0 8.0
5.0 5.0 6.0 6.0 5.0 6.0 8.0
5.5 5.0 6.0 6.0 5.0 6.0 8.0
6.0 5.0 6.0 6.0 5.0 6.0 8.0
6.5 5.0 6.0 6.0 5.0 6.0 8.0
7.0 5.0 6.0 6.0 5.0 6.0 8.0
7.5 5.0 6.0 6.0 5.0 6.0 8.0
8.0 5.0 6.0 6.0 5.0 6.0 8.0
8.5 5.0 6.0 6.0 5.0 6.0 8.0
9.0 5.0 7.0 6.0 5.0 6.0 8.0
9.5 5.0 7.0 6.0 5.0 6.0 8.0
10.0 5.0 7.0 6.0 5.0 6.0 8.0
10.5 5.0 7.0 7.0 5.0 6.0 8.0
11.0 5.0 7.0 7.0 5.0 6.0 8.0
11.5 5.0 7.0 7.0 5.0 6.0 8.0
12.0 5.0 7.0 7.0 5.0 6.0 8.0
12.5 5.0 8.0 7.0 5.0 6.0 8.0
13.0 5.0 8.0 7.0 5.0 6.0 8.0
13.5 5.0 8.0 7.0 5.0 6.0 8.0
14.0 5.0 8.0 7.0 5.0 6.0 8.0
14.5 5.0 8.0 7.0 5.0 6.0 8.0
15.0 6.0 8.0 7.0 5.0 6.0 8.0
15.5 6.0 9.0 7.0 5.0 6.0 8.0
16.0 6.0 9.0 7.0 5.0 6.0 8.0
16.5 6.0 11.0 7.0 5.0 6.0 8.0
17.0 6.0 9.0 7.0 5.0 8.0 8.0
17.5 7.0 9.0 9.0 5.0 9.0 9.0
18.0 8.0 9.0 9.0 5.0 9.0 9.0
18.5 8.0 9.0 9.0 5.0 9.0 9.0
19.0 8.0 9.0 9.0 5.0 9.0 10.0
19.5 9.0 9.0 9.0 7.0 9.0 10.0
20.0 9.0 9.0 9.0 7.0 9.0 10.0
20.5 9.0 9.0 10.0 7.0 11.0 10.0
21.0 9.0 10.0 10.0 7.0 11.0 10.0
21.5 10.0 10.0 10.0 7.0 11.0 10.0
22.0 10.0 10.0 10.0 10.0 11.0 10.0
22.5 10.0 10.0 11.0 10.0 11.0 10.0
23.0 10.0 11.0 12.0 10.0 11.0 12.0
23.5 10.0 11.0 12.0 10.0 11.0 12.0
24.0 13.0 11.0 14.0 10.0 11.0 13.0
24.5 14.0 11.0 14.0 10.0 13.0 13.0
25.0 16.0 13.0 14.0 10.0 15.0 13.0
25.5 16.0 14.0 15.0 10.0 15.0 13.0
26.0 17.0 14.0 15.0 10.0 15.0 13.0
26.5 17.0 14.0 16.0 10.0 15.0 13.0
27.0 17.0 14.0 16.0 10.0 15.0 14.0
27.5 17.0 16.0 17.0 10.0 16.0 14.0
28.0 17.0 17.0 17.0 10.0 17.0 14.0
28.5 17.0 18.0 17.0 11.0 16.0 14.0
29.0 17.0 18.0 17.0 11.0 16.0 14.0
29.5 18.0 18.0 17.0 12.0 16.0 14.0
30.0 18.0 19.0 17.0 12.0 16.0 14.0
30.5 18.0 19.0 17.0 12.0 17.0 15.0
31.0 18.0 19.0 17.0 12.0 17.0 17.0
31.5 18.0 19.0 17.0 12.0 17.0 18.0
32.0 18.0 19.0 17.0 12.0 17.0 17.0
32.5 20.0 20.0 17.0 12.0 20.0 18.0
33.0 20.0 20.0 17.0 13.0 20.0 18.0
33.5 20.0 20.0 17.0 14.0 20.0 21.0
34.0 20.0 20.0 17.0 14.0 19.0 21.0
34.5 20.0 20.0 18.0 14.0 19.0 21.0
35.0 20.0 20.0 18.0 15.0 19.0 22.0
35.5 20.0 20.0 20.0 15.0 19.0 22.0
36.0 20.0 20.0 21.0 15.0 20.0 22.0
36.5 20.0 20.0 21.0 15.0 20.0 22.0
37.0 20.0 21.0 21.0 16.0 20.0 23.0
37.5 20.0 21.0 21.0 16.0 22.0 24.0
38.0 20.0 21.0 21.0 17.0 23.0 24.0
38.5 20.0 22.0 21.0 17.0 23.0 24.0
39.0 21.0 22.0 21.0 17.0 24.0 24.0
39.5 21.0 22.0 21.0 18.0 24.0 24.0
40.0 23.0 23.0 21.0 18.0 24.0 24.0
