
# Curve 0 of 1, 4096 points
# Curve title: "'rp_sim'.geno.'.dat' using (bin($1,bw)):(1000.0/N)"
# x y type
 4500  1.78222  i
 4500.02  1.78941  i
 4500.05  1.79638  i
 4500.07  1.80313  i
 4500.1  1.80966  i
 4500.12  1.81598  i
 4500.15  1.82208  i
 4500.17  1.82796  i
 4500.2  1.83364  i
 4500.22  1.83911  i
 4500.24  1.84438  i
 4500.27  1.84945  i
 4500.29  1.85432  i
 4500.32  1.85899  i
 4500.34  1.86347  i
 4500.37  1.86776  i
 4500.39  1.87187  i
 4500.42  1.87579  i
 4500.44  1.87954  i
 4500.46  1.8831  i
 4500.49  1.8865  i
 4500.51  1.88972  i
 4500.54  1.89278  i
 4500.56  1.89568  i
 4500.59  1.89842  i
 4500.61  1.901  i
 4500.63  1.90343  i
 4500.66  1.90572  i
 4500.68  1.90786  i
 4500.71  1.90986  i
 4500.73  1.91172  i
 4500.76  1.91346  i
 4500.78  1.91506  i
 4500.81  1.91654  i
 4500.83  1.9179  i
 4500.85  1.91915  i
 4500.88  1.92029  i
 4500.9  1.92132  i
 4500.93  1.92225  i
 4500.95  1.92308  i
 4500.98  1.92382  i
 4501  1.92447  i
 4501.03  1.92504  i
 4501.05  1.92553  i
 4501.07  1.92595  i
 4501.1  1.92631  i
 4501.12  1.92661  i
 4501.15  1.92685  i
 4501.17  1.92704  i
 4501.2  1.9272  i
 4501.22  1.92731  i
 4501.25  1.9274  i
 4501.27  1.92747  i
 4501.29  1.92753  i
 4501.32  1.92758  i
 4501.34  1.92763  i
 4501.37  1.9277  i
 4501.39  1.92778  i
 4501.42  1.92789  i
 4501.44  1.92803  i
 4501.47  1.92822  i
 4501.49  1.92847  i
 4501.51  1.92878  i
 4501.54  1.92917  i
 4501.56  1.92965  i
 4501.59  1.93022  i
 4501.61  1.9309  i
 4501.64  1.9317  i
 4501.66  1.93264  i
 4501.68  1.93372  i
 4501.71  1.93496  i
 4501.73  1.93638  i
 4501.76  1.93797  i
 4501.78  1.93977  i
 4501.81  1.94178  i
 4501.83  1.94401  i
 4501.86  1.94649  i
 4501.88  1.94923  i
 4501.9  1.95224  i
 4501.93  1.95554  i
 4501.95  1.95914  i
 4501.98  1.96306  i
 4502  1.96733  i
 4502.03  1.97194  i
 4502.05  1.97693  i
 4502.08  1.98231  i
 4502.1  1.9881  i
 4502.12  1.99431  i
 4502.15  2.00096  i
 4502.17  2.00808  i
 4502.2  2.01567  i
 4502.22  2.02376  i
 4502.25  2.03236  i
 4502.27  2.0415  i
 4502.3  2.05119  i
 4502.32  2.06145  i
 4502.34  2.0723  i
 4502.37  2.08376  i
 4502.39  2.09584  i
 4502.42  2.10857  i
 4502.44  2.12196  i
 4502.47  2.13603  i
 4502.49  2.15079  i
 4502.52  2.16627  i
 4502.54  2.18249  i
 4502.56  2.19945  i
 4502.59  2.21718  i
 4502.61  2.2357  i
 4502.64  2.25501  i
 4502.66  2.27514  i
 4502.69  2.2961  i
 4502.71  2.31791  i
 4502.74  2.34058  i
 4502.76  2.36413  i
 4502.78  2.38856  i
 4502.81  2.4139  i
 4502.83  2.44015  i
 4502.86  2.46733  i
 4502.88  2.49546  i
 4502.91  2.52453  i
 4502.93  2.55457  i
 4502.95  2.58558  i
 4502.98  2.61758  i
 4503  2.65057  i
 4503.03  2.68456  i
 4503.05  2.71957  i
 4503.08  2.75559  i
 4503.1  2.79264  i
 4503.13  2.83072  i
 4503.15  2.86984  i
 4503.17  2.91001  i
 4503.2  2.95122  i
 4503.22  2.99349  i
 4503.25  3.03682  i
 4503.27  3.08121  i
 4503.3  3.12667  i
 4503.32  3.17319  i
 4503.35  3.22078  i
 4503.37  3.26945  i
 4503.39  3.31918  i
 4503.42  3.36999  i
 4503.44  3.42187  i
 4503.47  3.47483  i
 4503.49  3.52886  i
 4503.52  3.58396  i
 4503.54  3.64013  i
 4503.57  3.69737  i
 4503.59  3.75568  i
 4503.61  3.81505  i
 4503.64  3.87548  i
 4503.66  3.93697  i
 4503.69  3.99952  i
 4503.71  4.06312  i
 4503.74  4.12777  i
 4503.76  4.19347  i
 4503.79  4.26021  i
 4503.81  4.32798  i
 4503.83  4.39678  i
 4503.86  4.46662  i
 4503.88  4.53747  i
 4503.91  4.60935  i
 4503.93  4.68224  i
 4503.96  4.75613  i
 4503.98  4.83103  i
 4504  4.90693  i
 4504.03  4.98381  i
 4504.05  5.06168  i
 4504.08  5.14054  i
 4504.1  5.22036  i
 4504.13  5.30116  i
 4504.15  5.38291  i
 4504.18  5.46562  i
 4504.2  5.54928  i
 4504.22  5.63389  i
 4504.25  5.71943  i
 4504.27  5.80589  i
 4504.3  5.89328  i
 4504.32  5.98158  i
 4504.35  6.07079  i
 4504.37  6.1609  i
 4504.4  6.2519  i
 4504.42  6.34378  i
 4504.44  6.43653  i
 4504.47  6.53015  i
 4504.49  6.62462  i
 4504.52  6.71994  i
 4504.54  6.81609  i
 4504.57  6.91307  i
 4504.59  7.01087  i
 4504.62  7.10947  i
 4504.64  7.20885  i
 4504.66  7.30902  i
 4504.69  7.40995  i
 4504.71  7.51164  i
 4504.74  7.61406  i
 4504.76  7.7172  i
 4504.79  7.82105  i
 4504.81  7.92559  i
 4504.84  8.03081  i
 4504.86  8.13668  i
 4504.88  8.24318  i
 4504.91  8.35031  i
 4504.93  8.45803  i
 4504.96  8.56633  i
 4504.98  8.67517  i
 4505.01  8.78455  i
 4505.03  8.89444  i
 4505.05  9.0048  i
 4505.08  9.11562  i
 4505.1  9.22686  i
 4505.13  9.3385  i
 4505.15  9.4505  i
 4505.18  9.56284  i
 4505.2  9.67549  i
 4505.23  9.7884  i
 4505.25  9.90155  i
 4505.27  10.0149  i
 4505.3  10.1284  i
 4505.32  10.2421  i
 4505.35  10.3558  i
