5.0 0.7554705202124137 0.013567322927607529 1.1717672824651082 0.041989814782481136
6.0 0.7687954323287578 0.019713077791083885 1.2742772419258623 0.045662559364873206
7.0 0.8328894903541035 0.017284597934979048 1.3540417674711585 0.04264223001143846
8.0 0.9792610369688586 0.025986906507652837 1.5982046778876133 0.04796482512961758
9.0 1.0867057880297033 0.01672239537990938 1.8777757216719215 0.04024120189363697
10.0 1.1878126402776286 0.02294749299568122 2.103619670379614 0.06705343868758909
11.0 1.2439045694439497 0.023847301693258178 2.2966582986684436 0.06819443965976132
12.0 1.2973153976852576 0.017588227394626198 2.4517007307875804 0.06235124742301671
13.0 1.3495476227225445 0.05004696262661874 2.6047585099432635 0.07821925934489629
14.0 1.4126719483614216 0.044148665015575204 2.8468688393144554 0.14730855831457923
15.0 1.4626453371111388 0.0257385406402558 2.9462383318046843 0.16956741506136697
