5.0 0.8266182079683868 0.01240121633717322 1.0442789206021694 0.022150272158337207
6.0 0.7629921822025387 0.022240293973531836 1.0327190087813065 0.022271464131310263
7.0 0.9389008118170266 0.0318528227266746 1.1250757238498965 0.03293636018007309
8.0 1.0629874094351697 0.02252042219375358 1.3095779379206731 0.037243131043570514
9.0 1.127243787792887 0.01972243644100766 1.4752713695323771 0.039545524630887764
10.0 1.1731400234783582 0.023540901957276407 1.6148450107010779 0.0487243253555074
11.0 1.2165948787633838 0.02514333345507457 1.7484763992140109 0.054736343677401086
12.0 1.2554891959902186 0.027983758981300767 1.8560822476584216 0.06832810035937963
13.0 1.2912322356543493 0.03156209459445311 1.9536010210375254 0.07039503615024102
14.0 1.3278983263018909 0.03591993084013458 2.0540074962107093 0.07366166843314043
15.0 1.353450888232122 0.03574642156018585 2.142558142537624 0.08121256490487361
